model,model_id,b,seed,method,sequence,nll,tokens_scored,reused_deterministic_run
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,50,2.0792689323425293,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,51,2.0582120418548584,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,52,1.936538815498352,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,53,2.0838513374328613,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,54,1.8709629774093628,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,55,1.8535500764846802,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,56,2.201829195022583,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,57,2.0511393547058105,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,58,2.416970729827881,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,59,2.6083638668060303,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,60,2.5734057426452637,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,61,2.7040934562683105,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,62,1.82791268825531,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,identity,63,2.147930860519409,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,0,2.029966354370117,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,1,2.6261065006256104,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,2,2.7715725898742676,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,3,2.2901694774627686,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,4,2.201589584350586,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,5,1.8818066120147705,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,6,1.9510722160339355,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,7,2.2183704376220703,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,8,2.5339715480804443,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,9,2.2074923515319824,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,10,2.1777005195617676,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,11,2.500408887863159,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,12,2.379763126373291,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,13,2.503692150115967,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,14,2.459665298461914,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,15,2.6502695083618164,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,16,2.3866944313049316,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,17,2.4060487747192383,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,18,2.1479685306549072,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,19,2.387432098388672,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,20,2.495955467224121,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,21,2.4087114334106445,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,22,2.474456787109375,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,23,2.5461034774780273,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,24,2.5511157512664795,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,25,2.5952272415161133,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,26,2.6770455837249756,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,27,2.4233851432800293,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,28,2.235227108001709,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,29,2.1032862663269043,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,30,2.003725051879883,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,31,2.0100624561309814,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,32,2.2674214839935303,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,33,2.210698366165161,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,34,2.428022623062134,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,35,1.6765366792678833,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,36,1.702645182609558,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,37,1.6987518072128296,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,38,1.7149062156677246,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,39,1.9134212732315063,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,40,2.5264997482299805,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,41,2.972571849822998,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,42,2.945185899734497,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,43,2.623595952987671,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,44,2.6019623279571533,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,45,2.5303115844726562,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,46,2.6083984375,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,47,2.38581919670105,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,48,2.2942302227020264,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,49,2.215365171432495,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,50,2.075263500213623,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,51,2.0371081829071045,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,52,1.924073576927185,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,53,2.0657334327697754,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,54,1.8555976152420044,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,55,1.8301923274993896,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,56,2.196777105331421,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,57,2.0486021041870117,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,58,2.403050661087036,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,59,2.5873568058013916,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,60,2.563746690750122,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,61,2.694624662399292,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,62,1.8001292943954468,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,hadamard,63,2.137770652770996,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,0,2.007390260696411,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,1,2.6010448932647705,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,2,2.7520785331726074,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,3,2.2747035026550293,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,4,2.1796884536743164,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,5,1.8647921085357666,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,6,1.9422510862350464,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,7,2.2079241275787354,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,8,2.5283117294311523,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,9,2.1874918937683105,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,10,2.149061918258667,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,11,2.5025174617767334,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,12,2.378812551498413,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,13,2.494086265563965,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,14,2.454430103302002,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,15,2.636488199234009,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,16,2.3683574199676514,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,17,2.397642135620117,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,18,2.145308494567871,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,19,2.3796305656433105,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,20,2.4836392402648926,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,21,2.400907278060913,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,22,2.4568278789520264,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,23,2.5300004482269287,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,24,2.5352749824523926,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,25,2.585024833679199,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,26,2.6540889739990234,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,27,2.4256653785705566,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,28,2.22445011138916,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,29,2.078329563140869,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,30,1.9885743856430054,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,31,2.0066115856170654,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,32,2.252018690109253,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,33,2.201639175415039,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,34,2.4086992740631104,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,35,1.6745250225067139,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,36,1.6891645193099976,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,37,1.683196783065796,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,38,1.6857327222824097,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,39,1.9066271781921387,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,40,2.515577554702759,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,41,2.951488494873047,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,42,2.923086404800415,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,43,2.6180858612060547,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,44,2.584660768508911,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,45,2.516310930252075,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,46,2.5958170890808105,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,47,2.3927783966064453,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,48,2.272225856781006,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,49,2.2092721462249756,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,50,2.060612201690674,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,51,2.0398359298706055,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,52,1.911731243133545,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,53,2.057149648666382,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,54,1.8278794288635254,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,55,1.825560212135315,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,56,2.184194564819336,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,57,2.0323033332824707,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,58,2.4160633087158203,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,59,2.5636773109436035,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,60,2.5687406063079834,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,61,2.6891839504241943,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,62,1.7899532318115234,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar,63,2.129296064376831,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,0,2.0235280990600586,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,1,2.618375062942505,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,2,2.754873037338257,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,3,2.2648961544036865,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,4,2.1799302101135254,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,5,1.8736687898635864,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,6,1.9563161134719849,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,7,2.199880838394165,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,8,2.5293760299682617,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,9,2.1866981983184814,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,10,2.160208225250244,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,11,2.501864433288574,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,12,2.3770911693573,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,13,2.505136251449585,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,14,2.4678955078125,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,15,2.6369247436523438,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,16,2.3655104637145996,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,17,2.404813289642334,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,18,2.1582682132720947,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,19,2.3798611164093018,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,20,2.4957826137542725,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,21,2.4075286388397217,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,22,2.4587905406951904,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,23,2.5363881587982178,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,24,2.541844129562378,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,25,2.575768232345581,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,26,2.6748464107513428,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,27,2.4293532371520996,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,28,2.2277817726135254,2047,False
llama32_1b,unsloth/Llama-3.2-1B,32,20260902,nar_rope,29,2.080564022064209,2047,False
