model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
qwen3_8b,down,1,35,0.020930295902333522,0.0022618881379248067,0.27049299599812393,0.18416487624778854
qwen3_8b,down,1,36,0.020396625384360906,0.002204215612901982,0.2726972116110259,0.1595175223380985
qwen3_8b,down,1,37,0.02025618002583259,0.0021890380114020255,0.2748862496224279,0.177731045684087
qwen3_8b,down,1,38,0.019997376076720197,0.0021610696737694862,0.2770473192961974,0.1504432810387151
qwen3_8b,down,1,39,0.0196540946516644,0.0021239720528411043,0.2791712913490385,0.1582484693167868
qwen3_8b,down,1,40,0.01928785567813033,0.002084393463329137,0.2812556848123677,0.15904142847798367
qwen3_8b,down,1,41,0.01893771824261742,0.002046554929381714,0.28330223974174934,0.17847948335404618
qwen3_8b,down,1,42,0.018470182456343118,0.001996029430174066,0.2852982691719234,0.16599450728483503
qwen3_8b,down,1,43,0.018232730944314903,0.0019703686004899023,0.28726863777241335,0.2040082308859253
qwen3_8b,down,1,44,0.018067543180508936,0.0019525171451054905,0.28922115491751876,0.1739679964274731
qwen3_8b,down,1,45,0.0178842076507324,0.0019327045030866324,0.29115385942060545,0.15841551336726356
qwen3_8b,down,1,46,0.017842687368407554,0.0019282175032605388,0.29308207692386595,0.20111005166160836
qwen3_8b,down,1,47,0.017613667332879304,0.001903467843526836,0.2949855447673928,0.19870925031009892
qwen3_8b,down,1,48,0.017250632576675612,0.0018642355262895051,0.29684978029368236,0.17762601236143782
qwen3_8b,down,1,49,0.01708854869754072,0.001846719500463842,0.29869649979414625,0.20550414426045321
qwen3_8b,down,1,50,0.01689635970185075,0.0018259500850853255,0.30052244987923155,0.18425320250281155
qwen3_8b,down,1,51,0.01651131607421319,0.0017843393205743546,0.3023067891998059,0.21350162609323278
qwen3_8b,down,1,52,0.016189994389033308,0.0017496148373870267,0.30405640403719286,0.22118643277027
qwen3_8b,down,1,53,0.015920273097424577,0.0017204666880783718,0.3057768707252712,0.22474930424895354
qwen3_8b,down,1,54,0.0158792094992348,0.001716029041038914,0.3074928997663101,0.21960331226972396
qwen3_8b,down,1,55,0.015591219046948098,0.0016849065862536345,0.3091778063525638,0.22255842626101716
qwen3_8b,down,1,56,0.015305434040310232,0.0016540224688227443,0.31083182882138655,0.23190992604634264
qwen3_8b,down,1,57,0.015215851028924898,0.0016443414422497046,0.3124761702636363,0.19631605405463953
qwen3_8b,down,1,58,0.015165230293487587,0.001638870977734871,0.3141150412413712,0.20849874201869836
qwen3_8b,down,1,59,0.014964312857224825,0.0016171583001929192,0.31573219954156406,0.24526574551216582
qwen3_8b,down,1,60,0.014593497178705655,0.0015770851168746872,0.3173092846584387,0.2401883213131775
qwen3_8b,down,1,61,0.014460964278633345,0.0015627625962587744,0.31887204725469753,0.23245240396328312
qwen3_8b,down,1,62,0.014273732448471695,0.0015425288901678167,0.32041457614486535,0.2166385397964482
qwen3_8b,down,1,63,0.01415442514679393,0.001529635629045662,0.321944211773911,0.22322088617708838
qwen3_8b,down,1,64,0.013637865875503806,0.0014738122764414616,0.3234180240503524,0.23754564420843288
qwen3_8b,down,1,65,0.013535222650041546,0.0014627198630711594,0.3248807439134236,0.22257931726310018
