model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize
qwen3_8b_base,nar_kmax,32,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,32,3,mlp.down_proj,12288,4096,128,0,48.35319137573242,-1,128
qwen3_8b_base,nar_kmax,33,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,33,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,33,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,33,1,self_attn.o_proj,4096,4096,128,0,55.46138381958008,-1,128
qwen3_8b_base,nar_kmax,33,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,33,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,33,3,mlp.down_proj,12288,4096,128,0,71.6535415649414,-1,128
qwen3_8b_base,nar_kmax,34,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,34,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,34,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,34,1,self_attn.o_proj,4096,4096,128,0,128.4164581298828,-1,128
qwen3_8b_base,nar_kmax,34,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,34,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,34,3,mlp.down_proj,12288,4096,128,0,150.83236694335938,-1,128
qwen3_8b_base,nar_kmax,35,0,self_attn.k_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,35,0,self_attn.v_proj,4096,1024,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,35,0,self_attn.q_proj,4096,4096,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,35,1,self_attn.o_proj,4096,4096,128,0,80.8051986694336,-1,128
qwen3_8b_base,nar_kmax,35,2,mlp.up_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,35,2,mlp.gate_proj,4096,12288,128,0,40.95999526977539,-1,128
qwen3_8b_base,nar_kmax,35,3,mlp.down_proj,12288,4096,128,0,8383.791015625,-1,128
