model,seed,site,layer,k,f_wt2,f_c4,f_delta,all_jaccard,all_changed_fraction,all_slots,anchor_jaccard,anchor_changed_fraction,anchor_slots,filler_jaccard,filler_changed_fraction,filler_slots,residual_jaccard,residual_changed_fraction,residual_slots
qwen3_4b_base,1,down,12,76,0.2166982761438241,0.15889126514043833,-0.057807011003385755,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,1,down,13,76,0.1859063810988362,0.14414911974270253,-0.04175726135613367,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,1,down,14,76,0.18788290267356686,0.15588711543490902,-0.03199578723865784,0.0043361552756555856,0.9913651315789473,9728,1.0,0.0,76,,,0,0.00041459369817578774,0.9991711562370493,9652
qwen3_4b_base,1,down,15,76,0.2077369948252259,0.17930187155137528,-0.028435123273850615,0.004595445861517013,0.9908511513157895,9728,1.0,0.0,76,,,0,0.0006738893784666425,0.9986531288852052,9652
qwen3_4b_base,1,down,16,76,0.9885736997679444,0.9889821921317892,0.00040849236384477017,0.004232476514916899,0.9915707236842105,9728,1.0,0.0,76,,,0,0.00031091304798424707,0.9993783671777869,9652
qwen3_4b_base,1,down,17,76,0.21439846731892,0.17575871878839144,-0.03863974853052857,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,1,down,18,76,0.21625149043396974,0.1853040749604649,-0.030947415473504852,0.004232476514916899,0.9915707236842105,9728,1.0,0.0,76,,,0,0.00031091304798424707,0.9993783671777869,9652
qwen3_4b_base,1,down,19,76,0.2137552823105946,0.18297152205795314,-0.030783760252641457,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,1,down,20,76,0.19758951350466045,0.16690695789854654,-0.03068255560611391,0.004232476514916899,0.9915707236842105,9728,1.0,0.0,76,,,0,0.00031091304798424707,0.9993783671777869,9652
qwen3_4b_base,1,down,21,76,0.19942689989982715,0.17319411117920783,-0.02623278872061932,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,1,down,22,76,0.2513385947476949,0.20927879663221344,-0.04205979811548144,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,1,down,23,76,0.2602417388459481,0.21442446095254208,-0.045817277893406005,0.004491713562909804,0.9910567434210527,9728,1.0,0.0,76,,,0,0.0005701549784896076,0.9988603398259428,9652
qwen3_4b_base,1,down,24,76,0.2542014316546244,0.21262655475190204,-0.04157487690272235,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,1,down,25,76,0.23399151893953476,0.19073544730598538,-0.04325607163354939,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,1,down,26,76,0.24456642344343432,0.20187919820917452,-0.0426872252342598,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,1,down,27,76,0.25885441095823675,0.22192970331299064,-0.03692470764524611,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,1,down,28,76,0.25912319168399106,0.24274073256436995,-0.016382459119621107,0.004025183197440396,0.9919819078947368,9728,1.0,0.0,76,,,0,0.00010361620557455187,0.9997927890592623,9652
qwen3_4b_base,1,down,29,76,0.2869501034804205,0.25706159614542984,-0.029888507334990655,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,1,down,30,76,0.29401333274550695,0.29214481585385377,-0.0018685168916531825,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,1,down,31,76,0.32506602638499404,0.31193036432189175,-0.013135662063102294,0.004284313219429102,0.991467927631579,9728,1.0,0.0,76,,,0,0.0003627506866352283,0.9992747617074181,9652
qwen3_4b_base,1,down,32,76,0.2664901272865773,0.23485173447335564,-0.031638392813221644,0.0043361552756555856,0.9913651315789473,9728,1.0,0.0,76,,,0,0.00041459369817578774,0.9991711562370493,9652
qwen3_4b_base,1,down,33,76,0.3513633733827357,0.3531836833042977,0.0018203099215620133,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,1,down,34,76,0.5478692129338139,0.5514908383603455,0.0036216254265316605,0.0039733732390732236,0.9920847039473685,9728,1.0,0.0,76,,,0,5.1805418846811377e-05,0.9998963945296312,9652
qwen3_4b_base,1,down,35,76,0.9600273999964306,0.9649538674473396,0.004926467450908967,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,qkv,0,20,0.5673246403362999,0.5184554744916621,-0.04886916584463785,0.0064871240416748575,0.987109375,2560,1.0,0.0,20,,,0,0.0025656206828498125,0.9948818897637796,2540
qwen3_4b_base,2,qkv,1,20,0.4903500435793777,0.4534062879769966,-0.03694375560238111,0.009264734870885078,0.981640625,2560,1.0,0.0,20,,,0,0.005343360379972293,0.9893700787401575,2540
qwen3_4b_base,2,qkv,2,20,0.35268326582404186,0.30252033995644056,-0.05016292586760129,0.008072455207718056,0.983984375,2560,1.0,0.0,20,,,0,0.004151017987744613,0.9917322834645669,2540
qwen3_4b_base,2,qkv,3,20,0.428052870999707,0.3938657019773322,-0.034187169022374786,0.009861932938856016,0.98046875,2560,1.0,0.0,20,,,0,0.005940594059405941,0.9881889763779528,2540
qwen3_4b_base,2,qkv,4,20,0.34619365887877707,0.30572039048132993,-0.04047326839744714,0.00747737111373475,0.98515625,2560,1.0,0.0,20,,,0,0.0035559067562228367,0.9929133858267717,2540
qwen3_4b_base,2,qkv,5,20,0.4488999248823558,0.41414094245165295,-0.034758982430702856,0.010260457774269928,0.9796875,2560,1.0,0.0,20,,,0,0.006339144215530904,0.9874015748031496,2540
qwen3_4b_base,2,qkv,6,20,0.4339251079438748,0.40721786845641145,-0.02670723948746334,0.008072455207718056,0.983984375,2560,1.0,0.0,20,,,0,0.004151017987744613,0.9917322834645669,2540
qwen3_4b_base,2,qkv,7,20,0.5609782682678752,0.5435372958471302,-0.01744097242074505,0.009264734870885078,0.981640625,2560,1.0,0.0,20,,,0,0.005343360379972293,0.9893700787401575,2540
qwen3_4b_base,2,qkv,8,20,0.4764741487558012,0.46121286057660943,-0.015261288179191757,0.008072455207718056,0.983984375,2560,1.0,0.0,20,,,0,0.004151017987744613,0.9917322834645669,2540
qwen3_4b_base,2,qkv,9,20,0.47730501534223807,0.45943161186576603,-0.01787340347647204,0.007874015748031496,0.984375,2560,1.0,0.0,20,,,0,0.003952569169960474,0.9921259842519685,2540
qwen3_4b_base,2,qkv,10,20,0.5167015355426814,0.5016536507741914,-0.01504788476848995,0.008668242710795903,0.9828125,2560,1.0,0.0,20,,,0,0.004746835443037975,0.9905511811023622,2540
qwen3_4b_base,2,qkv,11,20,0.5094016200744867,0.4999515215396443,-0.009450098534842466,0.007675654398740406,0.984765625,2560,1.0,0.0,20,,,0,0.003754198774945663,0.99251968503937,2540
qwen3_4b_base,2,qkv,12,20,0.550430022752469,0.5477548193564032,-0.0026752033960657506,0.008072455207718056,0.983984375,2560,1.0,0.0,20,,,0,0.004151017987744613,0.9917322834645669,2540
qwen3_4b_base,2,qkv,13,20,0.5106253029351475,0.5149034949071833,0.0042781919720358275,0.009065825778478517,0.98203125,2560,1.0,0.0,20,,,0,0.0051444400474871385,0.989763779527559,2540
qwen3_4b_base,2,qkv,14,20,0.5893432374340394,0.6051221772910098,0.01577893985697043,0.007675654398740406,0.984765625,2560,1.0,0.0,20,,,0,0.003754198774945663,0.99251968503937,2540
qwen3_4b_base,2,qkv,15,20,0.6005982440421841,0.6179770291464094,0.017378785104225303,0.00946372239747634,0.98125,2560,1.0,0.0,20,,,0,0.0055423594615993665,0.988976377952756,2540
qwen3_4b_base,2,qkv,16,20,0.5375136900743117,0.5615113209966425,0.02399763092233076,0.008270972823946435,0.98359375,2560,1.0,0.0,20,,,0,0.004349545274812179,0.9913385826771653,2540
qwen3_4b_base,2,qkv,17,20,0.549743245409288,0.5783715796466135,0.02862833423732547,0.0064871240416748575,0.987109375,2560,1.0,0.0,20,,,0,0.0025656206828498125,0.9948818897637796,2540
qwen3_4b_base,2,qkv,18,20,0.5996740203545312,0.6336006845992065,0.033926664244675275,0.008668242710795903,0.9828125,2560,1.0,0.0,20,,,0,0.004746835443037975,0.9905511811023622,2540
qwen3_4b_base,2,qkv,19,20,0.6085088920362668,0.6376316963872313,0.029122804350964482,0.006685017695635077,0.98671875,2560,1.0,0.0,20,,,0,0.0027635215159889457,0.9944881889763779,2540
qwen3_4b_base,2,qkv,20,20,0.61557475066954,0.6465872348183227,0.03101248414878266,0.008072455207718056,0.983984375,2560,1.0,0.0,20,,,0,0.004151017987744613,0.9917322834645669,2540
qwen3_4b_base,2,qkv,21,20,0.659538269968773,0.687965013216172,0.028426743247399022,0.006685017695635077,0.98671875,2560,1.0,0.0,20,,,0,0.0027635215159889457,0.9944881889763779,2540
qwen3_4b_base,2,qkv,22,20,0.6359714774856078,0.6626332610983359,0.026661783612728085,0.00688298918387414,0.986328125,2560,1.0,0.0,20,,,0,0.0029615004935834156,0.9940944881889764,2540
qwen3_4b_base,2,qkv,23,20,0.6117393711517221,0.6279358224460961,0.01619645129437408,0.007279165846940783,0.985546875,2560,1.0,0.0,20,,,0,0.003357693067351373,0.9933070866141732,2540
qwen3_4b_base,2,qkv,24,20,0.602187068627352,0.6110713332849533,0.008884264657601282,0.007874015748031496,0.984375,2560,1.0,0.0,20,,,0,0.003952569169960474,0.9921259842519685,2540
qwen3_4b_base,2,qkv,25,20,0.6432272779266005,0.6543924208417147,0.011165142915114168,0.007279165846940783,0.985546875,2560,1.0,0.0,20,,,0,0.003357693067351373,0.9933070866141732,2540
qwen3_4b_base,2,qkv,26,20,0.5883094552081372,0.6024271803091785,0.014117725101041367,0.007279165846940783,0.985546875,2560,1.0,0.0,20,,,0,0.003357693067351373,0.9933070866141732,2540
qwen3_4b_base,2,qkv,27,20,0.6217337792953929,0.6384265596711558,0.01669278037576294,0.007279165846940783,0.985546875,2560,1.0,0.0,20,,,0,0.003357693067351373,0.9933070866141732,2540
qwen3_4b_base,2,qkv,28,20,0.6523349556650927,0.6660900476659066,0.013755092000813929,0.00846956864289935,0.983203125,2560,1.0,0.0,20,,,0,0.004548151077714059,0.9909448818897638,2540
qwen3_4b_base,2,qkv,29,20,0.5390137012552626,0.5533104254848071,0.014296724229544533,0.007279165846940783,0.985546875,2560,1.0,0.0,20,,,0,0.003357693067351373,0.9933070866141732,2540
qwen3_4b_base,2,qkv,30,20,0.5899582792366634,0.6125785110733157,0.022620231836652294,0.007279165846940783,0.985546875,2560,1.0,0.0,20,,,0,0.003357693067351373,0.9933070866141732,2540
qwen3_4b_base,2,qkv,31,20,0.562727895264743,0.5885519040637809,0.0258240087990379,0.0064871240416748575,0.987109375,2560,1.0,0.0,20,,,0,0.0025656206828498125,0.9948818897637796,2540
qwen3_4b_base,2,qkv,32,20,0.5765082992252032,0.6022620119620884,0.025753712736885204,0.005696326851306227,0.988671875,2560,1.0,0.0,20,,,0,0.0017747978702425558,0.9964566929133858,2540
qwen3_4b_base,2,qkv,33,20,0.5072297996560442,0.5254309261415232,0.018201126485479002,0.005893909626719057,0.98828125,2560,1.0,0.0,20,,,0,0.0019723865877712033,0.9960629921259843,2540
qwen3_4b_base,2,qkv,34,20,0.5981039330390049,0.6256896700768566,0.02758573703785172,0.006685017695635077,0.98671875,2560,1.0,0.0,20,,,0,0.0027635215159889457,0.9944881889763779,2540
qwen3_4b_base,2,qkv,35,20,0.6258414202500204,0.6546016320664966,0.028760211816476144,0.00688298918387414,0.986328125,2560,1.0,0.0,20,,,0,0.0029615004935834156,0.9940944881889764,2540
qwen3_4b_base,2,down,0,76,0.24272288560844565,0.19673884078061055,-0.04598404482783511,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,down,1,76,0.4936690047031843,0.44445739405649676,-0.049211610646687554,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,2,76,0.2728279982723919,0.2120385591446268,-0.060789439127765105,0.004491713562909804,0.9910567434210527,9728,1.0,0.0,76,,,0,0.0005701549784896076,0.9988603398259428,9652
qwen3_4b_base,2,down,3,76,0.23429219633588497,0.16840724827251036,-0.06588494806337461,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,4,76,0.25023222580120774,0.17727691547495272,-0.07295531032625502,0.004388002684425171,0.9912623355263158,9728,1.0,0.0,76,,,0,0.000466442083441306,0.9990675507666805,9652
qwen3_4b_base,2,down,5,76,0.1944018296967502,0.1353831016661172,-0.059018728030633016,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,2,down,6,76,0.9753194722399476,0.975886569275552,0.0005670970356043137,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,7,76,0.13285844571461852,0.09164782248007654,-0.041210623234541985,0.00392156862745098,0.9921875,9728,1.0,0.0,76,,,0,0.0,1.0,9652
qwen3_4b_base,2,down,8,76,0.1360208575224746,0.08407103330271973,-0.05194982421975486,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,down,9,76,0.19501488293821684,0.10885661015622937,-0.08615827278198747,0.004025183197440396,0.9919819078947368,9728,1.0,0.0,76,,,0,0.00010361620557455187,0.9997927890592623,9652
qwen3_4b_base,2,down,10,76,0.21961183706602708,0.13041810368229056,-0.08919373338373651,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,2,down,11,76,0.2090412757002237,0.13123992825006137,-0.07780134745016234,0.0043361552756555856,0.9913651315789473,9728,1.0,0.0,76,,,0,0.00041459369817578774,0.9991711562370493,9652
qwen3_4b_base,2,down,12,76,0.22438211067579755,0.15746712390288722,-0.06691498677291033,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,13,76,0.1909061383921532,0.14341435840095215,-0.04749177999120105,0.004284313219429102,0.991467927631579,9728,1.0,0.0,76,,,0,0.0003627506866352283,0.9992747617074181,9652
qwen3_4b_base,2,down,14,76,0.1939367277381871,0.15597164644386152,-0.037965081294325576,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,down,15,76,0.21145455013336917,0.18102309928216825,-0.030431450851200914,0.004491713562909804,0.9910567434210527,9728,1.0,0.0,76,,,0,0.0005701549784896076,0.9988603398259428,9652
qwen3_4b_base,2,down,16,76,0.9881263671271642,0.9893414615011292,0.0012150943739650533,0.0043361552756555856,0.9913651315789473,9728,1.0,0.0,76,,,0,0.00041459369817578774,0.9991711562370493,9652
qwen3_4b_base,2,down,17,76,0.21792328234806635,0.17599036858692949,-0.041932913761136864,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,18,76,0.2200700062044866,0.18528959321651953,-0.03478041298796708,0.004284313219429102,0.991467927631579,9728,1.0,0.0,76,,,0,0.0003627506866352283,0.9992747617074181,9652
qwen3_4b_base,2,down,19,76,0.21728632925589766,0.1834540220166654,-0.03383230723923225,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,down,20,76,0.2019003082291932,0.16763930356138879,-0.03426100466780441,0.004388002684425171,0.9912623355263158,9728,1.0,0.0,76,,,0,0.000466442083441306,0.9990675507666805,9652
qwen3_4b_base,2,down,21,76,0.20179144271203434,0.17456692297690055,-0.02722451973513379,0.004284313219429102,0.991467927631579,9728,1.0,0.0,76,,,0,0.0003627506866352283,0.9992747617074181,9652
qwen3_4b_base,2,down,22,76,0.2550530844770297,0.20868389564605364,-0.046369188830976044,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,down,23,76,0.2638664675844622,0.2143772821682179,-0.04948918541624431,0.0043361552756555856,0.9913651315789473,9728,1.0,0.0,76,,,0,0.00041459369817578774,0.9991711562370493,9652
qwen3_4b_base,2,down,24,76,0.26243178947602724,0.2123473105878633,-0.05008447888816395,0.0043361552756555856,0.9913651315789473,9728,1.0,0.0,76,,,0,0.00041459369817578774,0.9991711562370493,9652
qwen3_4b_base,2,down,25,76,0.24001265213642123,0.190138036978493,-0.04987461515792824,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,26,76,0.2514966243910571,0.20058022224400468,-0.0509164021470524,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,2,down,27,76,0.26248511581548123,0.22150384416474042,-0.04098127165074081,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,2,down,28,76,0.26230640922906046,0.2418128870963671,-0.020493522132693343,0.004076998503380296,0.9918791118421053,9728,1.0,0.0,76,,,0,0.00015543236101756385,0.9996891835888935,9652
qwen3_4b_base,2,down,29,76,0.2943589463355002,0.2533653037968014,-0.040993642538698805,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,30,76,0.29863048668299075,0.28909218336147857,-0.009538303321512176,0.00392156862745098,0.9921875,9728,1.0,0.0,76,,,0,0.0,1.0,9652
qwen3_4b_base,2,down,31,76,0.33314529491041367,0.3063899382168511,-0.02675535669356255,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,32,76,0.27124765388819205,0.2327151214307691,-0.03853253245742294,0.004128819157720892,0.9917763157894737,9728,1.0,0.0,76,,,0,0.0002072538860103627,0.9995855781185247,9652
qwen3_4b_base,2,down,33,76,0.35225047681815047,0.3479498675893878,-0.004300609228762686,0.004025183197440396,0.9919819078947368,9728,1.0,0.0,76,,,0,0.00010361620557455187,0.9997927890592623,9652
qwen3_4b_base,2,down,34,76,0.5396915312807733,0.5449837400411865,0.005292208760413253,0.0041806451612903224,0.9916735197368421,9728,1.0,0.0,76,,,0,0.0002590807813876367,0.9994819726481559,9652
qwen3_4b_base,2,down,35,76,0.9591729533778769,0.96358004678921,0.004407093411333163,0.004232476514916899,0.9915707236842105,9728,1.0,0.0,76,,,0,0.00031091304798424707,0.9993783671777869,9652
