model,row,seed,site,layer,rank,residual_group_energy_max_median,captured_fraction
qwen3_4b_base,P5_k8,1,down,6,8,1.0102914269121368,0.9725110929083625
qwen3_4b_base,P5_k8,1,down,7,8,1.0078037811725176,0.04549810868171324
qwen3_4b_base,P5_k8,1,down,8,8,1.007020939284636,0.04714981437594069
qwen3_4b_base,P5_k8,1,down,9,8,1.006061411156879,0.08030010154160819
qwen3_4b_base,P5_k8,1,down,10,8,1.0151250603331763,0.08646400158804438
qwen3_4b_base,P5_k8,1,down,11,8,1.0145471212004569,0.08522724748805761
qwen3_4b_base,P5_k8,1,down,12,8,1.011874669075927,0.10554763424749465
qwen3_4b_base,P5_k8,1,down,13,8,1.0130923512852996,0.07646000850395647
qwen3_4b_base,P5_k8,1,down,14,8,1.0063554484571613,0.08317661122296616
qwen3_4b_base,P5_k8,1,down,15,8,1.0185155181797136,0.09908000044258178
qwen3_4b_base,P5_k8,1,down,16,8,1.0431398976952522,0.9866813950573308
qwen3_4b_base,P5_k8,1,down,17,8,1.0132070998742284,0.0970015117307793
qwen3_4b_base,P5_k8,1,down,18,8,1.0078721106867208,0.09749360028379997
qwen3_4b_base,P5_k8,1,down,19,8,1.0116100839841116,0.09192165179997967
qwen3_4b_base,P5_k8,1,down,20,8,1.0048215097444841,0.08127654955551765
qwen3_4b_base,P5_k8,1,down,21,8,1.0043082890838395,0.07515450069990101
qwen3_4b_base,P5_k8,1,down,22,8,1.0045847433606763,0.11293998211533494
qwen3_4b_base,P5_k8,1,down,23,8,1.005449140713282,0.11537956434418764
qwen3_4b_base,P5_k8,1,down,24,8,1.0069225606945484,0.11430639734130532
qwen3_4b_base,P5_k8,1,down,25,8,1.0094360694574527,0.10733855062403318
qwen3_4b_base,P5_k8,1,down,26,8,1.0057907078886186,0.11387916598836084
qwen3_4b_base,P5_k8,1,down,27,8,1.003907621604311,0.10596751241742013
qwen3_4b_base,P5_k8,1,down,28,8,1.0024343561063205,0.11351569748344344
qwen3_4b_base,P5_k8,1,down,29,8,1.0079361542734868,0.1437069315580895
qwen3_4b_base,P5_k8,1,down,30,8,1.0056499486356976,0.1501154639786493
qwen3_4b_base,P5_k8,1,down,31,8,1.0024641470780413,0.2026771341994276
qwen3_4b_base,P5_k8,1,down,32,8,1.0053216009413564,0.12195406427877817
qwen3_4b_base,P5_k8,1,down,33,8,1.0029498351814754,0.20979152328080367
qwen3_4b_base,P5_k8,1,down,34,8,1.001525701344584,0.41108382808214516
qwen3_4b_base,P5_k8,1,down,35,8,12.446798271536988,0.9221544341003804
qwen3_4b_base,P5_k8,2,qkv,0,8,1.016396863937171,0.4680118808035058
qwen3_4b_base,P5_k8,2,qkv,1,8,1.0005621518478103,0.4158786010576637
qwen3_4b_base,P5_k8,2,qkv,2,8,1.0022340550146447,0.2752293688989568
qwen3_4b_base,P5_k8,2,qkv,3,8,1.0000346431831677,0.35479744666074425
qwen3_4b_base,P5_k8,2,qkv,4,8,1.0002171987574315,0.27676972361728663
qwen3_4b_base,P5_k8,2,qkv,5,8,1.0024315380785316,0.3835816746669607
qwen3_4b_base,P5_k8,2,qkv,6,8,1.0000806472596844,0.36164833276416036
qwen3_4b_base,P5_k8,2,qkv,7,8,1.0016559219450263,0.5031016978618433
qwen3_4b_base,P5_k8,2,qkv,8,8,1.0062309707080876,0.42330288374449354
qwen3_4b_base,P5_k8,2,qkv,9,8,1.0026516976057518,0.42210857098568355
qwen3_4b_base,P5_k8,2,qkv,10,8,1.0115786961383384,0.46988497303377713
qwen3_4b_base,P5_k8,2,qkv,11,8,1.0153261550083346,0.45843779629794496
qwen3_4b_base,P5_k8,2,qkv,12,8,1.0028338600260271,0.49361874153978264
qwen3_4b_base,P5_k8,2,qkv,13,8,1.0022413396491512,0.4487740018710323
qwen3_4b_base,P5_k8,2,qkv,14,8,1.0002234849245388,0.5341087013340866
qwen3_4b_base,P5_k8,2,qkv,15,8,1.0017407949443475,0.5361170542999386
qwen3_4b_base,P5_k8,2,qkv,16,8,1.0015943504597875,0.48041311134108144
qwen3_4b_base,P5_k8,2,qkv,17,8,1.0013669352021384,0.47978108292242627
qwen3_4b_base,P5_k8,2,qkv,18,8,1.0013526006116842,0.5315426218978285
qwen3_4b_base,P5_k8,2,qkv,19,8,1.002444659693741,0.5405353886784419
qwen3_4b_base,P5_k8,2,qkv,20,8,1.0019704444162687,0.5272797893549319
qwen3_4b_base,P5_k8,2,qkv,21,8,1.002156430687624,0.5781964202036027
qwen3_4b_base,P5_k8,2,qkv,22,8,1.003009173653708,0.5589162536797146
qwen3_4b_base,P5_k8,2,qkv,23,8,1.000028387124187,0.5275664158211376
qwen3_4b_base,P5_k8,2,qkv,24,8,1.0023346448870591,0.5140231356082833
qwen3_4b_base,P5_k8,2,qkv,25,8,1.0029419602240852,0.5759540842657244
qwen3_4b_base,P5_k8,2,qkv,26,8,1.0029871636917969,0.5176305109123008
qwen3_4b_base,P5_k8,2,qkv,27,8,1.0029168590020774,0.5517112305253633
qwen3_4b_base,P5_k8,2,qkv,28,8,1.002568208552936,0.5758585791924327
qwen3_4b_base,P5_k8,2,qkv,29,8,1.0022193076744468,0.4630885167256993
qwen3_4b_base,P5_k8,2,qkv,30,8,1.0000174251839689,0.5299310758427281
qwen3_4b_base,P5_k8,2,qkv,31,8,1.0025268493769692,0.494012313767693
qwen3_4b_base,P5_k8,2,qkv,32,8,1.0026948371305047,0.5178906585015841
qwen3_4b_base,P5_k8,2,qkv,33,8,1.0015028123419971,0.43487988941219385
qwen3_4b_base,P5_k8,2,qkv,34,8,1.0028430290792987,0.5409208664574305
qwen3_4b_base,P5_k8,2,qkv,35,8,1.0321158595105218,0.575353635615074
qwen3_4b_base,P5_k8,2,down,0,8,1.002180665258561,0.0978380582848825
qwen3_4b_base,P5_k8,2,down,1,8,1.0000363620009616,0.39141378494021634
qwen3_4b_base,P5_k8,2,down,2,8,1.000028953047527,0.09856998027515874
qwen3_4b_base,P5_k8,2,down,3,8,6.559926701155176,0.10308981425501236
qwen3_4b_base,P5_k8,2,down,4,8,1.0004759135557917,0.10915623857918515
qwen3_4b_base,P5_k8,2,down,5,8,1.8532182626950278,0.07879258290595896
qwen3_4b_base,P5_k8,2,down,6,8,1.0102914269121368,0.9725110929083625
qwen3_4b_base,P5_k8,2,down,7,8,1.0078037811725176,0.04549810868171324
qwen3_4b_base,P5_k8,2,down,8,8,1.007020939284636,0.04714981437594069
qwen3_4b_base,P5_k8,2,down,9,8,1.006061411156879,0.08030010154160819
qwen3_4b_base,P5_k8,2,down,10,8,1.0151250603331763,0.08646400158804438
qwen3_4b_base,P5_k8,2,down,11,8,1.0145471212004569,0.08522724748805761
qwen3_4b_base,P5_k8,2,down,12,8,1.011874669075927,0.10554763424749465
qwen3_4b_base,P5_k8,2,down,13,8,1.0130923512852996,0.07646000850395647
qwen3_4b_base,P5_k8,2,down,14,8,1.0063554484571613,0.08317661122296616
qwen3_4b_base,P5_k8,2,down,15,8,1.0185155181797136,0.09908000044258178
qwen3_4b_base,P5_k8,2,down,16,8,1.0431398976952522,0.9866813950573308
qwen3_4b_base,P5_k8,2,down,17,8,1.0132070998742284,0.0970015117307793
qwen3_4b_base,P5_k8,2,down,18,8,1.0078721106867208,0.09749360028379997
qwen3_4b_base,P5_k8,2,down,19,8,1.0116100839841116,0.09192165179997967
qwen3_4b_base,P5_k8,2,down,20,8,1.0048215097444841,0.08127654955551765
qwen3_4b_base,P5_k8,2,down,21,8,1.0043082890838395,0.07515450069990101
qwen3_4b_base,P5_k8,2,down,22,8,1.0045847433606763,0.11293998211533494
qwen3_4b_base,P5_k8,2,down,23,8,1.005449140713282,0.11537956434418764
qwen3_4b_base,P5_k8,2,down,24,8,1.0069225606945484,0.11430639734130532
qwen3_4b_base,P5_k8,2,down,25,8,1.0094360694574527,0.10733855062403318
qwen3_4b_base,P5_k8,2,down,26,8,1.0057907078886186,0.11387916598836084
qwen3_4b_base,P5_k8,2,down,27,8,1.003907621604311,0.10596751241742013
qwen3_4b_base,P5_k8,2,down,28,8,1.0024343561063205,0.11351569748344344
qwen3_4b_base,P5_k8,2,down,29,8,1.0079361542734868,0.1437069315580895
qwen3_4b_base,P5_k8,2,down,30,8,1.0056499486356976,0.1501154639786493
qwen3_4b_base,P5_k8,2,down,31,8,1.0024641470780413,0.2026771341994276
qwen3_4b_base,P5_k8,2,down,32,8,1.0053216009413564,0.12195406427877817
qwen3_4b_base,P5_k8,2,down,33,8,1.0029498351814754,0.20979152328080367
qwen3_4b_base,P5_k8,2,down,34,8,1.001525701344584,0.41108382808214516
qwen3_4b_base,P5_k8,2,down,35,8,12.446798271536988,0.9221544341003804
qwen3_4b_base,P2_kmax,0,qkv,0,20,2.8199441109840926,0.5648338338514519
qwen3_4b_base,P2_kmax,0,qkv,1,20,5.9871726544813555,0.49278369594135246
qwen3_4b_base,P2_kmax,0,qkv,2,20,2.748577120176629,0.3552152987897244
qwen3_4b_base,P2_kmax,0,qkv,3,20,5.5520536619635,0.43113490352415174
qwen3_4b_base,P2_kmax,0,qkv,4,20,2.494314288822391,0.3487069842250176
qwen3_4b_base,P2_kmax,0,qkv,5,20,3.215519536005746,0.45153278284147996
qwen3_4b_base,P2_kmax,0,qkv,6,20,4.4186350178681275,0.4365987620571026
qwen3_4b_base,P2_kmax,0,qkv,7,20,4.899053304023551,0.5624232919252431
qwen3_4b_base,P2_kmax,0,qkv,8,20,2.870487919229014,0.47812488284533305
qwen3_4b_base,P2_kmax,0,qkv,9,20,3.7881624989627,0.479386578862254
qwen3_4b_base,P2_kmax,0,qkv,10,20,2.6276894820144334,0.5208401372406911
qwen3_4b_base,P2_kmax,0,qkv,11,20,3.519957406368454,0.5141592640089483
qwen3_4b_base,P2_kmax,0,qkv,12,20,4.284938555511294,0.5565853567069696
qwen3_4b_base,P2_kmax,0,qkv,13,20,4.3214516086374255,0.5156005781987266
qwen3_4b_base,P2_kmax,0,qkv,14,20,3.256667662831406,0.5933838951203507
qwen3_4b_base,P2_kmax,0,qkv,15,20,3.775755239359864,0.6036660126467733
qwen3_4b_base,P2_kmax,0,qkv,16,20,2.628372249636347,0.5410624655087481
qwen3_4b_base,P2_kmax,0,qkv,17,20,3.230341154223423,0.5533818873514637
qwen3_4b_base,P2_kmax,0,qkv,18,20,3.39185581440991,0.603358569921399
qwen3_4b_base,P2_kmax,0,qkv,19,20,5.267569878003842,0.6128908260201934
qwen3_4b_base,P2_kmax,0,qkv,20,20,5.483742970808456,0.6213876907126022
qwen3_4b_base,P2_kmax,0,qkv,21,20,6.417036650355938,0.6659949031972916
qwen3_4b_base,P2_kmax,0,qkv,22,20,6.669113696496332,0.6427319088833272
qwen3_4b_base,P2_kmax,0,qkv,23,20,7.583740111603546,0.6184228281566378
qwen3_4b_base,P2_kmax,0,qkv,24,20,10.673423201023564,0.6083230150068535
qwen3_4b_base,P2_kmax,0,qkv,25,20,8.412588372615462,0.6513891544278959
qwen3_4b_base,P2_kmax,0,qkv,26,20,6.952873540607012,0.5969810999853689
qwen3_4b_base,P2_kmax,0,qkv,27,20,8.60253539987407,0.6308383973758437
qwen3_4b_base,P2_kmax,0,qkv,28,20,11.876370466523301,0.660090511059927
qwen3_4b_base,P2_kmax,0,qkv,29,20,12.696501156899942,0.546715008368256
qwen3_4b_base,P2_kmax,0,qkv,30,20,7.468955356471273,0.6017911133253194
qwen3_4b_base,P2_kmax,0,qkv,31,20,11.403363737105327,0.5726224554194055
qwen3_4b_base,P2_kmax,0,qkv,32,20,10.505855310249645,0.5862889578256782
qwen3_4b_base,P2_kmax,0,qkv,33,20,17.71107089273542,0.5146374913665925
qwen3_4b_base,P2_kmax,0,qkv,34,20,9.324912476904737,0.6067534683652103
qwen3_4b_base,P2_kmax,0,qkv,35,20,4.963223750721612,0.6364659282954439
qwen3_4b_base,P2_kmax,0,down,0,76,1.5537160884242416,0.24686632489254273
qwen3_4b_base,P2_kmax,0,down,1,76,3.00015347339445,0.5015648100859205
qwen3_4b_base,P2_kmax,0,down,2,76,2.1723924004938997,0.2797805617982814
qwen3_4b_base,P2_kmax,0,down,3,76,2.247224489053587,0.25880121505094833
qwen3_4b_base,P2_kmax,0,down,4,76,2.6737206373206273,0.2641454688053489
qwen3_4b_base,P2_kmax,0,down,5,76,1.5959312299571349,0.20278669488152976
qwen3_4b_base,P2_kmax,0,down,6,76,1.3582255589386483,0.9754993291036753
qwen3_4b_base,P2_kmax,0,down,7,76,1.2811633313287467,0.13537534405940424
qwen3_4b_base,P2_kmax,0,down,8,76,1.2235429251635042,0.14215807562195795
qwen3_4b_base,P2_kmax,0,down,9,76,1.3580155809714685,0.21806841191181214
qwen3_4b_base,P2_kmax,0,down,10,76,1.4032868427829128,0.2426619964066434
qwen3_4b_base,P2_kmax,0,down,11,76,1.5967150391160112,0.22928104076160688
qwen3_4b_base,P2_kmax,0,down,12,76,1.9251878735229635,0.23979953164658127
qwen3_4b_base,P2_kmax,0,down,13,76,2.7975673050785623,0.20085026328001135
qwen3_4b_base,P2_kmax,0,down,14,76,2.5589616158525605,0.20293398663345222
qwen3_4b_base,P2_kmax,0,down,15,76,3.1324489131063227,0.2177719760758802
qwen3_4b_base,P2_kmax,0,down,16,76,3.0136357511213303,0.9885551026854682
qwen3_4b_base,P2_kmax,0,down,17,76,3.1755649582513605,0.22611791691462074
qwen3_4b_base,P2_kmax,0,down,18,76,3.7960900127511463,0.22746838876003445
qwen3_4b_base,P2_kmax,0,down,19,76,4.05659786434594,0.2234534685684392
qwen3_4b_base,P2_kmax,0,down,20,76,3.7710488766308345,0.20847184926098222
qwen3_4b_base,P2_kmax,0,down,21,76,4.670692201315672,0.2076312055533801
qwen3_4b_base,P2_kmax,0,down,22,76,6.8671115697734155,0.26194969685986175
qwen3_4b_base,P2_kmax,0,down,23,76,4.837825065230494,0.2731458908916769
qwen3_4b_base,P2_kmax,0,down,24,76,4.72958004826788,0.2740373501126221
qwen3_4b_base,P2_kmax,0,down,25,76,4.442939314507234,0.25825708108783474
qwen3_4b_base,P2_kmax,0,down,26,76,4.55195127108324,0.2672866893385631
qwen3_4b_base,P2_kmax,0,down,27,76,6.298876005958451,0.2777307008864256
qwen3_4b_base,P2_kmax,0,down,28,76,7.690091245470362,0.27385739270175746
qwen3_4b_base,P2_kmax,0,down,29,76,4.884774268137908,0.3239228019712658
qwen3_4b_base,P2_kmax,0,down,30,76,3.6950358659049747,0.3221306668828464
qwen3_4b_base,P2_kmax,0,down,31,76,3.8969120270212567,0.35309521996471
qwen3_4b_base,P2_kmax,0,down,32,76,3.616844938172189,0.28691568573221293
qwen3_4b_base,P2_kmax,0,down,33,76,3.7671944673920974,0.3646517578684252
qwen3_4b_base,P2_kmax,0,down,34,76,4.581074667507463,0.5497243037379971
qwen3_4b_base,P2_kmax,0,down,35,76,8.375457618655846,0.9598204289701332
qwen3_4b_base,P2_kmax,1,qkv,0,20,2.8199441109840926,0.5648338338514519
qwen3_4b_base,P2_kmax,1,qkv,1,20,5.9871726544813555,0.49278369594135246
qwen3_4b_base,P2_kmax,1,qkv,2,20,2.748577120176629,0.3552152987897244
qwen3_4b_base,P2_kmax,1,qkv,3,20,5.5520536619635,0.43113490352415174
qwen3_4b_base,P2_kmax,1,qkv,4,20,2.494314288822391,0.3487069842250176
qwen3_4b_base,P2_kmax,1,qkv,5,20,3.215519536005746,0.45153278284147996
qwen3_4b_base,P2_kmax,1,qkv,6,20,4.4186350178681275,0.4365987620571026
qwen3_4b_base,P2_kmax,1,qkv,7,20,4.899053304023551,0.5624232919252431
qwen3_4b_base,P2_kmax,1,qkv,8,20,2.870487919229014,0.47812488284533305
qwen3_4b_base,P2_kmax,1,qkv,9,20,3.7881624989627,0.479386578862254
qwen3_4b_base,P2_kmax,1,qkv,10,20,2.6276894820144334,0.5208401372406911
qwen3_4b_base,P2_kmax,1,qkv,11,20,3.519957406368454,0.5141592640089483
qwen3_4b_base,P2_kmax,1,qkv,12,20,4.284938555511294,0.5565853567069696
qwen3_4b_base,P2_kmax,1,qkv,13,20,4.3214516086374255,0.5156005781987266
qwen3_4b_base,P2_kmax,1,qkv,14,20,3.256667662831406,0.5933838951203507
qwen3_4b_base,P2_kmax,1,qkv,15,20,3.775755239359864,0.6036660126467733
qwen3_4b_base,P2_kmax,1,qkv,16,20,2.628372249636347,0.5410624655087481
qwen3_4b_base,P2_kmax,1,qkv,17,20,3.230341154223423,0.5533818873514637
qwen3_4b_base,P2_kmax,1,qkv,18,20,3.39185581440991,0.603358569921399
qwen3_4b_base,P2_kmax,1,qkv,19,20,5.267569878003842,0.6128908260201934
qwen3_4b_base,P2_kmax,1,qkv,20,20,5.483742970808456,0.6213876907126022
qwen3_4b_base,P2_kmax,1,qkv,21,20,6.417036650355938,0.6659949031972916
qwen3_4b_base,P2_kmax,1,qkv,22,20,6.669113696496332,0.6427319088833272
qwen3_4b_base,P2_kmax,1,qkv,23,20,7.583740111603546,0.6184228281566378
qwen3_4b_base,P2_kmax,1,qkv,24,20,10.673423201023564,0.6083230150068535
qwen3_4b_base,P2_kmax,1,qkv,25,20,8.412588372615462,0.6513891544278959
qwen3_4b_base,P2_kmax,1,qkv,26,20,6.952873540607012,0.5969810999853689
qwen3_4b_base,P2_kmax,1,qkv,27,20,8.60253539987407,0.6308383973758437
qwen3_4b_base,P2_kmax,1,qkv,28,20,11.876370466523301,0.660090511059927
qwen3_4b_base,P2_kmax,1,qkv,29,20,12.696501156899942,0.546715008368256
qwen3_4b_base,P2_kmax,1,qkv,30,20,7.468955356471273,0.6017911133253194
qwen3_4b_base,P2_kmax,1,qkv,31,20,11.403363737105327,0.5726224554194055
qwen3_4b_base,P2_kmax,1,qkv,32,20,10.505855310249645,0.5862889578256782
qwen3_4b_base,P2_kmax,1,qkv,33,20,17.71107089273542,0.5146374913665925
qwen3_4b_base,P2_kmax,1,qkv,34,20,9.324912476904737,0.6067534683652103
qwen3_4b_base,P2_kmax,1,qkv,35,20,4.963223750721612,0.6364659282954439
qwen3_4b_base,P2_kmax,1,down,0,76,1.5537160884242416,0.24686632489254273
qwen3_4b_base,P2_kmax,1,down,1,76,3.00015347339445,0.5015648100859205
qwen3_4b_base,P2_kmax,1,down,2,76,2.1723924004938997,0.2797805617982814
qwen3_4b_base,P2_kmax,1,down,3,76,2.247224489053587,0.25880121505094833
qwen3_4b_base,P2_kmax,1,down,4,76,2.6737206373206273,0.2641454688053489
qwen3_4b_base,P2_kmax,1,down,5,76,1.5959312299571349,0.20278669488152976
qwen3_4b_base,P2_kmax,1,down,6,76,1.3582255589386483,0.9754993291036753
qwen3_4b_base,P2_kmax,1,down,7,76,1.2811633313287467,0.13537534405940424
qwen3_4b_base,P2_kmax,1,down,8,76,1.2235429251635042,0.14215807562195795
qwen3_4b_base,P2_kmax,1,down,9,76,1.3580155809714685,0.21806841191181214
qwen3_4b_base,P2_kmax,1,down,10,76,1.4032868427829128,0.2426619964066434
qwen3_4b_base,P2_kmax,1,down,11,76,1.5967150391160112,0.22928104076160688
qwen3_4b_base,P2_kmax,1,down,12,76,1.9251878735229635,0.23979953164658127
qwen3_4b_base,P2_kmax,1,down,13,76,2.7975673050785623,0.20085026328001135
qwen3_4b_base,P2_kmax,1,down,14,76,2.5589616158525605,0.20293398663345222
qwen3_4b_base,P2_kmax,1,down,15,76,3.1324489131063227,0.2177719760758802
qwen3_4b_base,P2_kmax,1,down,16,76,3.0136357511213303,0.9885551026854682
qwen3_4b_base,P2_kmax,1,down,17,76,3.1755649582513605,0.22611791691462074
qwen3_4b_base,P2_kmax,1,down,18,76,3.7960900127511463,0.22746838876003445
qwen3_4b_base,P2_kmax,1,down,19,76,4.05659786434594,0.2234534685684392
qwen3_4b_base,P2_kmax,1,down,20,76,3.7710488766308345,0.20847184926098222
qwen3_4b_base,P2_kmax,1,down,21,76,4.670692201315672,0.2076312055533801
qwen3_4b_base,P2_kmax,1,down,22,76,6.8671115697734155,0.26194969685986175
qwen3_4b_base,P2_kmax,1,down,23,76,4.837825065230494,0.2731458908916769
qwen3_4b_base,P2_kmax,1,down,24,76,4.72958004826788,0.2740373501126221
qwen3_4b_base,P2_kmax,1,down,25,76,4.442939314507234,0.25825708108783474
qwen3_4b_base,P2_kmax,1,down,26,76,4.55195127108324,0.2672866893385631
qwen3_4b_base,P2_kmax,1,down,27,76,6.298876005958451,0.2777307008864256
qwen3_4b_base,P2_kmax,1,down,28,76,7.690091245470362,0.27385739270175746
qwen3_4b_base,P2_kmax,1,down,29,76,4.884774268137908,0.3239228019712658
qwen3_4b_base,P2_kmax,1,down,30,76,3.6950358659049747,0.3221306668828464
qwen3_4b_base,P2_kmax,1,down,31,76,3.8969120270212567,0.35309521996471
qwen3_4b_base,P2_kmax,1,down,32,76,3.616844938172189,0.28691568573221293
qwen3_4b_base,P2_kmax,1,down,33,76,3.7671944673920974,0.3646517578684252
qwen3_4b_base,P2_kmax,1,down,34,76,4.581074667507463,0.5497243037379971
qwen3_4b_base,P2_kmax,1,down,35,76,8.375457618655846,0.9598204289701332
qwen3_4b_base,P2_kmax,2,qkv,0,20,2.8199441109840926,0.5648338338514519
qwen3_4b_base,P2_kmax,2,qkv,1,20,5.9871726544813555,0.49278369594135246
qwen3_4b_base,P2_kmax,2,qkv,2,20,2.748577120176629,0.3552152987897244
qwen3_4b_base,P2_kmax,2,qkv,3,20,5.5520536619635,0.43113490352415174
qwen3_4b_base,P2_kmax,2,qkv,4,20,2.494314288822391,0.3487069842250176
qwen3_4b_base,P2_kmax,2,qkv,5,20,3.215519536005746,0.45153278284147996
qwen3_4b_base,P2_kmax,2,qkv,6,20,4.4186350178681275,0.4365987620571026
qwen3_4b_base,P2_kmax,2,qkv,7,20,4.899053304023551,0.5624232919252431
qwen3_4b_base,P2_kmax,2,qkv,8,20,2.870487919229014,0.47812488284533305
qwen3_4b_base,P2_kmax,2,qkv,9,20,3.7881624989627,0.479386578862254
qwen3_4b_base,P2_kmax,2,qkv,10,20,2.6276894820144334,0.5208401372406911
qwen3_4b_base,P2_kmax,2,qkv,11,20,3.519957406368454,0.5141592640089483
qwen3_4b_base,P2_kmax,2,qkv,12,20,4.284938555511294,0.5565853567069696
qwen3_4b_base,P2_kmax,2,qkv,13,20,4.3214516086374255,0.5156005781987266
qwen3_4b_base,P2_kmax,2,qkv,14,20,3.256667662831406,0.5933838951203507
qwen3_4b_base,P2_kmax,2,qkv,15,20,3.775755239359864,0.6036660126467733
qwen3_4b_base,P2_kmax,2,qkv,16,20,2.628372249636347,0.5410624655087481
qwen3_4b_base,P2_kmax,2,qkv,17,20,3.230341154223423,0.5533818873514637
qwen3_4b_base,P2_kmax,2,qkv,18,20,3.39185581440991,0.603358569921399
qwen3_4b_base,P2_kmax,2,qkv,19,20,5.267569878003842,0.6128908260201934
qwen3_4b_base,P2_kmax,2,qkv,20,20,5.483742970808456,0.6213876907126022
qwen3_4b_base,P2_kmax,2,qkv,21,20,6.417036650355938,0.6659949031972916
qwen3_4b_base,P2_kmax,2,qkv,22,20,6.669113696496332,0.6427319088833272
qwen3_4b_base,P2_kmax,2,qkv,23,20,7.583740111603546,0.6184228281566378
qwen3_4b_base,P2_kmax,2,qkv,24,20,10.673423201023564,0.6083230150068535
qwen3_4b_base,P2_kmax,2,qkv,25,20,8.412588372615462,0.6513891544278959
qwen3_4b_base,P2_kmax,2,qkv,26,20,6.952873540607012,0.5969810999853689
qwen3_4b_base,P2_kmax,2,qkv,27,20,8.60253539987407,0.6308383973758437
qwen3_4b_base,P2_kmax,2,qkv,28,20,11.876370466523301,0.660090511059927
qwen3_4b_base,P2_kmax,2,qkv,29,20,12.696501156899942,0.546715008368256
qwen3_4b_base,P2_kmax,2,qkv,30,20,7.468955356471273,0.6017911133253194
qwen3_4b_base,P2_kmax,2,qkv,31,20,11.403363737105327,0.5726224554194055
qwen3_4b_base,P2_kmax,2,qkv,32,20,10.505855310249645,0.5862889578256782
qwen3_4b_base,P2_kmax,2,qkv,33,20,17.71107089273542,0.5146374913665925
qwen3_4b_base,P2_kmax,2,qkv,34,20,9.324912476904737,0.6067534683652103
qwen3_4b_base,P2_kmax,2,qkv,35,20,4.963223750721612,0.6364659282954439
qwen3_4b_base,P2_kmax,2,down,0,76,1.5537160884242416,0.24686632489254273
qwen3_4b_base,P2_kmax,2,down,1,76,3.00015347339445,0.5015648100859205
qwen3_4b_base,P2_kmax,2,down,2,76,2.1723924004938997,0.2797805617982814
qwen3_4b_base,P2_kmax,2,down,3,76,2.247224489053587,0.25880121505094833
qwen3_4b_base,P2_kmax,2,down,4,76,2.6737206373206273,0.2641454688053489
qwen3_4b_base,P2_kmax,2,down,5,76,1.5959312299571349,0.20278669488152976
qwen3_4b_base,P2_kmax,2,down,6,76,1.3582255589386483,0.9754993291036753
qwen3_4b_base,P2_kmax,2,down,7,76,1.2811633313287467,0.13537534405940424
qwen3_4b_base,P2_kmax,2,down,8,76,1.2235429251635042,0.14215807562195795
qwen3_4b_base,P2_kmax,2,down,9,76,1.3580155809714685,0.21806841191181214
qwen3_4b_base,P2_kmax,2,down,10,76,1.4032868427829128,0.2426619964066434
qwen3_4b_base,P2_kmax,2,down,11,76,1.5967150391160112,0.22928104076160688
qwen3_4b_base,P2_kmax,2,down,12,76,1.9251878735229635,0.23979953164658127
qwen3_4b_base,P2_kmax,2,down,13,76,2.7975673050785623,0.20085026328001135
qwen3_4b_base,P2_kmax,2,down,14,76,2.5589616158525605,0.20293398663345222
qwen3_4b_base,P2_kmax,2,down,15,76,3.1324489131063227,0.2177719760758802
qwen3_4b_base,P2_kmax,2,down,16,76,3.0136357511213303,0.9885551026854682
qwen3_4b_base,P2_kmax,2,down,17,76,3.1755649582513605,0.22611791691462074
qwen3_4b_base,P2_kmax,2,down,18,76,3.7960900127511463,0.22746838876003445
qwen3_4b_base,P2_kmax,2,down,19,76,4.05659786434594,0.2234534685684392
qwen3_4b_base,P2_kmax,2,down,20,76,3.7710488766308345,0.20847184926098222
qwen3_4b_base,P2_kmax,2,down,21,76,4.670692201315672,0.2076312055533801
qwen3_4b_base,P2_kmax,2,down,22,76,6.8671115697734155,0.26194969685986175
qwen3_4b_base,P2_kmax,2,down,23,76,4.837825065230494,0.2731458908916769
qwen3_4b_base,P2_kmax,2,down,24,76,4.72958004826788,0.2740373501126221
qwen3_4b_base,P2_kmax,2,down,25,76,4.442939314507234,0.25825708108783474
qwen3_4b_base,P2_kmax,2,down,26,76,4.55195127108324,0.2672866893385631
qwen3_4b_base,P2_kmax,2,down,27,76,6.298876005958451,0.2777307008864256
qwen3_4b_base,P2_kmax,2,down,28,76,7.690091245470362,0.27385739270175746
qwen3_4b_base,P2_kmax,2,down,29,76,4.884774268137908,0.3239228019712658
qwen3_4b_base,P2_kmax,2,down,30,76,3.6950358659049747,0.3221306668828464
qwen3_4b_base,P2_kmax,2,down,31,76,3.8969120270212567,0.35309521996471
qwen3_4b_base,P2_kmax,2,down,32,76,3.616844938172189,0.28691568573221293
qwen3_4b_base,P2_kmax,2,down,33,76,3.7671944673920974,0.3646517578684252
qwen3_4b_base,P2_kmax,2,down,34,76,4.581074667507463,0.5497243037379971
qwen3_4b_base,P2_kmax,2,down,35,76,8.375457618655846,0.9598204289701332
qwen3_4b_base,P3_kmax,0,qkv,0,20,1.110251157951607,0.5648338338514519
qwen3_4b_base,P3_kmax,0,qkv,1,20,1.1611392484823748,0.49278369594135246
qwen3_4b_base,P3_kmax,0,qkv,2,20,1.1294830062709422,0.3552152987897244
qwen3_4b_base,P3_kmax,0,qkv,3,20,1.3818212074283995,0.43113490352415174
qwen3_4b_base,P3_kmax,0,qkv,4,20,1.1739624402103577,0.3487069842250176
qwen3_4b_base,P3_kmax,0,qkv,5,20,1.078276013606618,0.45153278284147996
