model,solver,site,layer,k,captured_fraction,ritz_residual_median,ritz_residual_max,principal_angle_max_deg
qwen3_4b_base,S3,down,24,76,0.2740373501126221,0.16546342780248274,0.29996056618723754,88.02887350244622
qwen3_4b_base,S4,down,24,76,0.28464387242908123,4.365721128768339e-15,1.76514919321067e-14,8.706816964856289e-06
qwen3_4b_base,S1,down,25,76,0.0084223423124495,2.5434971896858256,7.892694637155754,89.960550200021
qwen3_4b_base,S2,down,25,76,0.21911433330885835,0.5149470389902502,0.6608513613185296,88.38266334518451
qwen3_4b_base,S3,down,25,76,0.25825708108783474,0.18537284491088574,0.30822440555744574,86.56405492511732
qwen3_4b_base,S4,down,25,76,0.26891353206641316,4.114866374942634e-15,6.485655201967948e-15,9.583585410390605e-06
qwen3_4b_base,S1,down,26,76,0.008447777171788988,2.4983196308996156,8.3109063003637,89.95586744308395
qwen3_4b_base,S2,down,26,76,0.22844607927281466,0.5222824918004447,0.6694144395080882,87.19603028689254
qwen3_4b_base,S3,down,26,76,0.2672866893385631,0.17336868679072276,0.29195941072657655,89.3677171025282
qwen3_4b_base,S4,down,26,76,0.27698163750357924,4.784547753397751e-15,4.455911865967042e-14,8.009106731400786e-06
qwen3_4b_base,S1,down,27,76,0.00830476464065217,2.7668911580574624,9.131532365223467,89.99646438024517
qwen3_4b_base,S2,down,27,76,0.23547148757362707,0.48876897984666984,0.6501927261057451,89.1727276764959
qwen3_4b_base,S3,down,27,76,0.2777307008864256,0.1622798535229535,0.2936015628574883,85.22713435509395
qwen3_4b_base,S4,down,27,76,0.2882876933133316,4.8509070532426935e-15,2.2265932560203567e-14,9.430238149809192e-06
qwen3_4b_base,S1,down,28,76,0.00849524599102599,2.7690569818606847,8.340881954421587,89.90353538246087
qwen3_4b_base,S2,down,28,76,0.2335182611807459,0.47927386050745246,0.6407119512563847,87.86442071750771
qwen3_4b_base,S3,down,28,76,0.27385739270175746,0.177824382998149,0.28672994250820266,79.2664508703482
qwen3_4b_base,S4,down,28,76,0.2857732932995612,4.568269453850956e-15,7.840717750580209e-15,9.075738350724584e-06
qwen3_4b_base,S1,down,29,76,0.008514425185150543,2.909686511512259,8.640543438771918,89.94115054394877
qwen3_4b_base,S2,down,29,76,0.2854518932734532,0.47581764393348513,0.6629774680179764,87.03338485122708
qwen3_4b_base,S3,down,29,76,0.3239228019712658,0.15981201504666676,0.3093210411860434,85.11591633133206
qwen3_4b_base,S4,down,29,76,0.33372978765553646,5.053682628906955e-15,1.015637925034508e-14,8.537736462515945e-06
qwen3_4b_base,S1,down,30,76,0.008451264767357473,2.8630352133763664,9.168516371379905,89.97868647752269
qwen3_4b_base,S2,down,30,76,0.28341875533031907,0.48025113000913855,0.6501796896376377,88.83241144805848
qwen3_4b_base,S3,down,30,76,0.3221306668828464,0.16078176440464398,0.2881902772909549,85.52822896835399
qwen3_4b_base,S4,down,30,76,0.33195162114226473,5.505030983648845e-15,4.6999856732005967e-14,8.831503268221699e-06
qwen3_4b_base,S1,down,31,76,0.008530259224509408,2.688533819016989,9.752335410967563,89.92954732379746
qwen3_4b_base,S2,down,31,76,0.31845714812862785,0.47238367537340253,0.63738532920414,87.82951640029285
qwen3_4b_base,S3,down,31,76,0.35309521996471,0.1651637228620591,0.2999869256384369,89.90801235579217
qwen3_4b_base,S4,down,31,76,0.36238911394094986,5.648293258519459e-15,1.069201760739125e-13,8.233494873389921e-06
qwen3_4b_base,S1,down,32,76,0.008322181332408926,2.6680010808005656,8.807401153982596,89.95559054022485
qwen3_4b_base,S2,down,32,76,0.24878637412478383,0.4824571641479567,0.665362691723629,88.97981460138399
qwen3_4b_base,S3,down,32,76,0.28691568573221293,0.1644840266479496,0.3084195530300354,86.09225145099015
qwen3_4b_base,S4,down,32,76,0.29683944586197,4.422711482589254e-15,8.371498232379288e-15,1.002956941182704e-05
qwen3_4b_base,S1,down,33,76,0.008490721880890959,2.7861048350896915,9.570963219230997,89.93279218998923
qwen3_4b_base,S2,down,33,76,0.3291373452411482,0.4920641138780155,0.6609513820505347,88.03854273261528
qwen3_4b_base,S3,down,33,76,0.3646517578684252,0.15279282916107348,0.298971497545991,88.17564187453426
qwen3_4b_base,S4,down,33,76,0.3729421573704091,1.0621176949702039e-14,3.196182462394399e-14,8.144481502960801e-06
qwen3_4b_base,S1,down,34,76,0.009115210765953027,3.12946664661378,9.32907021093471,89.88221119595268
qwen3_4b_base,S2,down,34,76,0.5242320271323698,0.4543939789600684,0.6514819122938746,89.5062279626016
qwen3_4b_base,S3,down,34,76,0.5497243037379971,0.1477621283503293,0.2977843556339369,79.04753138504739
qwen3_4b_base,S4,down,34,76,0.5554728555765606,2.1184546254849966e-14,9.368880374406326e-14,9.919953340089628e-06
qwen3_4b_base,S1,down,35,76,0.010973215795853662,5.175851941928048,10.555558208974634,89.89397687551731
qwen3_4b_base,S2,down,35,76,0.9569903775153368,0.3563135260785414,0.6001116071143098,89.21115702198917
qwen3_4b_base,S3,down,35,76,0.9598204289701332,0.08617601386757809,0.2680637837547061,77.69484513748226
qwen3_4b_base,S4,down,35,76,0.9603664894371747,2.2899940553790725e-13,1.2142418375564067e-12,9.697004570245026e-06
