model,row,seed,chunk,source_row,old_nll,replay_nll,float32_bit_identical,per_token_mean_difference,source_sha256
qwen3_4b_base,Q1_asym,2,2,Q1_pq,2.447530746459961,2.447530746459961,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,3,Q1_pq,2.1879632472991943,2.1879632472991943,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,4,Q1_pq,1.9602549076080322,1.9602549076080322,True,1.1920928955078125e-07,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,5,Q1_pq,1.5250076055526733,1.5250076055526733,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,6,Q1_pq,1.304964542388916,1.304964542388916,True,1.1920928955078125e-07,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,7,Q1_pq,1.8900680541992188,1.8900680541992188,True,-1.1920928955078125e-07,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,8,Q1_pq,2.10563325881958,2.10563325881958,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,9,Q1_pq,2.182159423828125,2.182159423828125,True,2.384185791015625e-07,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,10,Q1_pq,2.0644938945770264,2.0644938945770264,True,2.384185791015625e-07,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,11,Q1_pq,2.123406171798706,2.123406171798706,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,12,Q1_pq,2.0885744094848633,2.0885744094848633,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
qwen3_4b_base,Q1_asym,2,13,Q1_pq,2.251715660095215,2.251715660095215,True,0.0,5156f203c3fab4a8c976d0a272620e5bec145ccf2e1efde3311d3767999dc069
