model,row,benchmark,headline_metric,value,tech_report_16bit,bf16_minus_report,flag_pipeline_difference,effective_bits,gptq_protocol,git_commit,elapsed_seconds,artifact
qwen3_8b_base,nar_k8_asym_g128,eight_task,eight-task mean,67.60929741992736,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,7166.11111164093,results/qwen3_8b_base/e22_nar_k8_asym_g128_eight_task.json
qwen3_8b_base,nar_k8_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",84.3062926459439,89.84,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,618ac3a93e962caf441c572836c82d9db4f1c2cf,32461.984585523605,results/qwen3_8b_base/e22_nar_k8_asym_g128_gsm8k.json
qwen3_8b_base,nar_k8_asym_g128,mmlu,"mmlu:acc,none",74.39111237715426,76.89,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,c67e7c345e2ec7324ce774b595a02f04faaab788,15876.705477714539,results/qwen3_8b_base/e22_nar_k8_asym_g128_mmlu.json
qwen3_8b_base,nar_k8_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",78.51782363977486,76.17,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,83c5bccec30b2afaf947d079eda4e3b4108e4ced,7032.502009391785,results/qwen3_8b_base/e22_nar_k8_asym_g128_mmlu_redux.json
qwen3_8b_base,nar_k8_asym_g128,wikitext,ppl,9.726319497098768,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,562.4438626766205,results/qwen3_8b_base/e22_nar_k8_asym_g128_wikitext.json
qwen3_8b_base,nar_kmax_asym_g128,arc_easy,"arc_easy:acc_norm,none",81.06060606060606,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,7106f2bcec59441962ed4888b22472e6f1b6c6b2,525.289963722229,results/qwen3_8b_base/e22_nar_kmax_asym_g128_arc_easy.json
qwen3_8b_base,nar_kmax_asym_g128,c4,ppl,12.284753618047349,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,32a94114208f1f322b6ea4c05b6ec2328aae1731,975.3898515701294,results/qwen3_8b_base/e22_nar_kmax_asym_g128_c4.json
qwen3_8b_base,nar_kmax_asym_g128,eight_task,eight-task mean,67.50166706884096,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,362df267679e0b0716337e353587412ac94a8e3f,7343.676852226257,results/qwen3_8b_base/e22_nar_kmax_asym_g128_eight_task.json
qwen3_8b_base,nar_kmax_asym_g128,gsm8k,"gsm8k_cot:exact_match,flexible-extract",83.54814253222138,89.84,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,6d6d46f03b46394361891501d647d5d3388d40ae,32096.416373729706,results/qwen3_8b_base/e22_nar_kmax_asym_g128_gsm8k.json
qwen3_8b_base,nar_kmax_asym_g128,mmlu,"mmlu:acc,none",74.57627118644068,76.89,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,c67e7c345e2ec7324ce774b595a02f04faaab788,16605.497998714447,results/qwen3_8b_base/e22_nar_kmax_asym_g128_mmlu.json
qwen3_8b_base,nar_kmax_asym_g128,mmlu_redux,"mmlu_redux_e22:exact_match,default",79.51219512195122,76.17,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,cfc86a77e15636782d9c1530336fd63e0c10aec9,7106.105272293091,results/qwen3_8b_base/e22_nar_kmax_asym_g128_mmlu_redux.json
qwen3_8b_base,nar_kmax_asym_g128,wikitext,ppl,9.8549498940363,,,,"{""activation"": 4.25, ""context"": 2048, ""key"": 5.171875, ""key_definition"": ""KIVI per-channel K, token group 32, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""value"": 4.43359375, ""value_definition"": ""per-token V, group head_dim=128, fp16 scale+zero, newest 32 tokens bf16, at context 2048"", ""weight"": 4.15625}",g128_asym,5cf6c5a7fd1809708e643ecb6ce5e673601ceee6,583.5488486289978,results/qwen3_8b_base/e22_nar_kmax_asym_g128_wikitext.json
