model,site,layer,channels,activation_absmax_mean,activation_absmax_max,weight_absmax_mean,weight_absmax_max,smooth_scale_min,smooth_scale_max,smooth_scale_mean
llama32_3b,qkv,24,3072,2.207123041152954,16.5,0.1167626604437828,0.4609375,0.2355278581380844,7.9698686599731445,4.27560567855835
llama32_3b,qkv,25,3072,2.2274115085601807,13.375,0.11084660142660141,0.421875,1.4659701585769653,8.228617668151855,4.451354503631592
llama32_3b,qkv,26,3072,2.101529359817505,13.375,0.11507590860128403,0.4609375,2.6489522457122803,7.014577865600586,4.22784423828125
llama32_3b,qkv,27,3072,1.9345422983169556,7.71875,0.11214780807495117,0.5859375,2.6530098915100098,6.496683597564697,4.147296905517578
llama32_3b,down,0,8192,0.5728434920310974,13.75,0.08128887414932251,0.8125,0.3262447714805603,5.888956069946289,2.507690191268921
llama32_3b,down,1,8192,0.6623942255973816,498.0,0.07219600677490234,0.703125,0.4546765685081482,28.587249755859375,2.7970356941223145
llama32_3b,down,2,8192,1.1216939687728882,3.765625,0.07261982560157776,0.51171875,0.7883703708648682,7.608753681182861,3.7718911170959473
llama32_3b,down,3,8192,0.9429969787597656,5.78125,0.0704164206981659,0.625,0.8593377470970154,9.722763061523438,3.5079078674316406
llama32_3b,down,4,8192,1.2760921716690063,5.78125,0.07100394368171692,0.640625,0.8446387648582458,10.10291862487793,4.101445198059082
llama32_3b,down,5,8192,1.4179112911224365,6.375,0.07191607356071472,0.8046875,0.7402565479278564,9.898247718811035,4.347165107727051
llama32_3b,down,6,8192,1.34035325050354,6.625,0.07313388586044312,0.68359375,0.8792191743850708,10.65550422668457,4.224559783935547
llama32_3b,down,7,8192,1.2484146356582642,4.90625,0.07785099744796753,0.67578125,0.777204155921936,9.039594650268555,4.030665874481201
llama32_3b,down,8,8192,1.224090814590454,6.625,0.07763618230819702,0.73046875,0.9318065643310547,10.177058219909668,4.00229024887085
llama32_3b,down,9,8192,1.1416972875595093,5.625,0.07894572615623474,0.765625,0.7970942258834839,10.343832015991211,3.8480544090270996
llama32_3b,down,10,8192,1.125135898590088,5.34375,0.08085998892784119,0.58984375,0.9312661290168762,12.0,3.780086040496826
llama32_3b,down,11,8192,1.219731330871582,6.40625,0.08322018384933472,0.9765625,1.028577208518982,10.084911346435547,3.901681661605835
llama32_3b,down,12,8192,1.3085732460021973,7.5625,0.07524648308753967,0.93359375,0.9534626603126526,9.790886878967285,4.1600341796875
llama32_3b,down,13,8192,1.5868587493896484,8.3125,0.07431629300117493,0.83984375,1.2686700820922852,12.046618461608887,4.557997703552246
llama32_3b,down,14,8192,2.084373950958252,8.8125,0.0776238739490509,0.67578125,1.1629780530929565,14.385622024536133,5.134125232696533
llama32_3b,down,15,8192,2.3882882595062256,10.3125,0.07490161061286926,0.67578125,1.129217505455017,13.907632827758789,5.540740013122559
llama32_3b,down,16,8192,2.607163190841675,11.6875,0.07157090306282043,0.6953125,1.2098628282546997,14.714035987854004,5.863022327423096
llama32_3b,down,17,8192,2.735915422439575,14.3125,0.07070538401603699,0.80859375,1.2237584590911865,15.960737228393555,6.007729530334473
llama32_3b,down,18,8192,2.8481502532958984,18.25,0.07145202159881592,0.6328125,1.57076096534729,17.835180282592773,6.080750465393066
llama32_3b,down,19,8192,3.0838658809661865,19.0,0.0725448727607727,0.77734375,1.3587323427200317,19.296724319458008,6.256208896636963
llama32_3b,down,20,8192,3.0599982738494873,23.125,0.07214176654815674,0.63671875,1.409868836402893,21.708816528320312,6.186297416687012
llama32_3b,down,21,8192,3.127262830734253,29.5,0.0717027485370636,0.5703125,1.9208064079284668,21.984722137451172,6.249170780181885
llama32_3b,down,22,8192,3.1454591751098633,30.5,0.07187148928642273,0.65234375,1.9507834911346436,21.671504974365234,6.251375198364258
llama32_3b,down,23,8192,3.294222354888916,30.875,0.07185590267181396,0.7265625,1.8196862936019897,24.64556312561035,6.416718006134033
llama32_3b,down,24,8192,3.471818447113037,24.75,0.0721847414970398,0.53515625,1.955324411392212,24.030986785888672,6.6103835105896
llama32_3b,down,25,8192,3.6153082847595215,26.5,0.0720769464969635,0.578125,1.940538763999939,25.881162643432617,6.898885726928711
llama32_3b,down,26,8192,4.006141662597656,30.375,0.07038475573062897,0.373046875,2.0811922550201416,25.87544059753418,7.434628009796143
llama32_3b,down,27,8192,5.165280342102051,172.0,0.07431963086128235,0.578125,1.3730804920196533,31.5135440826416,8.042957305908203
