model,site,layer,n,b,k,dc_slots,mean_group_range,relative_quantization_error_nmse,range_reduction_vs_k0,range_reduction_vs_hadamard,range_reduction_vs_identity,nmse_delta_vs_hadamard,absorbed_energy_fraction,sqrt_one_minus_absorbed_energy_fraction,normalized_range_vs_k0,evaluation_tokens,anchor_mapping_max_abs_error
llama32_3b,q_input,17,3072,128,4,24,2.092154026031494,0.007630309757047436,0.08671841817602209,0.12829274466200213,0.42096034432256235,-0.002307517224488403,0.19494718052084084,0.8972473569084276,0.9132815818239779,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,5,24,2.075237512588501,0.007506868010344228,0.0941029319182865,0.1353411011978024,0.42564228073709764,-0.002430958971191611,0.20843278588643852,0.8897006317371936,0.9058970680817136,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,6,24,2.0631656646728516,0.0074195753468298846,0.09937261867306887,0.14037090172036204,0.4289833725369816,-0.0025182516347059545,0.22082679197174865,0.8827078837465152,0.9006273813269311,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,7,24,2.049863576889038,0.007326271346683199,0.10517933826522366,0.1459132883171501,0.4326649544063341,-0.00261155563485264,0.23265667160583167,0.8759813516246612,0.8948206617347764,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,8,24,2.037367582321167,0.007232907952124943,0.11063417645754199,0.1511198118292548,0.43612343609644766,-0.0027049190294108957,0.2440110338057048,0.8694762597071269,0.889365823542458,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,9,24,2.025207996368408,0.007149351924956677,0.11594216322863309,0.1561861688780385,0.43948881090903785,-0.002788475056579162,0.25466442481822543,0.8633281966794404,0.884057836771367,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,10,24,2.0137574672698975,0.007067902277972721,0.12094062758531615,0.1609570935654355,0.4426579420265507,-0.0028699247035631177,0.26392536377617076,0.8579479216268486,0.8790593724146839,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,11,24,2.004366874694824,0.007004883580214939,0.12503987416779425,0.1648697345936593,0.4452569502370464,-0.0029329434013208996,0.27239401888184434,0.8529982304308465,0.8749601258322057,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,12,24,1.9948632717132568,0.0069373734497914594,0.12918845283649608,0.16882946201707388,0.44788723602369096,-0.0030004535317443796,0.28081319227018636,0.848048823906863,0.870811547163504,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,13,24,1.9848812818527222,0.006867031163693621,0.13354586026259865,0.17298851191295733,0.4506499236173876,-0.003070795817842218,0.28912220706533726,0.8431356907014806,0.8664541397374014,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,14,24,1.9759328365325928,0.006803171605444765,0.13745209765962962,0.176716929903457,0.4531265599608621,-0.003134655376091074,0.2968498764307661,0.8385404722309078,0.8625479023403704,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,15,24,1.9663680791854858,0.006737453514600569,0.1416273718560032,0.18070213762300327,0.45577377127130875,-0.0032003734669352702,0.3043099774284583,0.8340803453933809,0.8583726281439968,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,16,24,1.9588966369628906,0.00668707699130662,0.14488885761979345,0.1838151543092694,0.4578416215720783,-0.0032507499902292188,0.31149418526611744,0.829762505018082,0.8551111423802066,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,17,24,1.9501709938049316,0.006629175080046481,0.14869783587214913,0.18745074057760502,0.4602565935802973,-0.003308651901489358,0.31817231921833095,0.82572857573277,0.8513021641278509,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,18,24,1.9417833089828491,0.006571541154636631,0.15235928620842432,0.19094551468310755,0.4625780297990838,-0.003366285826899208,0.324697807950566,0.8217677239034361,0.8476407137915757,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,19,24,1.9348071813583374,0.006523526760850682,0.15540455380949342,0.19385215587146487,0.4645087932550237,-0.003414300220685157,0.3308105887574706,0.818039981444996,0.8445954461905065,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,20,24,1.9267390966415405,0.006467619565491429,0.15892649009179619,0.19721376686989314,0.4667417746408407,-0.00347020741604441,0.3366966486831341,0.8144343750830179,0.8410735099082038,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,21,24,1.92020845413208,0.006425936091164748,0.16177729144158035,0.19993479428311559,0.4685492424194934,-0.0035118908903710912,0.34236301329686136,0.8109482022318927,0.8382227085584196,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,22,24,1.9122594594955444,0.00637047309402528,0.1652472416963119,0.2032467857574979,0.4707492635747485,-0.0035673538875105586,0.3478716640229139,0.8075446340463702,0.8347527583036881,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,23,24,1.9057786464691162,0.00633185282678102,0.16807629113465983,0.2059470514479464,0.47254294018585874,-0.003605974154754819,0.3532211853787005,0.8042255993322392,0.8319237088653402,8192,2.384185791015625e-07
llama32_3b,q_input,17,3072,128,24,24,1.8989906311035156,0.006286679992924282,0.171039442668154,0.20877531464937224,0.4744216403346648,-0.0036511469886115573,0.35841876483888385,0.8009876623026825,0.828960557331846,8192,2.384185791015625e-07
llama32_3b,q_input,18,3072,128,0,24,2.4066011905670166,0.008901459158252379,0.0,0.057982331085709465,0.40011996391930316,-0.0010055030059535272,0.0,1.0,1.0,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,1,24,2.2610363960266113,0.007851901027179852,0.06048563223144958,0.11496086536318667,0.4364040871646689,-0.002055061137026054,0.14658270352634095,0.9238058759683546,0.9395143677685505,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,2,24,2.236555814743042,0.007683468649555279,0.07065789566235127,0.12454331724794677,0.4425062249186205,-0.002223493514650627,0.16942217913403987,0.9113604231400221,0.9293421043376487,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,3,24,2.213449478149414,0.007525689401237989,0.08025912775855241,0.13358784752591524,0.4482658123749088,-0.0023812727629679165,0.18928198126203868,0.9003988109376652,0.9197408722414476,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,4,24,2.196241855621338,0.007408659282356111,0.08740930394708073,0.14032343983135914,0.45255506032486653,-0.0024983028818497946,0.20482123224229248,0.8917279673519877,0.9125906960529193,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,5,24,2.178853988647461,0.007293752146375145,0.09463437598728039,0.14712958535240583,0.4568892368010271,-0.0026132100178307607,0.21952109123308577,0.8834471737273906,0.9053656240127196,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,6,24,2.1645493507385254,0.007196226005249432,0.10057829306211788,0.1527288602594641,0.4604548739903413,-0.002710736158956474,0.2336072871421639,0.8754385831443781,0.8994217069378821,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,7,24,2.151047706604004,0.007104704574114419,0.10618854713638783,0.15801381872452477,0.46382035340683625,-0.002802257590091487,0.24637208792236853,0.8681174529276735,0.8938114528636122,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,8,24,2.1347999572753906,0.006999949029255776,0.11293987319419019,0.16437368715957607,0.46787033912598325,-0.00290701313495013,0.2583435675357049,0.8611947703419333,0.8870601268058098,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,9,24,2.122073173522949,0.006912591651579382,0.11822815436114284,0.16935534145703215,0.4710426734232197,-0.0029943705126265242,0.26958340536427555,0.8546441333301975,0.8817718456388571,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,10,24,2.1109378337860107,0.006841939218198892,0.12285515271075925,0.17371405565640807,0.4738183173601329,-0.0030650229460070138,0.27945538440631384,0.848848994576589,0.8771448472892407,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,11,24,2.1009085178375244,0.006776632637185385,0.12702257188590033,0.1776398381531632,0.47631826892527995,-0.0031303295270205212,0.2889811604680078,0.8432193306204455,0.8729774281140996,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,12,24,2.088744878768921,0.0066984913970011585,0.1320768530506735,0.18240106031404021,0.47935023129276605,-0.0032084707672047474,0.29801011910527786,0.8378483639028736,0.8679231469493265,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,13,24,2.0772852897644043,0.006625205929047117,0.13683858467842883,0.18688669564201374,0.4822066990334305,-0.0032817562351587885,0.3070044601377134,0.832463536656283,0.8631614153215712,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,14,24,2.0669708251953125,0.006559497972338035,0.14112448988346266,0.19092409407244731,0.48477772800246466,-0.003347464191867871,0.31559202812630094,0.8272895332794312,0.8588755101165374,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,15,24,2.0564584732055664,0.006491485113922083,0.14549262201559598,0.19503895172106916,0.48739808326349404,-0.003415477050283823,0.32372031892994074,0.8223622565938075,0.854507377984404,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,16,24,2.0471882820129395,0.006436454953594348,0.149344606810153,0.19866758945793106,0.48970881204103517,-0.003470507210611558,0.33143261034261373,0.8176597028454969,0.8506553931898471,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,17,24,2.0377001762390137,0.006377529164901455,0.1532871402931063,0.2023815256591593,0.49207385916903856,-0.0035294329993044507,0.33864781980160985,0.8132356240342586,0.8467128597068937,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,18,24,2.028608798980713,0.006316595837126825,0.15706482364751317,0.20594017012657395,0.49434001599598165,-0.003590366327079081,0.3456430067268892,0.808923354387244,0.8429351763524868,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,19,24,2.0203216075897217,0.0062685095263383585,0.16050834865841815,0.20918403153019471,0.4964057179037681,-0.0036384526378675473,0.35214751118271015,0.8048928430650193,0.8394916513415819,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,20,24,2.0113303661346436,0.006208770468528483,0.16424442320634094,0.21270347976671897,0.49864691443837617,-0.0036981916956774228,0.35848058080251516,0.8009490740349756,0.8357555767936591,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,21,24,2.004061222076416,0.006164808712466808,0.16726492535132445,0.21554884615628694,0.5004588533740907,-0.003742153451739098,0.36472259096632365,0.7970429154278184,0.8327350746486756,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,22,24,1.9955384731292725,0.006112286261536906,0.17080633012605387,0.2188849120268595,0.5025832713981317,-0.0037946759026690003,0.3707940754500319,0.7932250150808207,0.8291936698739462,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,23,24,1.986774206161499,0.006059366443224578,0.17444809137927944,0.22231551547336542,0.504767891270114,-0.003847595720981328,0.37642270298233577,0.7896691060296486,0.8255519086207206,8192,3.5762786865234375e-07
llama32_3b,q_input,18,3072,128,24,24,1.9796284437179565,0.0060159576528969125,0.17741732553055933,0.22511258650701482,0.5065490755599158,-0.0038910045113089934,0.38180041716973684,0.7862566901656628,0.8225826744694407,8192,3.5762786865234375e-07
llama32_3b,q_input,19,3072,128,0,24,2.333996534347534,0.00910093934551576,0.0,0.047162738174251366,0.3752312849384491,-0.0008154892317456322,0.0,1.0,1.0,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,1,24,2.1829850673675537,0.007959570796770217,0.06470081028727642,0.10881208108628707,0.415654327045072,-0.0019568577804911762,0.14966114614886875,0.9221381967206062,0.9352991897127235,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,2,24,2.1594955921173096,0.00779171469284524,0.07476486775461563,0.11840149004632354,0.4219420352972471,-0.0021247138844161526,0.17015591113937512,0.9109577865415196,0.9252351322453843,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,3,24,2.137498378753662,0.0076395442929928946,0.08418956613781044,0.12738169384730041,0.4278302919959584,-0.0022768842842684983,0.18960440603399015,0.900219747598335,0.9158104338621895,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,4,24,2.1202504634857178,0.007516579650636057,0.09157942941057916,0.13442303093339206,0.4324472473773667,-0.002399848926625336,0.2044145799503917,0.8919559518550276,0.9084205705894208,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,5,24,2.106182336807251,0.007417610719311349,0.09760691337271775,0.1401662422475748,0.43621303078744605,-0.002498817857950044,0.2177823182576956,0.8844307105377472,0.9023930866272822,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,6,24,2.0923123359680176,0.007316830834450298,0.10354951038823162,0.1458285701159709,0.4399257794889573,-0.002599597742811095,0.22981355198375208,0.8776026709258854,0.8964504896117683,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,7,24,2.079895496368408,0.007232843109277529,0.10886950097814074,0.15089765538259864,0.4432495431739544,-0.002683585467983864,0.2409551620437564,0.8712317934718886,0.8911304990218593,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,8,24,2.065187931060791,0.007132397890058912,0.1151709521976168,0.15690191290809274,0.4471864927553695,-0.0027840306872024805,0.2518570401927624,0.8649525766232722,0.8848290478023831,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,9,24,2.0542287826538086,0.007055823583730055,0.11986639550513914,0.16137590625229037,0.45012005883725453,-0.002860604993531338,0.2619671649052034,0.859088374438158,0.8801336044948609,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,10,24,2.043811559677124,0.006984160920940078,0.12432965105131615,0.16562866244573826,0.4529085612698309,-0.0029322676563213147,0.2709185193536481,0.8538626825469959,0.8756703489486839,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,11,24,2.0349366664886475,0.006928240898872695,0.12813209593838945,0.16925177362018048,0.45528420987602003,-0.0029881876783886983,0.27934370946590015,0.8489147722440102,0.8718679040616105,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,12,24,2.0254101753234863,0.0068608443689274524,0.13221371775100463,0.17314089497192098,0.4578342794912548,-0.0030555842083339405,0.287164029204743,0.8442961392753475,0.8677862822489953,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,13,24,2.015192747116089,0.006790683324532253,0.1365913712980583,0.1773120863909174,0.4605693004728322,-0.00312574525272914,0.29487647248454385,0.8397163375303925,0.8634086287019417,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,14,24,2.0068116188049316,0.006736470029996258,0.14018226279589,0.1807336216132247,0.46281277713985797,-0.003179958547265135,0.3023576215200699,0.8352498898413158,0.85981773720411,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,15,24,1.9983696937561035,0.006679538181920516,0.14379920263474372,0.18417997666546657,0.4650725279954335,-0.0032368903953408773,0.3092677505455552,0.8311030317923553,0.8562007973652562,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,16,24,1.9895572662353516,0.0066217351345019835,0.14757488412829636,0.1877775866813094,0.4674314556706421,-0.0032946934427594094,0.31607054945865326,0.8270002723949652,0.8524251158717037,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,17,24,1.9816317558288574,0.0065676370852333806,0.15097056629399833,0.1910131191781074,0.4695529716540651,-0.0033487914920280124,0.32259056758728016,0.8230488639277256,0.8490294337060017,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,18,24,1.9741443395614624,0.006518242140448376,0.15417854717880633,0.1940698029003772,0.4715572177494086,-0.0033981864368130173,0.32867292591356073,0.8193455156931289,0.8458214528211937,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,19,24,1.9655375480651855,0.006463778461849295,0.15786612398949038,0.19758346349144149,0.4738611003751105,-0.003452650115412098,0.334575990216072,0.8157352571661519,0.8421338760105096,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,20,24,1.9599645137786865,0.00642615568393171,0.16025388858317557,0.19985861456877296,0.47535290099217664,-0.003490272893329683,0.340248572708761,0.8122508401295988,0.8397461114168244,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,21,24,1.9520511627197266,0.006374535407912051,0.16364436108067315,0.20308918309958407,0.4774711621378897,-0.003541893169349342,0.3458025590471107,0.8088247282031437,0.8363556389193268,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,22,24,1.945814847946167,0.006332650057007987,0.16631630796739075,0.2056351136548679,0.479140510961017,-0.0035837785202534056,0.3508939904060241,0.8056711547486207,0.8336836920326093,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,23,24,1.9399185180664062,0.006295290566904861,0.16884258844509895,0.20804224782785122,0.4807188519689598,-0.003621138010356532,0.3558704466513413,0.8025768208393878,0.8311574115549011,8192,1.7881393432617188e-07
llama32_3b,q_input,19,3072,128,24,24,1.9348344802856445,0.006259709962564825,0.17102084265668155,0.210117769606376,0.4820797570538077,-0.0036567186146965677,0.36061057181051337,0.7996183015598671,0.8289791573433185,8192,1.7881393432617188e-07
llama32_3b,q_input,20,3072,128,0,24,2.3858771324157715,0.0090903675509458,0.0,0.04827765266217265,0.37452777509362617,-0.0008386063352948496,0.0,1.0,1.0,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,1,24,2.2400310039520264,0.008022950482471343,0.06112893513341636,0.10645542629760944,0.41276222615768154,-0.001906023403769306,0.14116403252277945,0.9267340327608675,0.9388710648665837,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,2,24,2.2175843715667725,0.007864392366627889,0.07053706100892027,0.11540934993989378,0.41864674758123216,-0.00206458151961276,0.16093779380269804,0.9160033876560184,0.9294629389910797,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,3,24,2.19525408744812,0.0077125780301807575,0.07989642147860308,0.12431686245568117,0.42450076759790545,-0.0022163958560598917,0.1795485685902109,0.9057877408144742,0.9201035785213969,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,4,24,2.178553581237793,0.00759250467757452,0.08689615586702792,0.1309786660985742,0.4288789070395872,-0.0023364692086661294,0.19478174798186787,0.8973395410980908,0.9131038441329721,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,5,24,2.160062551498413,0.007465024964330978,0.09464635787372438,0.13835470654472967,0.4337264431321895,-0.0024639489219096715,0.2095499703709211,0.8890725671333465,0.9053536421262757,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,6,24,2.1470425128936768,0.007378557129324869,0.10010348658661546,0.14354837789308703,0.43713972556984193,-0.00255041675691578,0.22233711800548855,0.8818519614960957,0.8998965134133845,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,7,24,2.1336474418640137,0.0072859713953231636,0.10571780378999138,0.1488916490405831,0.4406513250423676,-0.0026430024909174857,0.23449597242726783,0.8749308701678848,0.8942821962100086,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,8,24,2.119098424911499,0.007186987315519572,0.11181577788716685,0.15469522726235221,0.44446543846834935,-0.0027419865707210772,0.24644127996334286,0.8680776002389747,0.8881842221128332,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,9,24,2.1058669090270996,0.007097309415262919,0.1173615437208844,0.1599732565394038,0.4479341609631744,-0.00283166447097773,0.25710744746931236,0.8619121489633892,0.8826384562791156,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,10,24,2.095578670501709,0.0070283288752647916,0.12167368468808228,0.16407721746275697,0.4506312853680376,-0.0029006450109758577,0.26718534408230277,0.8560459426442586,0.8783263153119177,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,11,24,2.085099935531616,0.006955956784404081,0.1260656690144012,0.16825716709527216,0.4533783495763742,-0.0029730171018365684,0.27657566991763416,0.8505435497858801,0.8739343309855988,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,12,24,2.074282169342041,0.006886492579761202,0.13059975253555128,0.17257235570704688,0.4562142928842593,-0.0030424813064794474,0.285047511404145,0.8455486317154413,0.8694002474644488,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,13,24,2.0634117126464844,0.006814413523977475,0.1351559203900753,0.17690856247241962,0.4590640493292753,-0.003114560362263174,0.29347708023216745,0.8405491774832883,0.8648440796099247,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,14,24,2.053933620452881,0.006751201574923102,0.13912850224051057,0.18068935739610756,0.46154878893788975,-0.003177772311317547,0.3016924482778827,0.8356479831377069,0.8608714977594895,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,15,24,2.045365571975708,0.006693817756042678,0.14271965467697215,0.18410713742258472,0.46379495504230134,-0.0032351561301979716,0.3095154609405207,0.8309539933470922,0.8572803453230279,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,16,24,2.0353641510009766,0.006628414237224836,0.14691158092449216,0.1880966873107415,0.4664168884789811,-0.003300559649015813,0.31695474581184946,0.8264655190557865,0.8530884190755078,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,17,24,2.025585174560547,0.006564878529026967,0.1510102733121124,0.1919975044509031,0.4689805067258727,-0.0033640953572136824,0.32405577529244906,0.8221582722977072,0.8489897266878876,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,18,24,2.016357898712158,0.006507654054608166,0.15487772973852348,0.19567824915927384,0.47139949330162856,-0.0034213198316324833,0.33096674523422814,0.8179445303721835,0.8451222702614765,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,19,24,2.00821590423584,0.006453871594707295,0.15829030885489834,0.19892607696638617,0.47353396675421655,-0.0034751022915333546,0.337373276211007,0.8140188718874969,0.8417096911451016,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,20,24,2.001359462738037,0.006412321655936879,0.16116407020859402,0.20166109986761416,0.47533142466196254,-0.0035166522303037703,0.3436025949063514,0.8101835625916194,0.838835929791406,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,21,24,1.9925727844238281,0.006354679176381203,0.16484685763919077,0.20516609096580793,0.4776349059100351,-0.003574294709859446,0.34958098439902263,0.8064855954082363,0.8351531423608093,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,22,24,1.9847078323364258,0.006305206447871515,0.1681433191294096,0.20830340703318775,0.4796967510126405,-0.0036237674383691344,0.3554124754371722,0.8028620831517875,0.8318566808705904,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,23,24,1.9780404567718506,0.006262700850066959,0.17093783669864598,0.2109630118538582,0.4814446441342107,-0.00366627303617369,0.36116720077242304,0.7992701666067469,0.8290621633013541,8192,2.980232238769531e-07
llama32_3b,q_input,20,3072,128,24,24,1.9699091911315918,0.006211275763780138,0.1743459190050578,0.214206559946437,0.48357630495706616,-0.0037176981224605115,0.3664782284229604,0.7959408090913793,0.8256540809949422,8192,2.980232238769531e-07
llama32_3b,q_input,21,3072,128,0,24,2.4304282665252686,0.009073247206181953,0.0,0.04777430974542002,0.3794273222420341,-0.000824916299603913,0.0,1.0,1.0,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,1,24,2.2671267986297607,0.007898938785871192,0.06719040843323322,0.11175474279424268,0.4211238539230971,-0.001999224719914674,0.15537662820493955,0.9190339339736375,0.9328095915667668,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,2,24,2.2431046962738037,0.007740129304325362,0.07707430531133402,0.1211664433213973,0.42725753027542374,-0.002158034201460504,0.17516274122281736,0.9082055157161195,0.922925694688666,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,3,24,2.2181334495544434,0.007571251119349552,0.08734872775090728,0.1309500123208871,0.4336335561211662,-0.002326912386436314,0.19449476909176858,0.8974994322606736,0.9126512722490927,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,4,24,2.1997199058532715,0.007448098508880576,0.09492498250188469,0.1381643167306811,0.4383351728193568,-0.00245006499690529,0.20926501156648347,0.8892328089052476,0.9050750174981153,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,5,24,2.1841886043548584,0.0073457893911867255,0.10131533835493682,0.14424937774382607,0.4423008530629116,-0.0025523741145991406,0.22357235438513529,0.881151318227956,0.8986846616450632,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,6,24,2.170104503631592,0.007252437190641859,0.10711024327653006,0.14976743508274984,0.4458970127274576,-0.0026457263151440074,0.23585681177703685,0.8741528403105278,0.8928897567234699,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,7,24,2.1562302112579346,0.007157970024814768,0.11281882252766468,0.15520329090053447,0.44943960103952774,-0.002740193480971098,0.24758558723013652,0.8674182455827544,0.8871811774723353,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,8,24,2.141954183578491,0.00706406349124823,0.11869269581825699,0.1607965439491367,0.45308476631628164,-0.002834100014537636,0.25899464512076303,0.860816679020125,0.881307304181743,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,9,24,2.129340171813965,0.006981513855463167,0.12388273246252313,0.16573863017516957,0.4563055612542758,-0.002916649650322699,0.2695781766830933,0.854647192306221,0.8761172675374769,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,10,24,2.1194138526916504,0.006919686825830258,0.1279669176487438,0.16962769623324606,0.45884009499174816,-0.002978476679955608,0.2788919884124459,0.8491807885177067,0.8720330823512562,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,11,24,2.1077730655670166,0.006841459727766448,0.13275652089890527,0.17418847949417668,0.4618123919060992,-0.003056703778019418,0.28768394078598547,0.8439881866554855,0.8672434791010947,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,12,24,2.097649335861206,0.006776136620553685,0.13692193069323927,0.17815488971077956,0.46439733141612827,-0.003122026885232181,0.29602919398880506,0.8390296812456607,0.8630780693067607,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,13,24,2.0880987644195557,0.006715389280465256,0.14085151445145677,0.1818967403173614,0.4668359237314395,-0.0031827742253206105,0.30423241421378794,0.8341268403463661,0.8591484855485433,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,14,24,2.0773749351501465,0.006645655446186882,0.14526383528277298,0.18609826556658612,0.4695740894848567,-0.003252508059598984,0.3120392443574749,0.8294339971586197,0.854736164717227,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,15,24,2.0681018829345703,0.0065881301667869135,0.1490792337223384,0.18973138597929753,0.47194182151121133,-0.0033100333389989526,0.31939702311617285,0.8249866525488925,0.8509207662776617,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,16,24,2.0584142208099365,0.006521026264742033,0.15306522345841236,0.19352694780707827,0.47441541783524255,-0.003377137241043833,0.3263602234469889,0.8207556131717961,0.8469347765415877,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,17,24,2.049807548522949,0.006468229194047359,0.15660643979691885,0.1968989849793534,0.47661299994094974,-0.0034299343117385073,0.3332611309505468,0.816540794479647,0.8433935602030811,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,18,24,2.0412216186523438,0.006415619840671386,0.1601391216657323,0.20026289541033412,0.47880528578794634,-0.0034825436651144803,0.33970741430299267,0.8125838945592063,0.8398608783342677,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,19,24,2.032505750656128,0.006362735210556242,0.16372526659181838,0.2036777147379294,0.48103074934755574,-0.003535428295229624,0.34590730577677536,0.8087599731831593,0.8362747334081816,8192,2.384185791015625e-07
llama32_3b,q_input,21,3072,128,20,24,2.0244102478027344,0.006313187917201111,0.1670561622059348,0.20684947911324736,0.4830978121581402,-0.0035849755885847554,0.35192878602456557,0.805028703820823,0.8329438377940652,8192,2.384185791015625e-07
