model,site,layer,method,seed,n,k,group_size,evaluation_tokens,evaluation_rule,f,subspace_projection_fraction,selected_numerical_rank,top8_angles_include_null_completion,sqrt_one_minus_f,mean_group_range,relative_quantization_error_nmse,paired_hadamard_range,range_over_paired_hadamard,range_reduction_vs_hadamard,nmse_delta_vs_hadamard,angle_1_degrees_vs_A_top8,angle_2_degrees_vs_A_top8,angle_3_degrees_vs_A_top8,angle_4_degrees_vs_A_top8,angle_5_degrees_vs_A_top8,angle_6_degrees_vs_A_top8,angle_7_degrees_vs_A_top8,angle_8_degrees_vs_A_top8,angles_mean_degrees_vs_A_top8,factor_file
llama32_3b,down,0,C_top1pct,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.6822772035077586,0.6822769596879135,-1,False,0.5636690487265036,0.05463504317093015,0.0022960154971686892,0.0744616121353161,0.733734357935255,0.266265642064745,-0.0022639507267336063,0.9628082462898366,19.384966918545448,67.81599527256577,76.71702247945322,86.3118465330002,87.5416419365943,89.35098633122035,89.71526066846064,64.72506604826623,activations/llama32_3b/e27/factors/C_top1pct/down_layer_00.pt
llama32_3b,down,0,C_top1pct,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.6822773037916474,0.6822769596879135,-1,False,0.5636689597701408,0.054637848563602986,0.00229692533499828,0.07447003455815704,0.7336890453694338,0.2663109546305662,-0.0022692946378689554,0.9628082462898366,19.384966918545448,67.81599527256577,76.71702247945322,86.3118465330002,87.5416419365943,89.35098633122035,89.71526066846064,64.72506604826623,activations/llama32_3b/e27/factors/C_top1pct/down_layer_00.pt
llama32_3b,down,0,C_top1pct_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04278222490359462,0.04278221663104003,-1,False,0.9783750687218095,0.05627204518506268,0.002883468022511396,0.07449514886434727,0.7553786527433062,0.24462134725669382,-0.0016878597080063214,18.687822887021394,55.15464118881044,76.43083006527924,86.23503747841737,87.26850419787799,89.1326194900358,89.39477238317859,89.99445590052504,74.03733544889323,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_00.pt
llama32_3b,down,0,C_top1pct_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04278222495051257,0.04278221663104003,-1,False,0.978375068697832,0.05624513262287589,0.002826689489835711,0.0744616121353161,0.7553574386848336,0.24464256131516637,-0.0017332767340665846,18.687822887021394,55.15464118881044,76.43083006527924,86.23503747841737,87.26850419787799,89.1326194900358,89.39477238317859,89.99445590052504,74.03733544889323,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_00.pt
llama32_3b,down,0,C_top1pct_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04278222546323727,0.04278221663104003,-1,False,0.9783750684358032,0.05624930243630821,0.0028529477272397925,0.07447003455815704,0.7553280023306632,0.24467199766933678,-0.001713272245627443,18.687822887021394,55.15464118881044,76.43083006527924,86.23503747841737,87.26850419787799,89.1326194900358,89.39477238317859,89.99445590052504,74.03733544889323,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_00.pt
llama32_3b,down,0,hadamard,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.002174748022661043,nan,-1,False,0.9989120341538282,0.07449514886434727,0.0045713277305177175,0.07449514886434727,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,0,hadamard,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.0021747480224447997,nan,-1,False,0.9989120341539365,0.0744616121353161,0.0045599662239022955,0.0744616121353161,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,0,hadamard,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.0021747480219663235,nan,-1,False,0.998912034154176,0.07447003455815704,0.004566219972867235,0.07447003455815704,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,1,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9995915885190321,0.9995909643559981,64,False,0.020209192981609374,0.061389917937903604,3.437305675796765e-06,0.2668287943681875,0.2300723131597029,0.7699276868402971,-0.000767504694567526,0.0,0.0,0.0,0.0,0.0,0.0,3.6222548091772e-06,4.0945545664670365e-06,9.646011719555296e-07,activations/llama32_3b/activation_factors/down_layer_01.pt
llama32_3b,down,1,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9995914055789312,0.9995909643559981,64,False,0.02021371863534207,0.061393713373187,3.4876020821134126e-06,0.26679029059326353,0.23011974400067314,0.7698802559993269,-0.0007670058914512746,0.0,0.0,0.0,0.0,0.0,0.0,3.6222548091772e-06,4.0945545664670365e-06,9.646011719555296e-07,activations/llama32_3b/activation_factors/down_layer_01.pt
llama32_3b,down,1,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9995914060677846,0.9995909643559981,64,False,0.020213706543218964,0.06138132549688535,3.438761419128314e-06,0.2668105678071129,0.23005582575447373,0.7699441742455263,-0.0007654358698227841,0.0,0.0,0.0,0.0,0.0,0.0,3.6222548091772e-06,4.0945545664670365e-06,9.646011719555296e-07,activations/llama32_3b/activation_factors/down_layer_01.pt
llama32_3b,down,1,B_top1,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9994935260868413,0.9994933037996291,1,True,0.022504975297891854,0.06850774869354205,4.16760160729566e-06,0.2668287943681875,0.256747960263279,0.743252039736721,-0.0007667743986360271,0.029888113442468216,86.84769420115381,87.36682637326294,87.71407133261441,88.23609884171418,88.76216043190878,89.52004457987758,89.87606582588909,77.29410621248292,activations/llama32_3b/e27/factors/B_top1/down_layer_01.pt
llama32_3b,down,1,B_top1,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.999493526086826,0.9994933037996291,1,True,0.022504975298232248,0.06853099129988759,4.170106246047326e-06,0.26679029059326353,0.25687213409264154,0.7431278659073585,-0.0007663233872873407,0.029888113442468216,86.84769420115381,87.36682637326294,87.71407133261441,88.23609884171418,88.76216043190878,89.52004457987758,89.87606582588909,77.29410621248292,activations/llama32_3b/e27/factors/B_top1/down_layer_01.pt
llama32_3b,down,1,B_top1,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9994935260868497,0.9994933037996291,1,True,0.022504975297704392,0.06851535110364694,4.168099540150076e-06,0.2668105678071129,0.2567939930819352,0.7432060069180648,-0.0007647065317017624,0.029888113442468216,86.84769420115381,87.36682637326294,87.71407133261441,88.23609884171418,88.76216043190878,89.52004457987758,89.87606582588909,77.29410621248292,activations/llama32_3b/e27/factors/B_top1/down_layer_01.pt
llama32_3b,down,1,B_top1_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.20612023160761123,0.2061202249490299,128,False,0.890999308861903,0.23649303967187407,0.002453551791172918,0.2668287943681875,0.886310040982855,0.11368995901714496,0.001682609790929595,57.770454549580904,81.83779560064066,86.8849894099885,87.4930127347137,89.0857327587711,89.26558400317872,89.53913259234089,89.83698173965217,83.96421042360834,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_01.pt
llama32_3b,down,1,B_top1_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.20612023066955884,0.2061202249490299,128,False,0.8909993093883076,0.2356481092613869,0.0024160019102307806,0.26679029059326353,0.8832709344008527,0.11672906559914731,0.0016455084166973927,57.770454549580904,81.83779560064066,86.8849894099885,87.4930127347137,89.0857327587711,89.26558400317872,89.53913259234089,89.83698173965217,83.96421042360834,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_01.pt
llama32_3b,down,1,B_top1_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.20612023309004876,0.2061202249490299,128,False,0.8909993080300069,0.23764035980842735,0.0023955543155934835,0.2668105678071129,0.8906707172866791,0.10932928271332087,0.001626679684351571,57.770454549580904,81.83779560064066,86.8849894099885,87.4930127347137,89.0857327587711,89.26558400317872,89.53913259234089,89.83698173965217,83.96421042360834,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_01.pt
llama32_3b,down,1,C_top1pct,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9995160688571464,0.9995159922113641,-1,False,0.02199843500919124,0.06746750674384194,4.037688451168833e-06,0.2668287943681875,0.2528494231801158,0.7471505768198843,-0.0007669043117921539,0.029771921235821112,45.09101189597646,76.64736720085514,82.42003441062297,87.16775824494579,88.3125023674099,88.4900071481213,89.8044599402905,69.74536414118224,activations/llama32_3b/e27/factors/C_top1pct/down_layer_01.pt
llama32_3b,down,1,C_top1pct,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9995160757018369,0.9995159922113641,-1,False,0.021998279436427064,0.06748810585960563,4.039561587951401e-06,0.26679029059326353,0.2529631258676312,0.7470368741323687,-0.0007664539319454366,0.029771921235821112,45.09101189597646,76.64736720085514,82.42003441062297,87.16775824494579,88.3125023674099,88.4900071481213,89.8044599402905,69.74536414118224,activations/llama32_3b/e27/factors/C_top1pct/down_layer_01.pt
llama32_3b,down,1,C_top1pct,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9995160791241604,0.9995159922113641,-1,False,0.021998201650125723,0.06747731131611978,4.037229093669378e-06,0.2668105678071129,0.2529034433332551,0.7470965566667449,-0.000764837402148243,0.029771921235821112,45.09101189597646,76.64736720085514,82.42003441062297,87.16775824494579,88.3125023674099,88.4900071481213,89.8044599402905,69.74536414118224,activations/llama32_3b/e27/factors/C_top1pct/down_layer_01.pt
llama32_3b,down,1,C_top1pct_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.390108862285121,0.39010892910135403,-1,False,0.7809552725443878,0.26961758868834806,0.002520902213790043,0.2668287943681875,1.010451624333738,-0.01045162433373803,0.0017499602135467203,34.202691161275375,66.35955530808043,82.12316608098087,86.07278743540056,87.71653859009524,88.32759342649732,89.03975559129253,89.74221210865763,77.94803746278498,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_01.pt
llama32_3b,down,1,C_top1pct_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.3901088649726459,0.39010892910135403,-1,False,0.7809552708237227,0.2728166107048704,0.0025830830278301387,0.26679029059326353,1.0225882287477783,-0.022588228747778327,0.0018125895342967508,34.202691161275375,66.35955530808043,82.12316608098087,86.07278743540056,87.71653859009524,88.32759342649732,89.03975559129253,89.74221210865763,77.94803746278498,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_01.pt
llama32_3b,down,1,C_top1pct_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.390108859332909,0.39010892910135403,-1,False,0.7809552744345165,0.2705340507624925,0.002543025096479906,0.2668105678071129,1.0139555302699683,-0.01395553026996832,0.0017741504652379937,34.202691161275375,66.35955530808043,82.12316608098087,86.07278743540056,87.71653859009524,88.32759342649732,89.03975559129253,89.74221210865763,77.94803746278498,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_01.pt
llama32_3b,down,1,hadamard,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,3.403692519816901e-06,nan,-1,False,0.9999982981522919,0.2668287943681875,0.0007709420002433228,0.2668287943681875,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,1,hadamard,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,3.4036925321778305e-06,nan,-1,False,0.9999982981522858,0.26679029059326353,0.000770493493533388,0.26679029059326353,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,1,hadamard,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,3.403692566738105e-06,nan,-1,False,0.9999982981522685,0.2668105678071129,0.0007688746312419124,0.2668105678071129,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,2,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.23082875226836116,0.23082875556548052,64,False,0.8770240861753107,0.08829274122613384,0.005970139432087384,0.11590954015263577,0.7617383444871347,0.23826165551286527,-0.00340277161979732,0.0,0.0,0.0,0.0,0.0,0.0,1.7075472925031877e-06,3.1945284701301985e-06,6.127594703291733e-07,activations/llama32_3b/activation_factors/down_layer_02.pt
llama32_3b,down,2,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.23082875207964282,0.23082875556548052,64,False,0.8770240862829008,0.08831400733362571,0.005973607113800603,0.1159334166486019,0.7617648982200571,0.2382351017799429,-0.003407904624627738,0.0,0.0,0.0,0.0,0.0,0.0,1.7075472925031877e-06,3.1945284701301985e-06,6.127594703291733e-07,activations/llama32_3b/activation_factors/down_layer_02.pt
llama32_3b,down,2,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.23082875210111653,0.23082875556548052,64,False,0.8770240862706585,0.08832481991428764,0.0059761880711805045,0.11597489334031508,0.7615856964412854,0.23841430355871462,-0.0034056484060194913,0.0,0.0,0.0,0.0,0.0,0.0,1.7075472925031877e-06,3.1945284701301985e-06,6.127594703291733e-07,activations/llama32_3b/activation_factors/down_layer_02.pt
llama32_3b,down,2,B_top1,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04823998431010515,0.04823998236794075,128,False,0.9755818856917624,0.09844380097532124,0.007230436426387734,0.11590954015263577,0.849315775437339,0.15068422456266095,-0.0021424746254969703,38.79306312514017,48.46718974406743,81.42104325367313,87.84813898098147,87.91102820492047,88.6237746498714,89.00679482152923,89.88805440460332,76.49488589809832,activations/llama32_3b/e27/factors/B_top1/down_layer_02.pt
llama32_3b,down,2,B_top1,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04823998421057782,0.04823998236794075,128,False,0.9755818857427715,0.0984595371356427,0.007231777961979175,0.1159334166486019,0.8492765932541856,0.15072340674581441,-0.0021497337764491663,38.79306312514017,48.46718974406743,81.42104325367313,87.84813898098147,87.91102820492047,88.6237746498714,89.00679482152923,89.88805440460332,76.49488589809832,activations/llama32_3b/e27/factors/B_top1/down_layer_02.pt
llama32_3b,down,2,B_top1,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.048239984366884696,0.04823998236794075,128,False,0.975581885662662,0.0984725461892424,0.007233394172470514,0.11597489334031508,0.8490850334329341,0.15091496656706593,-0.0021484423047294816,38.79306312514017,48.46718974406743,81.42104325367313,87.84813898098147,87.91102820492047,88.6237746498714,89.00679482152923,89.88805440460332,76.49488589809832,activations/llama32_3b/e27/factors/B_top1/down_layer_02.pt
llama32_3b,down,2,B_top1_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04823998431010515,0.04823998236794075,128,False,0.9755818856917624,0.09844380097532124,0.007230436426387734,0.11590954015263577,0.849315775437339,0.15068422456266095,-0.0021424746254969703,38.79306312514017,48.46718974406743,81.42104325367313,87.84813898098147,87.91102820492047,88.6237746498714,89.00679482152923,89.88805440460332,76.49488589809832,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_02.pt
llama32_3b,down,2,B_top1_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.04823998421057782,0.04823998236794075,128,False,0.9755818857427715,0.0984595371356427,0.007231777961979175,0.1159334166486019,0.8492765932541856,0.15072340674581441,-0.0021497337764491663,38.79306312514017,48.46718974406743,81.42104325367313,87.84813898098147,87.91102820492047,88.6237746498714,89.00679482152923,89.88805440460332,76.49488589809832,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_02.pt
llama32_3b,down,2,B_top1_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.048239984366884696,0.04823998236794075,128,False,0.975581885662662,0.0984725461892424,0.007233394172470514,0.11597489334031508,0.8490850334329341,0.15091496656706593,-0.0021484423047294816,38.79306312514017,48.46718974406743,81.42104325367313,87.84813898098147,87.91102820492047,88.6237746498714,89.00679482152923,89.88805440460332,76.49488589809832,activations/llama32_3b/e27/factors/B_top1_no_bos/down_layer_02.pt
llama32_3b,down,2,C_top1pct,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08037132032533117,0.08037132276029504,-1,False,0.9589727210273861,0.09729974298855026,0.007056090111951006,0.11590954015263577,0.8394455094931863,0.1605544905068137,-0.0023168209399336984,23.399464205682154,39.3097865850811,75.48389592446898,84.90040260305899,86.46395434428983,88.60673616540842,88.88857520515768,89.96056820921618,72.12667290529541,activations/llama32_3b/e27/factors/C_top1pct/down_layer_02.pt
llama32_3b,down,2,C_top1pct,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08037132019774279,0.08037132276029504,-1,False,0.9589727210939095,0.09733075782301981,0.007058225676787961,0.1159334166486019,0.8395401484460051,0.1604598515539949,-0.0023232860616403802,23.399464205682154,39.3097865850811,75.48389592446898,84.90040260305899,86.46395434428983,88.60673616540842,88.88857520515768,89.96056820921618,72.12667290529541,activations/llama32_3b/e27/factors/C_top1pct/down_layer_02.pt
llama32_3b,down,2,C_top1pct,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.0803713202958338,0.08037132276029504,-1,False,0.9589727210427658,0.0973169072318889,0.007057180191228034,0.11597489334031508,0.8391204719311408,0.1608795280688592,-0.002324656285971962,23.399464205682154,39.3097865850811,75.48389592446898,84.90040260305899,86.46395434428983,88.60673616540842,88.88857520515768,89.96056820921618,72.12667290529541,activations/llama32_3b/e27/factors/C_top1pct/down_layer_02.pt
llama32_3b,down,2,C_top1pct_no_bos,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.0803667574081473,0.08036675516016696,-1,False,0.9589751000895971,0.09729989402957528,0.007056078156538937,0.11590954015263577,0.8394468125871751,0.16055318741282487,-0.0023168328953457676,23.401864485276633,39.30898311109546,75.48404749494273,84.90072092479825,86.4643950357048,88.60676041922048,88.8888020385656,89.960208978372,72.12697281099699,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_02.pt
llama32_3b,down,2,C_top1pct_no_bos,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08036675737707712,0.08036675516016696,-1,False,0.9589751001057968,0.09733098021908759,0.007058262006055567,0.1159334166486019,0.8395420667545844,0.16045793324541557,-0.0023232497323727747,23.401864485276633,39.30898311109546,75.48404749494273,84.90072092479825,86.4643950357048,88.60676041922048,88.8888020385656,89.960208978372,72.12697281099699,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_02.pt
llama32_3b,down,2,C_top1pct_no_bos,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.08036675731591161,0.08036675516016696,-1,False,0.9589751001376878,0.09731708913379222,0.007057254357396727,0.11597489334031508,0.8391220403904692,0.16087795960953077,-0.0023245821198032693,23.401864485276633,39.30898311109546,75.48404749494273,84.90072092479825,86.4643950357048,88.60676041922048,88.8888020385656,89.960208978372,72.12697281099699,activations/llama32_3b/e27/factors/C_top1pct_no_bos/down_layer_02.pt
llama32_3b,down,2,hadamard,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.012027714514422026,nan,-1,False,0.993967949928758,0.11590954015263577,0.009372911051884704,0.11590954015263577,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,2,hadamard,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.012027714528142979,nan,-1,False,0.9939679499218559,0.1159334166486019,0.009381511738428341,0.1159334166486019,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,2,hadamard,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.012027714528494998,nan,-1,False,0.9939679499216788,0.11597489334031508,0.009381836477199996,0.11597489334031508,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama32_3b,down,3,A_full,20260902,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2178325417860871,0.21783254378553527,64,False,0.8844023169428679,0.1246695766738668,0.006838222752741526,0.1529725655304972,0.8149799687383303,0.18502003126166966,-0.0029605091126599465,0.0,0.0,0.0,0.0,0.0,1.2074182697257333e-06,4.00455336570039e-06,4.829673078902935e-06,1.2552055892911323e-06,activations/llama32_3b/activation_factors/down_layer_03.pt
llama32_3b,down,3,A_full,20260903,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.21783254192504875,0.21783254378553527,64,False,0.8844023168643054,0.12471625614036697,0.006843715940272079,0.1530205948849357,0.8150292203095129,0.18497077969048714,-0.0029623313759177053,0.0,0.0,0.0,0.0,0.0,1.2074182697257333e-06,4.00455336570039e-06,4.829673078902935e-06,1.2552055892911323e-06,activations/llama32_3b/activation_factors/down_layer_03.pt
llama32_3b,down,3,A_full,20260904,8192,64,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.2178325416918307,0.21783254378553527,64,False,0.884402316996156,0.12472277161583634,0.006847101217821721,0.1529470858386901,0.8154635371567568,0.1845364628432432,-0.0029488609216183374,0.0,0.0,0.0,0.0,0.0,1.2074182697257333e-06,4.00455336570039e-06,4.829673078902935e-06,1.2552055892911323e-06,activations/llama32_3b/activation_factors/down_layer_03.pt
