model,method,layer,direction,s_i,top_magnitude_channel
llama32_3b,duquant_style,1,v6,0.20165370404720306,1428
llama32_3b,duquant_style,1,v7,0.28969135880470276,1428
llama32_3b,duquant_style,1,v8,0.24176427721977234,1428
llama32_3b,duquant_style,1,top_magnitude_channel,0.9999999403953552,1428
llama32_3b,nar,1,v1,1.0,1428
llama32_3b,nar,1,v2,0.9999999403953552,1428
llama32_3b,nar,1,v3,1.000000238418579,1428
llama32_3b,nar,1,v4,1.0000001192092896,1428
llama32_3b,nar,1,v5,0.9999995827674866,1428
llama32_3b,nar,1,v6,1.0,1428
llama32_3b,nar,1,v7,0.9999998211860657,1428
llama32_3b,nar,1,v8,0.9999998211860657,1428
llama32_3b,nar,1,top_magnitude_channel,0.483447402715683,1428
llama32_3b,hadamard,2,v1,0.0008175272378139198,2196
llama32_3b,hadamard,2,v2,0.0035960900131613016,2196
llama32_3b,hadamard,2,v3,0.0007072161533869803,2196
llama32_3b,hadamard,2,v4,0.0006794068031013012,2196
llama32_3b,hadamard,2,v5,0.0034574558958411217,2196
llama32_3b,hadamard,2,v6,0.001116344123147428,2196
llama32_3b,hadamard,2,v7,0.0054770223796367645,2196
llama32_3b,hadamard,2,v8,0.0018394588259980083,2196
llama32_3b,hadamard,2,top_magnitude_channel,0.0,2196
llama32_3b,smoothquant_hadamard,2,v1,8.838139910949394e-05,2196
llama32_3b,smoothquant_hadamard,2,v2,0.00032376605668105185,2196
llama32_3b,smoothquant_hadamard,2,v3,7.298532000277191e-05,2196
llama32_3b,smoothquant_hadamard,2,v4,7.788334914948791e-05,2196
llama32_3b,smoothquant_hadamard,2,v5,0.0002809664874803275,2196
llama32_3b,smoothquant_hadamard,2,v6,0.00011959725816268474,2196
llama32_3b,smoothquant_hadamard,2,v7,0.00036784462281502783,2196
llama32_3b,smoothquant_hadamard,2,v8,0.0001526262058177963,2196
llama32_3b,smoothquant_hadamard,2,top_magnitude_channel,0.0,2196
llama32_3b,duquant_style,2,v1,0.26263391971588135,2196
llama32_3b,duquant_style,2,v2,0.12524057924747467,2196
llama32_3b,duquant_style,2,v3,0.173049658536911,2196
llama32_3b,duquant_style,2,v4,0.2869981527328491,2196
llama32_3b,duquant_style,2,v5,0.22996246814727783,2196
llama32_3b,duquant_style,2,v6,0.3258783519268036,2196
llama32_3b,duquant_style,2,v7,0.44676673412323,2196
llama32_3b,duquant_style,2,v8,0.3218030035495758,2196
llama32_3b,duquant_style,2,top_magnitude_channel,0.9999999403953552,2196
llama32_3b,nar,2,v1,1.0,2196
llama32_3b,nar,2,v2,0.9999998807907104,2196
llama32_3b,nar,2,v3,0.9999998807907104,2196
llama32_3b,nar,2,v4,0.9999999403953552,2196
llama32_3b,nar,2,v5,0.9999997615814209,2196
llama32_3b,nar,2,v6,0.9999997019767761,2196
llama32_3b,nar,2,v7,0.9999998807907104,2196
llama32_3b,nar,2,v8,0.9999998807907104,2196
llama32_3b,nar,2,top_magnitude_channel,0.7719699740409851,2196
llama32_3b,hadamard,3,v1,0.0011362979421392083,1382
llama32_3b,hadamard,3,v2,0.004370128270238638,1382
llama32_3b,hadamard,3,v3,0.0026542372070252895,1382
llama32_3b,hadamard,3,v4,0.0011683671036735177,1382
llama32_3b,hadamard,3,v5,0.002702620578929782,1382
llama32_3b,hadamard,3,v6,0.0047577000223100185,1382
llama32_3b,hadamard,3,v7,0.0038988159503787756,1382
llama32_3b,hadamard,3,v8,0.0023110867477953434,1382
llama32_3b,hadamard,3,top_magnitude_channel,0.0,1382
llama32_3b,smoothquant_hadamard,3,v1,0.00012086254719179124,1382
llama32_3b,smoothquant_hadamard,3,v2,0.0004563601687550545,1382
llama32_3b,smoothquant_hadamard,3,v3,0.00031526200473308563,1382
llama32_3b,smoothquant_hadamard,3,v4,0.00012213754234835505,1382
llama32_3b,smoothquant_hadamard,3,v5,0.0002659250167198479,1382
llama32_3b,smoothquant_hadamard,3,v6,0.0004406445659697056,1382
llama32_3b,smoothquant_hadamard,3,v7,0.000430036656325683,1382
llama32_3b,smoothquant_hadamard,3,v8,0.00023012985184323043,1382
llama32_3b,smoothquant_hadamard,3,top_magnitude_channel,0.0,1382
llama32_3b,duquant_style,3,v1,0.21383704245090485,1382
llama32_3b,duquant_style,3,v2,0.1530715525150299,1382
llama32_3b,duquant_style,3,v3,0.27862030267715454,1382
llama32_3b,duquant_style,3,v4,0.2910170257091522,1382
llama32_3b,duquant_style,3,v5,0.21689555048942566,1382
llama32_3b,duquant_style,3,v6,0.18047381937503815,1382
llama32_3b,duquant_style,3,v7,0.15066440403461456,1382
llama32_3b,duquant_style,3,v8,0.09246258437633514,1382
llama32_3b,duquant_style,3,top_magnitude_channel,0.9999999403953552,1382
llama32_3b,nar,3,v1,0.9999998211860657,1382
llama32_3b,nar,3,v2,0.9999994039535522,1382
llama32_3b,nar,3,v3,1.0,1382
llama32_3b,nar,3,v4,0.9999999403953552,1382
llama32_3b,nar,3,v5,0.9999998807907104,1382
llama32_3b,nar,3,v6,1.0000003576278687,1382
llama32_3b,nar,3,v7,1.000000238418579,1382
llama32_3b,nar,3,v8,0.9999996423721313,1382
llama32_3b,nar,3,top_magnitude_channel,0.25441816449165344,1382
llama32_3b,hadamard,4,v1,0.0008768041152507067,1382
llama32_3b,hadamard,4,v2,0.002183718141168356,1382
llama32_3b,hadamard,4,v3,0.0013876794837415218,1382
llama32_3b,hadamard,4,v4,0.00100363336969167,1382
llama32_3b,hadamard,4,v5,0.0016909621190279722,1382
llama32_3b,hadamard,4,v6,0.004494381602853537,1382
llama32_3b,hadamard,4,v7,0.0020175797399133444,1382
llama32_3b,hadamard,4,v8,0.002840629545971751,1382
llama32_3b,hadamard,4,top_magnitude_channel,0.0,1382
llama32_3b,smoothquant_hadamard,4,v1,0.00010309038043487817,1382
llama32_3b,smoothquant_hadamard,4,v2,0.0002482812269590795,1382
llama32_3b,smoothquant_hadamard,4,v3,0.00016975743346847594,1382
llama32_3b,smoothquant_hadamard,4,v4,0.00012219781638123095,1382
llama32_3b,smoothquant_hadamard,4,v5,0.0002084384032059461,1382
llama32_3b,smoothquant_hadamard,4,v6,0.0004496526380535215,1382
llama32_3b,smoothquant_hadamard,4,v7,0.00022754099336452782,1382
llama32_3b,smoothquant_hadamard,4,v8,0.00029552821069955826,1382
llama32_3b,smoothquant_hadamard,4,top_magnitude_channel,0.0,1382
llama32_3b,duquant_style,4,v1,0.26977452635765076,1382
llama32_3b,duquant_style,4,v2,0.2703495919704437,1382
llama32_3b,duquant_style,4,v3,0.24867038428783417,1382
llama32_3b,duquant_style,4,v4,0.24696682393550873,1382
llama32_3b,duquant_style,4,v5,0.20451314747333527,1382
llama32_3b,duquant_style,4,v6,0.3013705015182495,1382
llama32_3b,duquant_style,4,v7,0.1462513655424118,1382
llama32_3b,duquant_style,4,v8,0.15823251008987427,1382
llama32_3b,duquant_style,4,top_magnitude_channel,0.9999999403953552,1382
llama32_3b,nar,4,v1,0.9999999403953552,1382
llama32_3b,nar,4,v2,0.9999999403953552,1382
llama32_3b,nar,4,v3,0.9999996423721313,1382
llama32_3b,nar,4,v4,0.9999999403953552,1382
llama32_3b,nar,4,v5,0.9999999403953552,1382
llama32_3b,nar,4,v6,1.0000001192092896,1382
llama32_3b,nar,4,v7,1.000000238418579,1382
llama32_3b,nar,4,v8,1.000000238418579,1382
llama32_3b,nar,4,top_magnitude_channel,0.2500426769256592,1382
llama32_3b,hadamard,5,v1,0.0013637245865538716,1382
llama32_3b,hadamard,5,v2,0.0027911129873245955,1382
llama32_3b,hadamard,5,v3,0.0008688578382134438,1382
llama32_3b,hadamard,5,v4,0.0016956196632236242,1382
llama32_3b,hadamard,5,v5,0.002081651706248522,1382
llama32_3b,hadamard,5,v6,0.0026701632887125015,1382
llama32_3b,hadamard,5,v7,0.0025778261478990316,1382
llama32_3b,hadamard,5,v8,0.001929986639879644,1382
llama32_3b,hadamard,5,top_magnitude_channel,0.0,1382
llama32_3b,smoothquant_hadamard,5,v1,0.00014789198758080602,1382
llama32_3b,smoothquant_hadamard,5,v2,0.0002803555689752102,1382
llama32_3b,smoothquant_hadamard,5,v3,9.721786045702174e-05,1382
llama32_3b,smoothquant_hadamard,5,v4,0.00017388460400979966,1382
llama32_3b,smoothquant_hadamard,5,v5,0.00020674635015893728,1382
llama32_3b,smoothquant_hadamard,5,v6,0.00024256244068965316,1382
llama32_3b,smoothquant_hadamard,5,v7,0.0002675304713193327,1382
llama32_3b,smoothquant_hadamard,5,v8,0.0002123573503922671,1382
llama32_3b,smoothquant_hadamard,5,top_magnitude_channel,0.0,1382
llama32_3b,duquant_style,5,v1,0.20130610466003418,1382
llama32_3b,duquant_style,5,v2,0.216271311044693,1382
llama32_3b,duquant_style,5,v3,0.0984959527850151,1382
llama32_3b,duquant_style,5,v4,0.23034584522247314,1382
llama32_3b,duquant_style,5,v5,0.21576222777366638,1382
llama32_3b,duquant_style,5,v6,0.19657111167907715,1382
llama32_3b,duquant_style,5,v7,0.1473090797662735,1382
llama32_3b,duquant_style,5,v8,0.1834106743335724,1382
llama32_3b,duquant_style,5,top_magnitude_channel,0.9999999403953552,1382
llama32_3b,nar,5,v1,0.9999999403953552,1382
llama32_3b,nar,5,v2,1.000000238418579,1382
llama32_3b,nar,5,v3,1.000000238418579,1382
llama32_3b,nar,5,v4,0.9999999403953552,1382
llama32_3b,nar,5,v5,0.9999999403953552,1382
llama32_3b,nar,5,v6,1.0000007152557373,1382
llama32_3b,nar,5,v7,0.9999997615814209,1382
llama32_3b,nar,5,v8,0.9999999403953552,1382
llama32_3b,nar,5,top_magnitude_channel,0.16846473515033722,1382
llama32_3b,hadamard,6,v1,0.001388734788633883,1382
llama32_3b,hadamard,6,v2,0.0023324955254793167,1382
llama32_3b,hadamard,6,v3,0.001792454393580556,1382
llama32_3b,hadamard,6,v4,0.0009486821945756674,1382
llama32_3b,hadamard,6,v5,0.0025150023866444826,1382
llama32_3b,hadamard,6,v6,0.0010477090254426003,1382
llama32_3b,hadamard,6,v7,0.0026996759697794914,1382
llama32_3b,hadamard,6,v8,0.001886141486465931,1382
llama32_3b,hadamard,6,top_magnitude_channel,0.0,1382
llama32_3b,smoothquant_hadamard,6,v1,0.00012201281788293272,1382
llama32_3b,smoothquant_hadamard,6,v2,0.00022076003369875252,1382
llama32_3b,smoothquant_hadamard,6,v3,0.00016798368596937507,1382
llama32_3b,smoothquant_hadamard,6,v4,9.096323628909886e-05,1382
llama32_3b,smoothquant_hadamard,6,v5,0.0002274711150676012,1382
llama32_3b,smoothquant_hadamard,6,v6,9.770377801032737e-05,1382
llama32_3b,smoothquant_hadamard,6,v7,0.0002683194470591843,1382
llama32_3b,smoothquant_hadamard,6,v8,0.0001791161048458889,1382
llama32_3b,smoothquant_hadamard,6,top_magnitude_channel,0.0,1382
llama32_3b,duquant_style,6,v1,0.3155516982078552,1382
llama32_3b,duquant_style,6,v2,0.29309332370758057,1382
llama32_3b,duquant_style,6,v3,0.24143269658088684,1382
llama32_3b,duquant_style,6,v4,0.3370800018310547,1382
llama32_3b,duquant_style,6,v5,0.3424738347530365,1382
llama32_3b,duquant_style,6,v6,0.2561306059360504,1382
llama32_3b,duquant_style,6,v7,0.23086002469062805,1382
llama32_3b,duquant_style,6,v8,0.3923371136188507,1382
llama32_3b,duquant_style,6,top_magnitude_channel,0.9999999403953552,1382
llama32_3b,nar,6,v1,0.9999999403953552,1382
llama32_3b,nar,6,v2,0.9999999403953552,1382
llama32_3b,nar,6,v3,1.0000001192092896,1382
llama32_3b,nar,6,v4,0.9999999403953552,1382
llama32_3b,nar,6,v5,1.0,1382
llama32_3b,nar,6,v6,1.0000003576278687,1382
llama32_3b,nar,6,v7,1.0,1382
llama32_3b,nar,6,v8,0.9999995827674866,1382
llama32_3b,nar,6,top_magnitude_channel,0.2984323501586914,1382
llama32_3b,hadamard,7,v1,0.0023990562185645103,1382
llama32_3b,hadamard,7,v2,0.0023323080968111753,1382
llama32_3b,hadamard,7,v3,0.000699549971614033,1382
llama32_3b,hadamard,7,v4,0.001870526815764606,1382
llama32_3b,hadamard,7,v5,0.0031410432420670986,1382
llama32_3b,hadamard,7,v6,0.002662158105522394,1382
llama32_3b,hadamard,7,v7,0.0031424069311469793,1382
llama32_3b,hadamard,7,v8,0.0012105093337595463,1382
llama32_3b,hadamard,7,top_magnitude_channel,0.0,1382
llama32_3b,smoothquant_hadamard,7,v1,0.00019561301451176405,1382
llama32_3b,smoothquant_hadamard,7,v2,0.00023448064166586846,1382
llama32_3b,smoothquant_hadamard,7,v3,6.11444775131531e-05,1382
llama32_3b,smoothquant_hadamard,7,v4,0.00018305605044588447,1382
llama32_3b,smoothquant_hadamard,7,v5,0.00029521656688302755,1382
llama32_3b,smoothquant_hadamard,7,v6,0.00025273420033045113,1382
llama32_3b,smoothquant_hadamard,7,v7,0.00028825743356719613,1382
llama32_3b,smoothquant_hadamard,7,v8,0.00010977018246194348,1382
llama32_3b,smoothquant_hadamard,7,top_magnitude_channel,0.0,1382
llama32_3b,duquant_style,7,v1,0.36962661147117615,1382
llama32_3b,duquant_style,7,v2,0.3995761275291443,1382
llama32_3b,duquant_style,7,v3,0.30608463287353516,1382
llama32_3b,duquant_style,7,v4,0.3028537929058075,1382
llama32_3b,duquant_style,7,v5,0.3787342309951782,1382
llama32_3b,duquant_style,7,v6,0.31526070833206177,1382
llama32_3b,duquant_style,7,v7,0.3554086685180664,1382
llama32_3b,duquant_style,7,v8,0.32316070795059204,1382
llama32_3b,duquant_style,7,top_magnitude_channel,0.9999999403953552,1382
llama32_3b,nar,7,v1,1.000000238418579,1382
llama32_3b,nar,7,v2,0.9999996423721313,1382
llama32_3b,nar,7,v3,0.9999998807907104,1382
llama32_3b,nar,7,v4,0.9999999403953552,1382
llama32_3b,nar,7,v5,0.9999997019767761,1382
llama32_3b,nar,7,v6,1.0000001192092896,1382
llama32_3b,nar,7,v7,0.9999998211860657,1382
llama32_3b,nar,7,v8,1.0000001192092896,1382
llama32_3b,nar,7,top_magnitude_channel,0.3232403099536896,1382
llama32_3b,hadamard,8,v1,0.0010642152046784759,1382
llama32_3b,hadamard,8,v2,0.002324177883565426,1382
llama32_3b,hadamard,8,v3,0.0029744752682745457,1382
llama32_3b,hadamard,8,v4,0.0025498922914266586,1382
llama32_3b,hadamard,8,v5,0.0032884718384593725,1382
llama32_3b,hadamard,8,v6,0.0017986876191571355,1382
llama32_3b,hadamard,8,v7,0.002370394766330719,1382
llama32_3b,hadamard,8,v8,0.0013232899364084005,1382
llama32_3b,hadamard,8,top_magnitude_channel,0.0,1382
llama32_3b,smoothquant_hadamard,8,v1,9.844594023888931e-05,1382
llama32_3b,smoothquant_hadamard,8,v2,0.00021085483604110777,1382
llama32_3b,smoothquant_hadamard,8,v3,0.0002586452174000442,1382
llama32_3b,smoothquant_hadamard,8,v4,0.0002532669750507921,1382
llama32_3b,smoothquant_hadamard,8,v5,0.0003084719355683774,1382
llama32_3b,smoothquant_hadamard,8,v6,0.0001658842811593786,1382
llama32_3b,smoothquant_hadamard,8,v7,0.00021957002172712237,1382
llama32_3b,smoothquant_hadamard,8,v8,0.00012789815082214773,1382
llama32_3b,smoothquant_hadamard,8,top_magnitude_channel,0.0,1382
llama32_3b,duquant_style,8,v1,0.4733361303806305,1382
llama32_3b,duquant_style,8,v2,0.5363507270812988,1382
llama32_3b,duquant_style,8,v3,0.41886603832244873,1382
llama32_3b,duquant_style,8,v4,0.3837490379810333,1382
llama32_3b,duquant_style,8,v5,0.49203771352767944,1382
llama32_3b,duquant_style,8,v6,0.5913494825363159,1382
llama32_3b,duquant_style,8,v7,0.42186638712882996,1382
llama32_3b,duquant_style,8,v8,0.43523108959198,1382
llama32_3b,duquant_style,8,top_magnitude_channel,0.9999999403953552,1382
llama32_3b,nar,8,v1,1.000000238418579,1382
llama32_3b,nar,8,v2,0.9999998807907104,1382
llama32_3b,nar,8,v3,0.9999999403953552,1382
llama32_3b,nar,8,v4,0.9999998211860657,1382
llama32_3b,nar,8,v5,0.9999997019767761,1382
llama32_3b,nar,8,v6,0.9999997615814209,1382
llama32_3b,nar,8,v7,1.0,1382
llama32_3b,nar,8,v8,0.9999999403953552,1382
llama32_3b,nar,8,top_magnitude_channel,0.2698529362678528,1382
llama32_3b,hadamard,9,v1,0.001230198540724814,1999
llama32_3b,hadamard,9,v2,0.0011609245557338,1999
llama32_3b,hadamard,9,v3,0.0026502939872443676,1999
llama32_3b,hadamard,9,v4,0.00468883290886879,1999
llama32_3b,hadamard,9,v5,0.0017587430775165558,1999
llama32_3b,hadamard,9,v6,0.0009568751556798816,1999
llama32_3b,hadamard,9,v7,0.0025994586758315563,1999
llama32_3b,hadamard,9,v8,0.002457160735502839,1999
llama32_3b,hadamard,9,top_magnitude_channel,0.0,1999
llama32_3b,smoothquant_hadamard,9,v1,0.00011961830023210496,1999
llama32_3b,smoothquant_hadamard,9,v2,0.00010877879685722291,1999
llama32_3b,smoothquant_hadamard,9,v3,0.00024818809470161796,1999
llama32_3b,smoothquant_hadamard,9,v4,0.0004643657011911273,1999
llama32_3b,smoothquant_hadamard,9,v5,0.00016905854863580316,1999
llama32_3b,smoothquant_hadamard,9,v6,9.243566455552354e-05,1999
llama32_3b,smoothquant_hadamard,9,v7,0.000245702889515087,1999
llama32_3b,smoothquant_hadamard,9,v8,0.000244564755121246,1999
llama32_3b,smoothquant_hadamard,9,top_magnitude_channel,0.0,1999
llama32_3b,duquant_style,9,v1,0.534671425819397,1999
llama32_3b,duquant_style,9,v2,0.5873624086380005,1999
llama32_3b,duquant_style,9,v3,0.48993775248527527,1999
llama32_3b,duquant_style,9,v4,0.45216870307922363,1999
llama32_3b,duquant_style,9,v5,0.5402258634567261,1999
llama32_3b,duquant_style,9,v6,0.6395437717437744,1999
llama32_3b,duquant_style,9,v7,0.4980432093143463,1999
llama32_3b,duquant_style,9,v8,0.5991573929786682,1999
llama32_3b,duquant_style,9,top_magnitude_channel,0.9999999403953552,1999
llama32_3b,nar,9,v1,1.000000238418579,1999
llama32_3b,nar,9,v2,1.0,1999
llama32_3b,nar,9,v3,1.000000238418579,1999
llama32_3b,nar,9,v4,1.000000238418579,1999
llama32_3b,nar,9,v5,0.9999998807907104,1999
llama32_3b,nar,9,v6,1.0000001192092896,1999
llama32_3b,nar,9,v7,0.9999995827674866,1999
llama32_3b,nar,9,v8,0.9999999403953552,1999
llama32_3b,nar,9,top_magnitude_channel,0.49029961228370667,1999
llama32_3b,hadamard,10,v1,0.000915791024453938,1999
llama32_3b,hadamard,10,v2,0.0012066110502928495,1999
llama32_3b,hadamard,10,v3,0.0019674061331897974,1999
llama32_3b,hadamard,10,v4,0.0035018690396100283,1999
llama32_3b,hadamard,10,v5,0.0012730391463264823,1999
llama32_3b,hadamard,10,v6,0.0011310507543385029,1999
llama32_3b,hadamard,10,v7,0.00187330087646842,1999
llama32_3b,hadamard,10,v8,0.002954295836389065,1999
llama32_3b,hadamard,10,top_magnitude_channel,0.0,1999
llama32_3b,smoothquant_hadamard,10,v1,8.397538476856425e-05,1999
llama32_3b,smoothquant_hadamard,10,v2,0.00011744946823455393,1999
llama32_3b,smoothquant_hadamard,10,v3,0.0001762764441082254,1999
llama32_3b,smoothquant_hadamard,10,v4,0.00032176595414057374,1999
llama32_3b,smoothquant_hadamard,10,v5,0.00011647018254734576,1999
llama32_3b,smoothquant_hadamard,10,v6,0.00011492706835269928,1999
llama32_3b,smoothquant_hadamard,10,v7,0.0001717714185360819,1999
llama32_3b,smoothquant_hadamard,10,v8,0.0002628285437822342,1999
llama32_3b,smoothquant_hadamard,10,top_magnitude_channel,0.0,1999
llama32_3b,duquant_style,10,v1,0.48239460587501526,1999
llama32_3b,duquant_style,10,v2,0.6203703880310059,1999
llama32_3b,duquant_style,10,v3,0.5468379259109497,1999
llama32_3b,duquant_style,10,v4,0.5236610770225525,1999
llama32_3b,duquant_style,10,v5,0.5013391971588135,1999
llama32_3b,duquant_style,10,v6,0.6947369575500488,1999
llama32_3b,duquant_style,10,v7,0.6304187178611755,1999
llama32_3b,duquant_style,10,v8,0.6075694561004639,1999
llama32_3b,duquant_style,10,top_magnitude_channel,0.9999999403953552,1999
llama32_3b,nar,10,v1,1.000000238418579,1999
llama32_3b,nar,10,v2,0.9999997615814209,1999
llama32_3b,nar,10,v3,0.9999997615814209,1999
llama32_3b,nar,10,v4,1.0,1999
llama32_3b,nar,10,v5,0.9999998211860657,1999
llama32_3b,nar,10,v6,0.9999999403953552,1999
llama32_3b,nar,10,v7,0.9999999403953552,1999
llama32_3b,nar,10,v8,0.9999997019767761,1999
llama32_3b,nar,10,top_magnitude_channel,0.5707617998123169,1999
llama32_3b,hadamard,11,v1,0.002277287421748042,2154
llama32_3b,hadamard,11,v2,0.0012041330337524414,2154
llama32_3b,hadamard,11,v3,0.0035647337790578604,2154
llama32_3b,hadamard,11,v4,0.002533926861360669,2154
llama32_3b,hadamard,11,v5,0.001511665410362184,2154
llama32_3b,hadamard,11,v6,0.002072153612971306,2154
llama32_3b,hadamard,11,v7,0.0015441469149664044,2154
llama32_3b,hadamard,11,v8,0.0016830841777846217,2154
llama32_3b,hadamard,11,top_magnitude_channel,0.0,2154
llama32_3b,smoothquant_hadamard,11,v1,0.00018728207214735448,2154
llama32_3b,smoothquant_hadamard,11,v2,0.00010488484258530661,2154
llama32_3b,smoothquant_hadamard,11,v3,0.0002676997391972691,2154
llama32_3b,smoothquant_hadamard,11,v4,0.00022418631124310195,2154
llama32_3b,smoothquant_hadamard,11,v5,0.00013192370533943176,2154
llama32_3b,smoothquant_hadamard,11,v6,0.00016959646018221974,2154
llama32_3b,smoothquant_hadamard,11,v7,0.0001293169625569135,2154
llama32_3b,smoothquant_hadamard,11,v8,0.00014460537931881845,2154
llama32_3b,smoothquant_hadamard,11,top_magnitude_channel,0.0,2154
llama32_3b,duquant_style,11,v1,0.37736719846725464,2154
llama32_3b,duquant_style,11,v2,0.6113573908805847,2154
llama32_3b,duquant_style,11,v3,0.49808186292648315,2154
llama32_3b,duquant_style,11,v4,0.43862709403038025,2154
llama32_3b,duquant_style,11,v5,0.46298906207084656,2154
llama32_3b,duquant_style,11,v6,0.5736232399940491,2154
llama32_3b,duquant_style,11,v7,0.5681828856468201,2154
llama32_3b,duquant_style,11,v8,0.5361435413360596,2154
llama32_3b,duquant_style,11,top_magnitude_channel,0.9999999403953552,2154
llama32_3b,nar,11,v1,0.9999999403953552,2154
llama32_3b,nar,11,v2,1.0000001192092896,2154
llama32_3b,nar,11,v3,1.000000238418579,2154
llama32_3b,nar,11,v4,1.0000001192092896,2154
llama32_3b,nar,11,v5,0.9999998807907104,2154
llama32_3b,nar,11,v6,0.9999999403953552,2154
llama32_3b,nar,11,v7,0.9999998211860657,2154
llama32_3b,nar,11,v8,0.9999998807907104,2154
llama32_3b,nar,11,top_magnitude_channel,0.6103156208992004,2154
llama32_3b,hadamard,12,v1,0.0005175329279154539,882
llama32_3b,hadamard,12,v2,0.0008639080915600061,882
llama32_3b,hadamard,12,v3,0.0018845230806618929,882
llama32_3b,hadamard,12,v4,0.0036895382218062878,882
llama32_3b,hadamard,12,v5,0.0020917700603604317,882
llama32_3b,hadamard,12,v6,0.0013780249282717705,882
llama32_3b,hadamard,12,v7,0.0017723748460412025,882
llama32_3b,hadamard,12,v8,0.0014951545745134354,882
llama32_3b,hadamard,12,top_magnitude_channel,0.0,882
llama32_3b,smoothquant_hadamard,12,v1,4.004531729151495e-05,882
llama32_3b,smoothquant_hadamard,12,v2,6.912861135788262e-05,882
llama32_3b,smoothquant_hadamard,12,v3,0.000137959563289769,882
llama32_3b,smoothquant_hadamard,12,v4,0.00022917089518159628,882
llama32_3b,smoothquant_hadamard,12,v5,0.00013050835696049035,882
llama32_3b,smoothquant_hadamard,12,v6,0.00011099636321887374,882
llama32_3b,smoothquant_hadamard,12,v7,0.00012466740736272186,882
llama32_3b,smoothquant_hadamard,12,v8,0.00010863514035008848,882
