model,source_row,seed,chunk,fp64_mean_of_token_losses,frozen_fp32_chunk_nll,difference,interpretation
llama32_3b,Q1_hadamard,0,51,1.8432926315460858,1.8432925939559937,3.759009215009712e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,52,1.689561001501679,1.689560890197754,1.1130392518765575e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,53,1.907356653857338,1.9073567390441895,-8.518685135072701e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,54,1.6403879716030356,1.640388011932373,-4.032933742514899e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,55,1.6135032986563582,1.613503336906433,-3.825007488522658e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,56,1.8428483673841667,1.842848300933838,6.645032879504242e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,57,1.8194261543369528,1.8194260597229004,9.461405237054521e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,58,2.200405171755726,2.2004048824310303,2.8932469575693176e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,59,2.3607549316197827,2.360755205154419,-2.735346362747748e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,60,2.3689321732681816,2.3689322471618652,-7.389368361643278e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,61,2.479435244081387,2.479435443878174,-1.9979678667070289e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,62,1.5209953782124295,1.5209953784942627,-2.8183322342556494e-10,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q1_hadamard,0,63,1.9069330622874856,1.906933069229126,-6.941640373625546e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,0,1.8305929159915508,1.8305928707122803,4.5279270555198536e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,1,2.431970067526614,2.4319703578948975,-2.903682836397081e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,2,2.509207798883416,2.5092079639434814,-1.650600656155632e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,3,2.024763017998044,2.0247631072998047,-8.930176065291562e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,4,1.9372422181279103,1.9372421503067017,6.782120864912144e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,5,1.560482769348168,1.5604827404022217,2.8945946306535575e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,6,1.6754763879477845,1.6754764318466187,-4.389883412336815e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,7,1.9268195836329816,1.9268195629119873,2.0720994253764502e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,8,2.254621752443554,2.254621744155884,8.287670105744382e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,9,1.9842649182896135,1.9842650890350342,-1.7074542069117626e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,10,1.9040949354739667,1.904094934463501,1.0104657111043025e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,11,2.2599229923817488,2.259922981262207,1.111954173182994e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,12,2.1319515509464275,2.131951332092285,2.1885414236422207e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,13,2.282654504184975,2.2826545238494873,-1.966451224078014e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,14,2.2055797176792225,2.2055795192718506,1.9840737186527235e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,15,2.410096636465405,2.4100966453552246,-8.88981954716428e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,16,2.1443110324389276,2.1443111896514893,-1.5721256163558905e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,17,2.156895199024558,2.1568949222564697,2.767680884474544e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,18,1.9701956130673897,1.9701956510543823,-3.798699266255312e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,19,2.1199833086873374,2.119983434677124,-1.2598978660349758e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,20,2.2390457118907348,2.2390458583831787,-1.4649244395315009e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,21,2.166943788443573,2.1669437885284424,-8.486944480523562e-11,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,22,2.2210369690429625,2.221036911010742,5.803222036249167e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,23,2.246658405109454,2.2466585636138916,-1.5850443757514654e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,24,2.285287376831545,2.285287380218506,-3.386960933937644e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,25,2.349935789434658,2.34993577003479,1.9399867934311033e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,26,2.4342530980300454,2.434252977371216,1.2065882959433338e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,27,2.2284696747502517,2.2284698486328125,-1.73882560794425e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,28,2.0071274698948534,2.007127523422241,-5.352738785546762e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,29,1.8158316178781353,1.8158316612243652,-4.334622993873438e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,30,1.69967468238951,1.6996746063232422,7.60662677290469e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,31,1.7265053962096346,1.7265053987503052,-2.540670562822811e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,32,2.0312462552187713,2.0312461853027344,6.991603695993831e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,33,1.9834190509113243,1.9834190607070923,-9.79576797455195e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
