model,model_id,site,method,seed,sequence,nll,tokens_scored,weight_fold_max_relative_error
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,7,1.3095358610153198,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,8,1.635725975036621,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,9,1.609364628791809,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,10,1.5227997303009033,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,11,1.3102561235427856,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,12,1.546302080154419,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,13,1.703718900680542,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,14,1.6588115692138672,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,15,1.8709756135940552,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,16,1.4780203104019165,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,17,1.1120160818099976,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,18,0.9031561017036438,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,19,0.5379850268363953,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,20,0.797092080116272,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,21,0.7562243342399597,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,22,0.636996328830719,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,23,0.7085921764373779,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,24,1.0330013036727905,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,25,1.6262751817703247,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,26,1.9566646814346313,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,27,1.765551209449768,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,28,1.5218614339828491,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,29,1.4105596542358398,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,30,1.1888830661773682,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,31,1.2670505046844482,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,32,1.601326584815979,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,33,1.524182677268982,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,34,1.6544520854949951,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,35,1.0869675874710083,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,36,0.6248357892036438,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,37,0.5617285966873169,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,38,0.625354528427124,2047,0.004401605110615492
