model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize,act_order,hessian_diag_max_over_median,hessian_diag_mean_over_median,damp_over_median_diag,null_slot_diag_share,null_slot_baseline,rows_clipped,mean_shrink,clipped_row_null_slot_mass_share,unclipped_row_null_slot_mass_share
qwen3_8b_base,hadamard,4,0,self_attn.v_proj,4096,1024,128,0,40.95962905883789,-1,128,True,6.687691356218989,1.245606760417819,0.01245606760417819,0.007542165357140835,0.0078125,1024,0.6689941883087158,0.007908709347248077,nan
qwen3_8b_base,hadamard,4,0,self_attn.q_proj,4096,4096,128,0,40.95962905883789,-1,128,True,6.687691356218989,1.245606760417819,0.01245606760417819,0.007542165357140835,0.0078125,4096,0.6663842797279358,0.007802894804626703,nan
qwen3_8b_base,hadamard,4,1,self_attn.o_proj,4096,4096,128,0,0.06306489557027817,-1,128,True,8.91418552052932,1.4599446143119912,0.014599446143119912,0.006926963900154442,0.0078125,4096,0.6625512838363647,0.007860135287046432,nan
qwen3_8b_base,hadamard,4,2,mlp.up_proj,4096,12288,128,0,40.959686279296875,-1,128,True,6.502097151483784,1.2533519162430329,0.01253351916243033,0.007623675235684524,0.0078125,12288,0.6724454760551453,0.008017794229090214,nan
qwen3_8b_base,hadamard,4,2,mlp.gate_proj,4096,12288,128,0,40.959686279296875,-1,128,True,6.502097151483784,1.2533519162430329,0.01253351916243033,0.007623675235684524,0.0078125,12288,0.6710758209228516,0.007725297473371029,nan
qwen3_8b_base,hadamard,4,3,mlp.down_proj,12288,4096,128,0,0.18212272226810455,-1,128,True,1.6260276563222371,1.0150434311264964,0.010150434311264963,0.007892480586256209,0.0078125,4096,0.6236474514007568,0.007796379737555981,nan
qwen3_8b_base,hadamard,5,0,self_attn.k_proj,4096,1024,128,0,40.95980453491211,-1,128,True,5.172580016369123,1.17573008088763,0.011757300808876301,0.0078092580510454165,0.0078125,1024,0.6649414300918579,0.007764435838907957,nan
qwen3_8b_base,hadamard,5,0,self_attn.v_proj,4096,1024,128,0,40.95980453491211,-1,128,True,5.172580016369123,1.17573008088763,0.011757300808876301,0.0078092580510454165,0.0078125,1024,0.6654492616653442,0.007752046454697847,nan
qwen3_8b_base,hadamard,5,0,self_attn.q_proj,4096,4096,128,0,40.95980453491211,-1,128,True,5.172580016369123,1.17573008088763,0.011757300808876301,0.0078092580510454165,0.0078125,4096,0.6662182211875916,0.007862585596740246,nan
qwen3_8b_base,hadamard,5,1,self_attn.o_proj,4096,4096,128,0,0.10186890512704849,-1,128,True,9.63706216842339,1.5951188309194766,0.01595118830919477,0.007198049116341641,0.0078125,4096,0.6653686165809631,0.00793884415179491,nan
qwen3_8b_base,hadamard,5,2,mlp.up_proj,4096,12288,128,0,40.95983123779297,-1,128,True,5.310219140229204,1.186764141235084,0.011867641412350841,0.007874621799522887,0.0078125,12288,0.6659326553344727,0.007818518206477165,nan
qwen3_8b_base,hadamard,5,2,mlp.gate_proj,4096,12288,128,0,40.95983123779297,-1,128,True,5.310219140229204,1.186764141235084,0.011867641412350841,0.007874621799522887,0.0078125,12288,0.667854905128479,0.00782910455018282,nan
qwen3_8b_base,hadamard,5,3,mlp.down_proj,12288,4096,128,0,0.26473507285118103,-1,128,True,1.3606170114578608,1.007904206661949,0.01007904206661949,0.007840482177047086,0.0078125,4096,0.6222314238548279,0.00782355573028326,nan
qwen3_8b_base,hadamard,6,0,self_attn.k_proj,4096,1024,128,0,40.95988845825195,-1,128,True,4.411602035787918,1.1422385415442593,0.011422385415442594,0.007964986794554743,0.0078125,1024,0.6653906106948853,0.00793815590441227,nan
