panel,method,line_index,line_mean,line_max,tokens
a,raw,457,0.06271815299987793,0.439453125,512
a,raw,458,0.06433653831481934,0.62109375,512
a,raw,459,0.11097801476716995,0.69140625,512
a,raw,460,0.06853783130645752,0.89453125,512
a,raw,461,1.059823751449585,4.5,512
a,raw,462,0.3741123080253601,2.34375,512
a,raw,463,0.05921733379364014,0.26953125,512
a,raw,464,0.051012542098760605,0.81640625,512
a,raw,465,0.3716694116592407,2.859375,512
a,raw,466,0.23494195938110352,1.125,512
a,raw,467,0.06368981301784515,1.7578125,512
a,raw,468,0.09845348447561264,1.125,512
a,raw,469,0.8188683390617371,3.421875,512
a,raw,470,0.05314125120639801,0.30078125,512
a,raw,471,0.07878060638904572,0.984375,512
a,raw,472,0.28795841336250305,1.03125,512
a,raw,473,0.06500601023435593,0.7890625,512
a,raw,474,0.05244593322277069,0.7734375,512
a,raw,475,0.05983714386820793,0.62109375,512
a,raw,476,0.046624332666397095,0.59375,512
a,raw,477,0.04879854619503021,0.73828125,512
a,raw,478,0.202943354845047,0.5546875,512
a,raw,479,0.44279447197914124,1.4375,512
a,raw,480,0.057664476335048676,0.69921875,512
a,raw,481,0.057392995804548264,0.8671875,512
a,raw,482,0.05956294760107994,0.404296875,512
a,raw,483,0.20733477175235748,1.53125,512
a,raw,484,0.05665223300457001,0.34765625,512
a,raw,485,0.0519414022564888,0.69140625,512
a,raw,486,0.32136237621307373,0.83203125,512
a,raw,487,0.07304701954126358,0.7109375,512
a,raw,488,0.24848738312721252,1.2578125,512
a,raw,489,0.054484397172927856,0.625,512
a,raw,490,0.04600336402654648,0.6171875,512
a,raw,491,0.3776434659957886,2.1875,512
a,raw,492,0.09398284554481506,0.9375,512
a,raw,493,0.0714365616440773,0.46484375,512
a,raw,494,0.0732046440243721,3.4375,512
a,raw,495,0.09417262673377991,0.6796875,512
a,raw,496,0.06079842895269394,0.71875,512
a,raw,497,0.06872127950191498,1.2265625,512
a,raw,498,0.0750725120306015,0.83984375,512
a,raw,499,0.08523594588041306,0.71875,512
a,raw,500,0.04737067222595215,0.87890625,512
a,raw,501,0.3910006284713745,0.9296875,512
a,raw,502,0.365970253944397,2.875,512
a,raw,503,0.07617852091789246,0.52734375,512
a,raw,504,0.04685414582490921,0.40234375,512
a,raw,505,0.18209895491600037,1.234375,512
a,raw,506,0.10303328931331635,0.5078125,512
a,raw,507,0.05691279098391533,0.9921875,512
a,raw,508,0.06064910069108009,0.54296875,512
a,raw,509,0.0883353054523468,0.94140625,512
