model,source_family,source_artifact,site,layer,group_size,configuration,method,absorbed_energy_fraction,sqrt_one_minus_f,range_ratio_vs_hadamard,range_ratio_definition
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k18,nar,0.177684148747113,0.9068163271869816,0.8157999437334758,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k19,nar,0.1810584995146049,0.9049538664956324,0.8145039754217592,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k20,nar,0.1842759028366677,0.9031744555529304,0.8127518806126658,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k21,nar,0.187450196436061,0.9014154444893536,0.81116099259264,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k22,nar,0.1905465044763394,0.899696335172963,0.8096234139074224,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k23,nar,0.1934903127125827,0.898058844000446,0.8090544346652941,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k24,nar,0.1963487304329508,0.896465989074348,0.8075119006895847,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k25,nar,0.1991612580101716,0.8948959391961886,0.8061133898343015,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k26,nar,0.2018837274579014,0.893373534722234,0.8051838732468661,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k27,nar,0.2044731718244373,0.8919231066496498,0.8043278867764077,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k28,nar,0.2070111194430137,0.8904992310816368,0.8029466395138061,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k29,nar,0.2095246207151633,0.8890868232545327,0.8018858077283351,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k30,nar,0.2119821864279495,0.8877036744162156,0.8005211047420532,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k31,nar,0.2143488486605577,0.8863696471221486,0.7993541338312069,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k32,nar,0.216671127801673,0.8850586829122276,0.7984453175701813,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k33,nar,0.2189626790788328,0.8837631588390451,0.7977196072852362,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k34,nar,0.2211988354468669,0.8824971187222841,0.7968678567889078,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k35,nar,0.2234139617820422,0.8812411918526946,0.7959908502958788,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k36,nar,0.2255427722166907,0.8800325151852681,0.7950117008794841,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k37,nar,0.22762586095581,0.8788481888495816,0.7938634321940428,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k38,nar,0.2296654637665416,0.8776870377494808,0.793072983436542,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k39,nar,0.2316424688527181,0.8765600556421003,0.7923419182409039,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k40,nar,0.2335671256193427,0.8754615207881253,0.7911546466238487,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k41,nar,0.2354723471500591,0.8743727196395944,0.790790033152492,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k42,nar,0.2373005029847858,0.8733266840164763,0.789690997675809,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k43,nar,0.239070560438749,0.8723126959761912,0.7889087011704077,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k44,nar,0.240837432076662,0.8712993560902809,0.7880329734620217,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k45,nar,0.2425439550934165,0.8703195073687499,0.7873499426145392,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k46,nar,0.2441960363956838,0.8693698658248491,0.7867496331486555,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k47,nar,0.2458339735894277,0.868427329377981,0.7859332090780922,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k48,nar,0.2474505725240764,0.8674960677005537,0.7851748897847486,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k49,nar,0.2490316926974643,0.8665842759377392,0.7846686509141712,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k50,nar,0.2505694118266913,0.8656965912912611,0.7838340840864841,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k51,nar,0.2520679493609308,0.8648306485313001,0.783115886661317,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k52,nar,0.2535348204776192,0.8639821638913506,0.7825990178933941,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k53,nar,0.2549682816320831,0.8631521988432381,0.7818559640917273,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k54,nar,0.2563856346392039,0.86233077491227,0.7813001723162307,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k55,nar,0.2577865808580456,0.861518089851835,0.7805931642566906,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k56,nar,0.2591540657546916,0.8607240755580783,0.7800849272851083,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k57,nar,0.2604841833593307,0.8599510547936255,0.7795171469035829,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k58,nar,0.2618022056299674,0.8591843774010516,0.7789039696672283,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k59,nar,0.2631020644240296,0.8584275948360295,0.778330354830769,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k60,nar,0.2643812522502428,0.8576821950756336,0.7776335770483733,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k61,nar,0.2656120607984111,0.8569643745229955,0.7774559059070261,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k62,nar,0.2668254309516973,0.8562561351887078,0.7770497319347692,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k63,nar,0.26802253339124,0.8555568167040456,0.7764534186708952,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,15,128,nar_k64,nar,0.2691869166236819,0.8548760631672395,0.7761692087839718,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k0,nar,0.0,1.0,0.8936594972158975,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k1,nar,0.0697976197603789,0.9644699996576468,0.8595911893856005,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k2,nar,0.0806615571384691,0.9588213821466076,0.8539224608472173,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k3,nar,0.0909812249281595,0.9534247610964592,0.849513359686768,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k4,nar,0.1005065989182803,0.948416259393374,0.845502137994133,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k5,nar,0.1090754520446423,0.9438879954503911,0.8414156856278769,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k6,nar,0.1162395495748267,0.9400853420967552,0.8385195478960786,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k7,nar,0.1227858076209433,0.936597134513584,0.8354236597550107,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k8,nar,0.1286688992768928,0.933451177471595,0.8323554156437971,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k9,nar,0.1340094658278739,0.9305861239950476,0.829812651302423,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k10,nar,0.1391479323092558,0.9278211399244708,0.8274356700726382,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k11,nar,0.1440812272181676,0.9251587824702484,0.8252028269222694,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k12,nar,0.1487296374566055,0.9226431393249476,0.823135442613345,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k13,nar,0.1529059474412032,0.9203771251822792,0.8219948223785961,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k14,nar,0.1569001127079307,0.9182047088161056,0.8206907699908086,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k15,nar,0.1607882053847452,0.9160850367816596,0.8193002996094004,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k16,nar,0.1645806440925614,0.9140127766653148,0.8174723077349617,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k17,nar,0.1682607632783336,0.9119973885498064,0.8160665966567424,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k18,nar,0.1717949847344242,0.910057698866163,0.8145278537515706,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k19,nar,0.1752578281776619,0.908153165397962,0.8128733464046629,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k20,nar,0.1786343913507474,0.9062922313742144,0.8113973497725326,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k21,nar,0.1818112076544294,0.9045378888391412,0.8100623295859054,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k22,nar,0.1849556619880846,0.902798060483027,0.8085635529760947,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k23,nar,0.1879048726976927,0.9011632079164724,0.8072653374509157,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k24,nar,0.1907486677326459,0.8995839773291618,0.8058970795744345,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k25,nar,0.19355201801871,0.8980244885198232,0.8045134188660695,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k26,nar,0.1962850052833665,0.8965015307943615,0.803165914278863,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k27,nar,0.1989454978061624,0.8950164815207805,0.8020192950464331,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k28,nar,0.2015926817594072,0.8935364112561909,0.8007419949456013,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k29,nar,0.2040931399651976,0.8921361219201935,0.7995769733824473,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k30,nar,0.2065114539227497,0.8907797404955112,0.7984938300308853,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k31,nar,0.2087754722849275,0.8895080256608551,0.7974319263738151,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k32,nar,0.2110162445716779,0.8882475755262843,0.7964868410364517,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k33,nar,0.2131677997644813,0.8870356251219669,0.7956849209680696,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k34,nar,0.2152936758106896,0.885836510982309,0.7945844291637544,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k35,nar,0.2173762147137872,0.8846602654613877,0.7940461407231906,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k36,nar,0.2193923023334167,0.8835200607041038,0.7929231121438035,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k37,nar,0.2214001376069039,0.8823830587636506,0.792050420116293,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k38,nar,0.2233591414302673,0.8812722953603686,0.7910159983540048,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k39,nar,0.2252737941841571,0.8801853246992039,0.7904041005905447,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k40,nar,0.227152210888509,0.8791176196115574,0.7895066829644842,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k41,nar,0.2290119431874094,0.8780592558663627,0.7886857120250882,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k42,nar,0.230803998043737,0.8770381986870714,0.7880430085978608,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k43,nar,0.2325526805179263,0.8760407065211488,0.7875671421601937,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k44,nar,0.2342937497408248,0.8750464274878077,0.7867500624625368,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k45,nar,0.2360123427259486,0.874063874824976,0.7860286424576305,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k46,nar,0.237697467571048,0.87309938290492,0.7854452804669231,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k47,nar,0.2393561151003631,0.8721490038403052,0.7845895315544846,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k48,nar,0.2409788869655658,0.8712181776308585,0.7840810759672533,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k49,nar,0.2425688817787897,0.8703051868288562,0.7833101236977109,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k50,nar,0.244153095492682,0.8693945620414921,0.7827143583739604,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k51,nar,0.245675116891774,0.8685187868481752,0.7821650447484694,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k52,nar,0.2471932877514044,0.8676443466355299,0.7815664420609508,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k53,nar,0.2486616924366874,0.8667977316325376,0.7808446167183635,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k54,nar,0.2500876224414909,0.8659748134665979,0.7804360363357669,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k55,nar,0.2514980824621888,0.8651600531334137,0.7798872091154931,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k56,nar,0.2528923495943572,0.864353891878577,0.7792297513966722,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k57,nar,0.2542558608344559,0.8635647857373204,0.7787068657879919,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k58,nar,0.2555836887879177,0.8627956369917978,0.7783281182587277,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k59,nar,0.2568910647919591,0.8620376646110313,0.7775077147920852,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k60,nar,0.2581738276730275,0.8612933137595882,0.7772404351251367,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k61,nar,0.2594390937533763,0.8605584850819982,0.7767001199961672,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k62,nar,0.2606868948758147,0.8598331844748639,0.7762682732306727,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k63,nar,0.261918124315836,0.8591169161902028,0.775724391130109,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,16,128,nar_k64,nar,0.2631319817798258,0.8584101689869327,0.7753475892217144,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k0,nar,0.0,1.0,0.8946669643134348,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k1,nar,0.0533421446534977,0.972963439881737,0.86462672214049,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k2,nar,0.0684208163160966,0.965183497415856,0.8594538458487175,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k3,nar,0.0796618720108438,0.9593425498690008,0.8542201525644539,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k4,nar,0.0900520640189398,0.9539119120658156,0.8490901354917992,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k5,nar,0.0979656364547731,0.9497548965629116,0.8462871265990299,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,down_input,17,128,nar_k6,nar,0.1054817428953396,0.9457897531188738,0.8432148309179862,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
