layer,expert,routed_tokens,share_of_tokens
11,115,118078,0.45043182373046875
11,116,24738,0.09436798095703125
11,117,898,0.00342559814453125
11,118,90,0.00034332275390625
11,119,7,2.6702880859375e-05
11,120,3345,0.012760162353515625
11,121,8146,0.03107452392578125
11,122,35065,0.13376235961914062
11,123,16,6.103515625e-05
11,124,4420,0.0168609619140625
11,125,13346,0.05091094970703125
11,126,2769,0.010562896728515625
11,127,94,0.00035858154296875
12,0,10345,0.039463043212890625
12,1,166,0.00063323974609375
12,2,116110,0.44292449951171875
12,3,22,8.392333984375e-05
12,4,45921,0.17517471313476562
12,5,1,3.814697265625e-06
12,6,6217,0.023715972900390625
12,7,17509,0.06679153442382812
12,8,21329,0.08136367797851562
12,9,18191,0.06939315795898438
12,10,132,0.0005035400390625
12,11,2320,0.00885009765625
12,12,19146,0.07303619384765625
12,13,2,7.62939453125e-06
12,14,41141,0.15694046020507812
12,15,22217,0.08475112915039062
12,16,581,0.002216339111328125
12,17,979,0.003734588623046875
12,18,1506,0.00574493408203125
12,19,45,0.000171661376953125
12,20,2031,0.007747650146484375
12,21,15293,0.058338165283203125
12,22,7800,0.029754638671875
12,23,2062,0.00786590576171875
12,24,15984,0.06097412109375
12,25,809,0.003086090087890625
12,26,33359,0.12725448608398438
12,27,57716,0.2201690673828125
12,28,384,0.00146484375
12,29,202,0.00077056884765625
12,30,19644,0.0749359130859375
12,31,57,0.000217437744140625
12,32,52921,0.20187759399414062
12,33,29,0.000110626220703125
12,34,191496,0.730499267578125
12,35,3334,0.01271820068359375
12,36,39835,0.15195846557617188
12,37,2062,0.00786590576171875
12,38,27677,0.10557937622070312
12,39,2614,0.00997161865234375
12,40,30971,0.11814498901367188
12,41,1273,0.004856109619140625
12,42,55204,0.2105865478515625
12,43,17463,0.06661605834960938
12,44,5242,0.01999664306640625
12,45,942,0.00359344482421875
12,46,103603,0.3952140808105469
12,47,2485,0.009479522705078125
12,48,6,2.288818359375e-05
12,49,4309,0.016437530517578125
12,50,3782,0.01442718505859375
12,51,1830,0.00698089599609375
12,52,36774,0.14028167724609375
12,53,42630,0.16262054443359375
12,54,632,0.002410888671875
12,55,171,0.000652313232421875
12,56,9107,0.034740447998046875
12,57,518,0.00197601318359375
12,58,11233,0.042850494384765625
12,59,352,0.0013427734375
12,60,5386,0.02054595947265625
12,61,57383,0.21889877319335938
12,62,4424,0.016876220703125
12,63,33776,0.12884521484375
12,64,14242,0.05432891845703125
12,65,21436,0.0817718505859375
12,66,5416,0.020660400390625
12,67,4006,0.01528167724609375
12,68,36190,0.13805389404296875
12,69,34661,0.13222122192382812
12,70,60,0.0002288818359375
12,71,796,0.0030364990234375
12,72,74,0.00028228759765625
12,73,20119,0.07674789428710938
12,74,12791,0.048793792724609375
12,75,42688,0.162841796875
12,76,15543,0.059291839599609375
12,77,739,0.002819061279296875
12,78,695,0.002651214599609375
12,79,12128,0.0462646484375
12,80,33867,0.12919235229492188
12,81,34,0.00012969970703125
12,82,97,0.000370025634765625
12,83,1635,0.006237030029296875
12,84,215,0.000820159912109375
12,85,11552,0.0440673828125
12,86,132,0.0005035400390625
12,87,75008,0.2861328125
12,88,0,0.0
12,89,6014,0.02294158935546875
12,90,9056,0.0345458984375
12,91,4053,0.015460968017578125
12,92,15303,0.058376312255859375
12,93,1024,0.00390625
12,94,4498,0.01715850830078125
12,95,11258,0.04294586181640625
12,96,6675,0.025463104248046875
12,97,30580,0.1166534423828125
12,98,12,4.57763671875e-05
12,99,24598,0.09383392333984375
12,100,31890,0.12165069580078125
12,101,18557,0.07078933715820312
12,102,35962,0.13718414306640625
12,103,38797,0.14799880981445312
12,104,0,0.0
12,105,7237,0.027606964111328125
12,106,81,0.000308990478515625
12,107,21392,0.08160400390625
12,108,1261,0.004810333251953125
12,109,560,0.00213623046875
12,110,3828,0.0146026611328125
12,111,3218,0.01227569580078125
12,112,396,0.0015106201171875
12,113,350,0.00133514404296875
12,114,26979,0.10291671752929688
12,115,33618,0.12824249267578125
12,116,6068,0.0231475830078125
12,117,10636,0.0405731201171875
12,118,24412,0.0931243896484375
12,119,132,0.0005035400390625
12,120,22808,0.087005615234375
12,121,30132,0.1149444580078125
12,122,350,0.00133514404296875
12,123,14286,0.05449676513671875
12,124,16408,0.062591552734375
12,125,3949,0.015064239501953125
12,126,6988,0.0266571044921875
12,127,50977,0.19446182250976562
13,0,11166,0.04259490966796875
13,1,8551,0.032619476318359375
13,2,53967,0.20586776733398438
13,3,0,0.0
13,4,13040,0.04974365234375
13,5,41,0.000156402587890625
13,6,36664,0.139862060546875
13,7,11,4.1961669921875e-05
13,8,12452,0.0475006103515625
13,9,51,0.000194549560546875
13,10,126362,0.48203277587890625
13,11,152,0.000579833984375
13,12,26980,0.1029205322265625
13,13,3796,0.0144805908203125
13,14,109,0.000415802001953125
13,15,21772,0.0830535888671875
13,16,28989,0.11058425903320312
13,17,8,3.0517578125e-05
13,18,155,0.000591278076171875
13,19,4316,0.0164642333984375
13,20,14776,0.056365966796875
13,21,37895,0.14455795288085938
13,22,0,0.0
13,23,9622,0.03670501708984375
13,24,32422,0.12368011474609375
13,25,9057,0.034549713134765625
13,26,12006,0.04579925537109375
13,27,968,0.003692626953125
13,28,27762,0.10590362548828125
13,29,3726,0.01421356201171875
13,30,31,0.000118255615234375
13,31,6814,0.02599334716796875
13,32,4378,0.01670074462890625
13,33,9848,0.037567138671875
13,34,2241,0.008548736572265625
13,35,2487,0.009487152099609375
13,36,23863,0.09103012084960938
13,37,32,0.0001220703125
13,38,4209,0.016056060791015625
13,39,154,0.00058746337890625
13,40,73491,0.2803459167480469
13,41,31361,0.11963272094726562
13,42,8286,0.03160858154296875
13,43,498,0.00189971923828125
13,44,38943,0.14855575561523438
13,45,12523,0.047771453857421875
13,46,0,0.0
13,47,34433,0.13135147094726562
13,48,5,1.9073486328125e-05
13,49,6892,0.0262908935546875
13,50,168,0.000640869140625
13,51,116,0.0004425048828125
13,52,16796,0.0640716552734375
13,53,1103,0.004207611083984375
13,54,1,3.814697265625e-06
13,55,37811,0.14423751831054688
13,56,40,0.000152587890625
13,57,26075,0.09946823120117188
13,58,15998,0.06102752685546875
13,59,10122,0.03861236572265625
13,60,290,0.00110626220703125
13,61,17504,0.0667724609375
13,62,19495,0.07436752319335938
13,63,3112,0.011871337890625
13,64,0,0.0
13,65,23396,0.0892486572265625
13,66,36364,0.1387176513671875
13,67,12699,0.048442840576171875
13,68,9040,0.03448486328125
13,69,8,3.0517578125e-05
13,70,21,8.0108642578125e-05
13,71,48570,0.18527984619140625
13,72,267,0.001018524169921875
13,73,13504,0.051513671875
13,74,1290,0.00492095947265625
13,75,41565,0.15855789184570312
13,76,26651,0.10166549682617188
13,77,5923,0.022594451904296875
13,78,38809,0.14804458618164062
13,79,50027,0.19083786010742188
13,80,15438,0.05889129638671875
13,81,10765,0.041065216064453125
13,82,32886,0.12545013427734375
13,83,10242,0.03907012939453125
13,84,3303,0.012599945068359375
13,85,11043,0.042125701904296875
13,86,1350,0.00514984130859375
13,87,8485,0.032367706298828125
13,88,756,0.0028839111328125
13,89,17464,0.066619873046875
13,90,30,0.00011444091796875
13,91,20268,0.0773162841796875
13,92,41720,0.159149169921875
13,93,20881,0.07965469360351562
13,94,15,5.7220458984375e-05
13,95,39748,0.1516265869140625
13,96,0,0.0
13,97,2483,0.009471893310546875
13,98,40787,0.15559005737304688
13,99,0,0.0
13,100,31,0.000118255615234375
13,101,64644,0.2465972900390625
13,102,32835,0.12525558471679688
13,103,27797,0.10603713989257812
13,104,1653,0.006305694580078125
13,105,17660,0.0673675537109375
13,106,153490,0.5855178833007812
13,107,21018,0.08017730712890625
13,108,202,0.00077056884765625
13,109,37590,0.14339447021484375
13,110,363,0.001384735107421875
13,111,23,8.7738037109375e-05
13,112,50288,0.19183349609375
13,113,32643,0.12452316284179688
13,114,169,0.000644683837890625
13,115,10068,0.0384063720703125
13,116,29,0.000110626220703125
13,117,8120,0.030975341796875
13,118,6087,0.023220062255859375
13,119,2170,0.00827789306640625
13,120,17672,0.067413330078125
13,121,30027,0.11454391479492188
13,122,1173,0.004474639892578125
13,123,39851,0.15201950073242188
13,124,11962,0.04563140869140625
13,125,12043,0.045940399169921875
13,126,485,0.001850128173828125
13,127,25325,0.09660720825195312
14,0,283,0.001079559326171875
14,1,9369,0.035739898681640625
14,2,751,0.002864837646484375
14,3,163861,0.6250801086425781
14,4,6854,0.02614593505859375
14,5,63,0.000240325927734375
14,6,10205,0.038928985595703125
14,7,27802,0.10605621337890625
14,8,22981,0.08766555786132812
14,9,87,0.000331878662109375
14,10,27232,0.1038818359375
14,11,3058,0.01166534423828125
14,12,1060,0.0040435791015625
14,13,25,9.5367431640625e-05
14,14,21338,0.08139801025390625
14,15,36734,0.14012908935546875
14,16,37968,0.14483642578125
14,17,20595,0.07856369018554688
14,18,27778,0.10596466064453125
14,19,1342,0.00511932373046875
14,20,26592,0.1014404296875
14,21,2960,0.01129150390625
14,22,18132,0.0691680908203125
14,23,135084,0.5153045654296875
14,24,3430,0.01308441162109375
14,25,29,0.000110626220703125
14,26,2513,0.009586334228515625
14,27,2820,0.0107574462890625
14,28,37471,0.14294052124023438
14,29,2956,0.0112762451171875
14,30,14016,0.053466796875
14,31,3947,0.015056610107421875
14,32,7478,0.02852630615234375
14,33,10982,0.04189300537109375
14,34,71885,0.2742195129394531
14,35,80,0.00030517578125
14,36,4996,0.0190582275390625
14,37,8612,0.0328521728515625
14,38,68177,0.2600746154785156
14,39,48620,0.1854705810546875
14,40,13766,0.05251312255859375
14,41,11,4.1961669921875e-05
14,42,1574,0.00600433349609375
14,43,10,3.814697265625e-05
14,44,78190,0.29827117919921875
14,45,0,0.0
14,46,550,0.00209808349609375
14,47,11105,0.042362213134765625
14,48,29302,0.11177825927734375
14,49,10002,0.03815460205078125
14,50,5512,0.021026611328125
14,51,14648,0.055877685546875
14,52,2034,0.00775909423828125
14,53,70880,0.2703857421875
14,54,40,0.000152587890625
14,55,56614,0.21596527099609375
14,56,0,0.0
14,57,103487,0.3947715759277344
14,58,776,0.002960205078125
14,59,3164,0.0120697021484375
14,60,24758,0.09444427490234375
14,61,1756,0.0066986083984375
14,62,22877,0.08726882934570312
14,63,716,0.0027313232421875
14,64,13998,0.05339813232421875
14,65,0,0.0
14,66,2937,0.011203765869140625
14,67,9289,0.035434722900390625
14,68,34025,0.12979507446289062
14,69,61362,0.23407745361328125
14,70,1,3.814697265625e-06
14,71,5621,0.021442413330078125
14,72,1601,0.006107330322265625
14,73,3,1.1444091796875e-05
14,74,3348,0.0127716064453125
14,75,2383,0.009090423583984375
14,76,36812,0.1404266357421875
14,77,2616,0.009979248046875
14,78,333,0.001270294189453125
14,79,30459,0.11619186401367188
14,80,19709,0.07518386840820312
14,81,9907,0.037792205810546875
14,82,16667,0.06357955932617188
14,83,7034,0.02683258056640625
14,84,22345,0.08523941040039062
14,85,4958,0.01891326904296875
14,86,10353,0.039493560791015625
14,87,12022,0.04586029052734375
14,88,1593,0.006076812744140625
14,89,1933,0.007373809814453125
14,90,2022,0.00771331787109375
14,91,137,0.000522613525390625
14,92,23697,0.09039688110351562
14,93,5043,0.019237518310546875
14,94,2313,0.008823394775390625
14,95,21280,0.0811767578125
14,96,6957,0.026538848876953125
14,97,2398,0.00914764404296875
14,98,3679,0.014034271240234375
14,99,35497,0.13541030883789062
14,100,12228,0.0466461181640625
14,101,52501,0.20027542114257812
14,102,7306,0.02787017822265625
14,103,3,1.1444091796875e-05
14,104,123,0.000469207763671875
14,105,22965,0.08760452270507812
14,106,0,0.0
14,107,1053,0.004016876220703125
14,108,16784,0.06402587890625
14,109,17468,0.0666351318359375
14,110,43583,0.16625595092773438
14,111,40355,0.15394210815429688
14,112,131,0.000499725341796875
14,113,254,0.00096893310546875
14,114,6968,0.026580810546875
14,115,81933,0.3125495910644531
14,116,798,0.00304412841796875
14,117,2474,0.00943756103515625
14,118,874,0.00333404541015625
14,119,10158,0.03874969482421875
14,120,60,0.0002288818359375
14,121,5394,0.02057647705078125
14,122,197,0.000751495361328125
14,123,149,0.000568389892578125
14,124,27,0.000102996826171875
14,125,13014,0.04964447021484375
14,126,4082,0.01557159423828125
14,127,0,0.0
15,0,19770,0.07541656494140625
15,1,57205,0.21821975708007812
15,2,3718,0.01418304443359375
15,3,65497,0.24985122680664062
15,4,2152,0.008209228515625
15,5,98,0.00037384033203125
15,6,82209,0.3136024475097656
15,7,43415,0.16561508178710938
15,8,24280,0.092620849609375
15,9,13016,0.049652099609375
15,10,201,0.000766754150390625
15,11,6791,0.025905609130859375
15,12,668,0.0025482177734375
15,13,833,0.003177642822265625
15,14,496,0.00189208984375
15,15,569,0.002170562744140625
15,16,86329,0.3293190002441406
15,17,168036,0.6410064697265625
15,18,4263,0.016262054443359375
15,19,1407,0.005367279052734375
15,20,29200,0.11138916015625
15,21,208,0.00079345703125
15,22,13,4.9591064453125e-05
15,23,20505,0.07822036743164062
15,24,4875,0.018596649169921875
15,25,6605,0.025196075439453125
15,26,172,0.0006561279296875
15,27,2842,0.01084136962890625
15,28,4379,0.016704559326171875
15,29,9184,0.0350341796875
15,30,20202,0.07706451416015625
15,31,4721,0.018009185791015625
15,32,64372,0.2455596923828125
15,33,3397,0.012958526611328125
15,34,34202,0.13047027587890625
15,35,6196,0.0236358642578125
15,36,208,0.00079345703125
15,37,27475,0.10480880737304688
15,38,2216,0.008453369140625
15,39,3875,0.014781951904296875
15,40,154115,0.5879020690917969
15,41,12234,0.04666900634765625
15,42,2,7.62939453125e-06
15,43,4,1.52587890625e-05
15,44,120,0.000457763671875
15,45,11905,0.045413970947265625
15,46,87,0.000331878662109375
15,47,44,0.0001678466796875
15,48,5437,0.020740509033203125
15,49,18144,0.0692138671875
15,50,36113,0.13776016235351562
15,51,11390,0.04344940185546875
15,52,15376,0.05865478515625
15,53,168,0.000640869140625
15,54,10147,0.038707733154296875
15,55,24725,0.09431838989257812
15,56,12996,0.0495758056640625
15,57,13100,0.0499725341796875
15,58,13845,0.052814483642578125
15,59,1286,0.00490570068359375
15,60,22933,0.08748245239257812
15,61,11277,0.043018341064453125
15,62,2,7.62939453125e-06
15,63,2136,0.008148193359375
15,64,2153,0.008213043212890625
15,65,81,0.000308990478515625
15,66,361,0.001377105712890625
15,67,13,4.9591064453125e-05
15,68,614,0.00234222412109375
15,69,19307,0.07365036010742188
15,70,12300,0.0469207763671875
15,71,19459,0.07423019409179688
15,72,25978,0.09909820556640625
15,73,1069,0.004077911376953125
15,74,40,0.000152587890625
15,75,2621,0.009998321533203125
15,76,1073,0.004093170166015625
15,77,45098,0.17203521728515625
15,78,7790,0.02971649169921875
15,79,1337,0.005100250244140625
15,80,7935,0.030269622802734375
15,81,85,0.000324249267578125
15,82,39071,0.14904403686523438
15,83,7591,0.028957366943359375
15,84,284,0.0010833740234375
15,85,29744,0.11346435546875
15,86,9218,0.03516387939453125
15,87,56968,0.217315673828125
15,88,172,0.0006561279296875
15,89,65221,0.24879837036132812
15,90,14394,0.05490875244140625
15,91,46756,0.1783599853515625
15,92,0,0.0
15,93,1363,0.005199432373046875
15,94,51369,0.19595718383789062
15,95,38509,0.14690017700195312
15,96,11392,0.04345703125
15,97,2,7.62939453125e-06
15,98,59039,0.22521591186523438
15,99,141,0.000537872314453125
15,100,39724,0.1515350341796875
15,101,18046,0.06884002685546875
15,102,8118,0.03096771240234375
15,103,10982,0.04189300537109375
15,104,740,0.0028228759765625
15,105,7,2.6702880859375e-05
15,106,21075,0.08039474487304688
15,107,5306,0.02024078369140625
15,108,13,4.9591064453125e-05
15,109,19604,0.0747833251953125
15,110,8393,0.032016754150390625
15,111,417,0.001590728759765625
15,112,1285,0.004901885986328125
15,113,12,4.57763671875e-05
15,114,63,0.000240325927734375
15,115,2844,0.0108489990234375
15,116,16707,0.06373214721679688
15,117,2852,0.0108795166015625
15,118,3197,0.012195587158203125
15,119,933,0.003559112548828125
15,120,34909,0.13316726684570312
15,121,90459,0.3450736999511719
15,122,1858,0.00708770751953125
15,123,422,0.00160980224609375
15,124,2,7.62939453125e-06
15,125,15437,0.058887481689453125
15,126,6649,0.025363922119140625
15,127,5164,0.0196990966796875
16,0,15173,0.057880401611328125
16,1,7395,0.028209686279296875
16,2,26,9.918212890625e-05
16,3,6,2.288818359375e-05
16,4,14706,0.05609893798828125
16,5,1639,0.006252288818359375
16,6,2358,0.00899505615234375
16,7,14999,0.057216644287109375
16,8,29267,0.11164474487304688
16,9,13147,0.050151824951171875
16,10,1514,0.00577545166015625
16,11,41557,0.15852737426757812
16,12,9180,0.0350189208984375
16,13,21302,0.08126068115234375
16,14,157548,0.6009979248046875
16,15,16487,0.06289291381835938
16,16,41177,0.15707778930664062
16,17,361,0.001377105712890625
16,18,8547,0.032604217529296875
16,19,8272,0.03155517578125
16,20,28583,0.10903549194335938
16,21,158,0.00060272216796875
16,22,2244,0.0085601806640625
16,23,1369,0.005222320556640625
16,24,20885,0.07966995239257812
16,25,1214,0.00463104248046875
16,26,104103,0.3971214294433594
16,27,9377,0.035770416259765625
16,28,9696,0.0369873046875
16,29,25969,0.09906387329101562
16,30,141036,0.5380096435546875
16,31,10,3.814697265625e-05
16,32,3737,0.014255523681640625
16,33,11502,0.04387664794921875
16,34,901,0.003437042236328125
16,35,14882,0.05677032470703125
16,36,1151,0.004390716552734375
16,37,29658,0.11313629150390625
16,38,22,8.392333984375e-05
16,39,30304,0.1156005859375
16,40,31786,0.12125396728515625
16,41,469,0.001789093017578125
16,42,856,0.003265380859375
16,43,46132,0.1759796142578125
16,44,9961,0.037998199462890625
16,45,25612,0.0977020263671875
16,46,2719,0.010372161865234375
16,47,12,4.57763671875e-05
16,48,3739,0.014263153076171875
16,49,350,0.00133514404296875
16,50,17031,0.06496810913085938
16,51,28638,0.10924530029296875
16,52,13719,0.052333831787109375
16,53,2730,0.01041412353515625
16,54,12225,0.046634674072265625
16,55,22678,0.08650970458984375
16,56,145,0.000553131103515625
16,57,9407,0.035884857177734375
16,58,257,0.000980377197265625
16,59,30,0.00011444091796875
16,60,21837,0.08330154418945312
16,61,1,3.814697265625e-06
16,62,3635,0.013866424560546875
16,63,6407,0.024440765380859375
16,64,62,0.00023651123046875
16,65,12451,0.047496795654296875
16,66,37,0.000141143798828125
16,67,43,0.000164031982421875
16,68,488,0.001861572265625
16,69,134,0.00051116943359375
16,70,2397,0.009143829345703125
16,71,45,0.000171661376953125
16,72,9387,0.035808563232421875
16,73,12981,0.049518585205078125
16,74,2409,0.009189605712890625
16,75,85678,0.32683563232421875
16,76,4419,0.016857147216796875
16,77,27959,0.10665512084960938
16,78,57577,0.21963882446289062
16,79,25603,0.09766769409179688
16,80,92118,0.35140228271484375
16,81,13747,0.052440643310546875
16,82,10418,0.03974151611328125
16,83,37567,0.14330673217773438
16,84,1787,0.006816864013671875
16,85,822,0.00313568115234375
16,86,1,3.814697265625e-06
16,87,12,4.57763671875e-05
16,88,52,0.0001983642578125
16,89,10478,0.03997039794921875
16,90,20695,0.07894515991210938
16,91,1950,0.00743865966796875
16,92,157,0.000598907470703125
16,93,7734,0.02950286865234375
16,94,18318,0.06987762451171875
16,95,6,2.288818359375e-05
16,96,9,3.4332275390625e-05
16,97,5898,0.02249908447265625
16,98,942,0.00359344482421875
16,99,1727,0.006587982177734375
16,100,7761,0.029605865478515625
16,101,28778,0.10977935791015625
16,102,60569,0.23105239868164062
16,103,9207,0.035121917724609375
16,104,3,1.1444091796875e-05
16,105,30768,0.11737060546875
16,106,2610,0.00995635986328125
16,107,1258,0.00479888916015625
16,108,50338,0.19202423095703125
16,109,7245,0.027637481689453125
16,110,21645,0.08256912231445312
16,111,7967,0.030391693115234375
16,112,6575,0.025081634521484375
16,113,12341,0.047077178955078125
16,114,62519,0.23849105834960938
16,115,11585,0.044193267822265625
16,116,36,0.0001373291015625
16,117,9030,0.03444671630859375
16,118,425,0.001621246337890625
16,119,21673,0.08267593383789062
16,120,3,1.1444091796875e-05
16,121,28691,0.10944747924804688
16,122,689,0.002628326416015625
16,123,31112,0.118682861328125
16,124,29650,0.11310577392578125
16,125,1,3.814697265625e-06
16,126,1374,0.00524139404296875
16,127,85353,0.3255958557128906
17,0,23239,0.08864974975585938
17,1,100387,0.3829460144042969
17,2,34392,0.131195068359375
17,3,1539,0.005870819091796875
17,4,62,0.00023651123046875
17,5,23714,0.09046173095703125
17,6,53417,0.20376968383789062
17,7,11806,0.04503631591796875
17,8,6,2.288818359375e-05
17,9,113212,0.4318695068359375
17,10,5425,0.020694732666015625
17,11,12372,0.0471954345703125
17,12,474,0.00180816650390625
17,13,2627,0.010021209716796875
17,14,32387,0.12354660034179688
17,15,30738,0.11725616455078125
17,16,283,0.001079559326171875
17,17,54827,0.20914840698242188
17,18,33965,0.12956619262695312
17,19,28673,0.10937881469726562
17,20,26942,0.10277557373046875
17,21,11355,0.043315887451171875
17,22,5174,0.01973724365234375
17,23,177,0.000675201416015625
17,24,73,0.000278472900390625
17,25,548,0.0020904541015625
17,26,3418,0.01303863525390625
17,27,508,0.0019378662109375
17,28,31,0.000118255615234375
17,29,138,0.00052642822265625
17,30,17127,0.06533432006835938
17,31,16,6.103515625e-05
17,32,36,0.0001373291015625
17,33,246,0.00093841552734375
17,34,3605,0.013751983642578125
17,35,13993,0.053379058837890625
17,36,29358,0.11199188232421875
17,37,6598,0.02516937255859375
17,38,1468,0.0055999755859375
17,39,5634,0.02149200439453125
17,40,1304,0.004974365234375
17,41,1508,0.0057525634765625
17,42,17561,0.06698989868164062
17,43,41,0.000156402587890625
17,44,5192,0.019805908203125
17,45,43564,0.1661834716796875
17,46,20233,0.07718276977539062
17,47,8328,0.031768798828125
17,48,2444,0.0093231201171875
17,49,12128,0.0462646484375
17,50,15161,0.057834625244140625
17,51,828,0.0031585693359375
17,52,10461,0.039905548095703125
17,53,33630,0.12828826904296875
17,54,6122,0.02335357666015625
17,55,13695,0.052242279052734375
17,56,24,9.1552734375e-05
17,57,16362,0.06241607666015625
17,58,2857,0.010898590087890625
17,59,2641,0.010074615478515625
17,60,85,0.000324249267578125
17,61,21961,0.08377456665039062
17,62,31769,0.12118911743164062
17,63,12837,0.048969268798828125
17,64,31238,0.11916351318359375
17,65,36501,0.13924026489257812
17,66,48600,0.185394287109375
17,67,0,0.0
17,68,49224,0.187774658203125
17,69,28777,0.10977554321289062
17,70,209,0.000797271728515625
17,71,76,0.0002899169921875
17,72,17455,0.06658554077148438
17,73,17279,0.06591415405273438
17,74,128,0.00048828125
17,75,4736,0.01806640625
17,76,202,0.00077056884765625
17,77,82768,0.31573486328125
17,78,9408,0.035888671875
17,79,32879,0.12542343139648438
17,80,8842,0.03372955322265625
17,81,4535,0.017299652099609375
17,82,54143,0.20653915405273438
17,83,4927,0.018795013427734375
17,84,26011,0.09922409057617188
17,85,45974,0.17537689208984375
17,86,414,0.00157928466796875
17,87,13756,0.0524749755859375
17,88,7319,0.027919769287109375
17,89,14221,0.054248809814453125
17,90,5226,0.01993560791015625
17,91,16,6.103515625e-05
17,92,29691,0.11326217651367188
17,93,21214,0.08092498779296875
17,94,106,0.00040435791015625
17,95,1871,0.007137298583984375
17,96,11,4.1961669921875e-05
17,97,11784,0.044952392578125
17,98,55,0.000209808349609375
17,99,22350,0.08525848388671875
17,100,50609,0.19305801391601562
17,101,174,0.00066375732421875
17,102,12582,0.04799652099609375
17,103,84933,0.3239936828613281
17,104,1233,0.004703521728515625
17,105,8069,0.030780792236328125
17,106,66170,0.25241851806640625
17,107,892,0.0034027099609375
17,108,125,0.000476837158203125
17,109,2636,0.0100555419921875
17,110,141,0.000537872314453125
17,111,295,0.001125335693359375
17,112,97221,0.3708686828613281
17,113,735,0.002803802490234375
17,114,1681,0.006412506103515625
17,115,2441,0.009311676025390625
17,116,1442,0.00550079345703125
17,117,24035,0.09168624877929688
17,118,12404,0.0473175048828125
17,119,101,0.000385284423828125
17,120,15326,0.05846405029296875
17,121,83069,0.3168830871582031
17,122,1767,0.006740570068359375
17,123,10409,0.039707183837890625
17,124,1541,0.005878448486328125
17,125,144,0.00054931640625
17,126,14128,0.05389404296875
17,127,177,0.000675201416015625
18,0,17654,0.06734466552734375
18,1,11053,0.042163848876953125
18,2,1,3.814697265625e-06
18,3,23087,0.08806991577148438
18,4,27325,0.10423660278320312
18,5,0,0.0
18,6,25061,0.09560012817382812
18,7,7757,0.029590606689453125
18,8,194,0.00074005126953125
18,9,12487,0.047634124755859375
18,10,63310,0.24150848388671875
18,11,2377,0.009067535400390625
18,12,1853,0.007068634033203125
18,13,33389,0.12736892700195312
18,14,32279,0.12313461303710938
18,15,1461,0.005573272705078125
18,16,126,0.00048065185546875
18,17,10799,0.041194915771484375
18,18,5038,0.01921844482421875
18,19,736,0.0028076171875
18,20,2586,0.00986480712890625
18,21,19,7.2479248046875e-05
18,22,94969,0.3622779846191406
18,23,128564,0.4904327392578125
18,24,13099,0.049968719482421875
18,25,6618,0.02524566650390625
18,26,9309,0.035511016845703125
18,27,177,0.000675201416015625
18,28,11768,0.044891357421875
18,29,1762,0.00672149658203125
18,30,4318,0.01647186279296875
18,31,9,3.4332275390625e-05
18,32,68,0.0002593994140625
18,33,21504,0.08203125
18,34,26465,0.10095596313476562
18,35,2512,0.00958251953125
18,36,442,0.00168609619140625
18,37,1096,0.004180908203125
18,38,15592,0.059478759765625
18,39,29932,0.1141815185546875
18,40,33,0.000125885009765625
18,41,39208,0.149566650390625
18,42,20578,0.07849884033203125
18,43,960,0.003662109375
18,44,5785,0.022068023681640625
18,45,0,0.0
18,46,3551,0.013545989990234375
18,47,187,0.000713348388671875
18,48,1771,0.006755828857421875
18,49,14272,0.054443359375
18,50,6,2.288818359375e-05
18,51,53,0.000202178955078125
18,52,73583,0.2806968688964844
18,53,73,0.000278472900390625
18,54,125881,0.4801979064941406
18,55,9051,0.034526824951171875
18,56,45634,0.17407989501953125
18,57,68,0.0002593994140625
18,58,45345,0.17297744750976562
18,59,24,9.1552734375e-05
18,60,7,2.6702880859375e-05
18,61,12587,0.048015594482421875
18,62,12846,0.04900360107421875
18,63,81148,0.3095550537109375
18,64,30065,0.11468887329101562
18,65,31098,0.11862945556640625
18,66,528,0.00201416015625
18,67,1171,0.004467010498046875
18,68,22,8.392333984375e-05
18,69,20,7.62939453125e-05
18,70,1493,0.005695343017578125
18,71,1006,0.00383758544921875
18,72,4879,0.018611907958984375
18,73,38,0.00014495849609375
18,74,745,0.002841949462890625
18,75,27706,0.10569000244140625
18,76,122,0.00046539306640625
18,77,40343,0.15389633178710938
18,78,4891,0.018657684326171875
18,79,12855,0.049037933349609375
18,80,42,0.00016021728515625
18,81,2319,0.008846282958984375
18,82,2454,0.00936126708984375
18,83,10656,0.0406494140625
18,84,8790,0.03353118896484375
18,85,37530,0.14316558837890625
18,86,26926,0.10271453857421875
18,87,50901,0.19417190551757812
18,88,6404,0.0244293212890625
18,89,117268,0.4473419189453125
18,90,175,0.000667572021484375
18,91,18,6.866455078125e-05
18,92,6322,0.02411651611328125
18,93,27810,0.10608673095703125
18,94,1763,0.006725311279296875
18,95,5723,0.021831512451171875
18,96,31005,0.11827468872070312
18,97,51689,0.19717788696289062
18,98,3089,0.011783599853515625
18,99,11171,0.042613983154296875
18,100,39971,0.15247726440429688
18,101,13627,0.051982879638671875
18,102,45,0.000171661376953125
18,103,24401,0.09308242797851562
18,104,5144,0.019622802734375
18,105,23677,0.09032058715820312
18,106,10,3.814697265625e-05
18,107,13809,0.052677154541015625
18,108,422,0.00160980224609375
18,109,21448,0.081817626953125
18,110,22824,0.087066650390625
18,111,818,0.00312042236328125
18,112,552,0.002105712890625
18,113,53,0.000202178955078125
18,114,3222,0.01229095458984375
18,115,32152,0.122650146484375
