model,site,layer,requested_k,realized_k,orthogonality_error,reconstructed_k32_reflector_error,source_file,source_sha256
llama31_8b,down,15,64,64,4.76837158203125e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_15.pt,5d55fac5ac84f657482cff3426a38000b96aeccd3f8479b8575b709fc48b4646
llama31_8b,down,16,64,64,4.76837158203125e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_16.pt,af1d5851df83c305d81f1227afd130b7e5b2b32b665fa9ad97632bbabc40a911
llama31_8b,down,17,64,64,3.5762786865234375e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_17.pt,614419c6a1b57ab06a0149c666c5696bd1463193f6fd96a3a18c72c4f7100de6
llama31_8b,down,18,64,64,4.76837158203125e-07,1.2223608791828156e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_18.pt,0d0bdfe0dadc5700fc9f8d0a4dafb9ee393acd8d7ac10b04e54c6bcd55a99608
llama31_8b,down,19,64,64,4.172325134277344e-07,1.7666025087237358e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_19.pt,3fa7b09e4e83c2b2d939197f531aba4cbb1789d804557da5f665ad843cfd52df
llama31_8b,down,20,64,64,7.152557373046875e-07,1.9278377294540405e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_20.pt,831d96160f9a6309fc5a05d9f9a34e4a5c2c49fab5c596c867e4e12e39eee4a0
llama31_8b,down,21,64,64,4.76837158203125e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_21.pt,9e1162e3b2e67ad7978f0c123f1ad12cad18a71014045c81aa5e8dc7030bb559
llama31_8b,down,22,64,64,4.76837158203125e-07,1.6688136383891106e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_22.pt,7cd7f8ae0d243b5f12429f1d043b3309c43754180b57c4192634e1968854699b
llama31_8b,down,23,64,64,4.76837158203125e-07,1.6996636986732483e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_23.pt,650e00d1d77b447679709ddafcc2c6ccd5c2deff079b163a7ca827e0299995c8
llama31_8b,down,24,64,64,8.344650268554688e-07,1.7136335372924805e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_24.pt,810119bbab6d91a10dfe581df2cd20aa49968d2ee45f5d10e07d5d0c7547b1fb
llama31_8b,down,25,64,64,4.76837158203125e-07,1.9761500880122185e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_25.pt,b0b82291a74be50dc6558e17be6fe7d2b3b0896b90a1e69d8971176f0753bfa8
llama31_8b,down,26,64,64,4.172325134277344e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_26.pt,85b7262e4472ddf1ef881581736ce2de32759f2d8d8077e9916cf01ff53e21e6
llama31_8b,down,27,64,64,5.960464477539062e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_27.pt,059a5b881eab3ef332db42a8410b00ea5841e6b154d852d6af216849f52a35b3
llama31_8b,down,28,64,64,4.76837158203125e-07,1.494772732257843e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_28.pt,90ebe836b04e1778c58f034cda227f17b155409ad8198db9b0b6673804eb4f4e
llama31_8b,down,29,64,64,5.364418029785156e-07,1.9933213479816914e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_29.pt,77d2b52b6f34391a2f9136cce6aa37ab47dcf8a71941955bf0dc8b0abee89b8e
llama31_8b,down,30,64,64,4.76837158203125e-07,1.644948497414589e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_30.pt,35044202460ce6fcfe2999cf776fbdaa4840a5e13eceb64dad79d52e9d189864
llama31_8b,down,31,64,64,4.76837158203125e-07,1.658918336033821e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/down_layer_31.pt,af1e59bae02f20ae169589495645b7e82bfa5d7da8d3b8dc17c04ae358110709
llama31_8b,qkv,0,64,32,4.76837158203125e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_00.pt,c0e07164c79104fb06b5b7c335134b9f1461c817305d9f3305c12d61f1883f52
llama31_8b,qkv,1,64,32,3.5762786865234375e-07,1.5314435586333275e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_01.pt,822e1c905a2f60426fa87554dde74fc65bdcc38b7263b2560eaba0a4c4f62892
llama31_8b,qkv,2,64,32,4.76837158203125e-07,1.969747245311737e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_02.pt,a8e5b3e0659e0b2089123a3c8de237fa93157afb72ac171158cc0e20099d1cf1
llama31_8b,qkv,3,64,32,4.172325134277344e-07,1.1781230568885803e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_03.pt,1c854d1dbff0af9a078cddce79b8eeddc951bbe790c6a9c683816c2b7c08e58b
llama31_8b,qkv,4,64,32,3.5762786865234375e-07,1.396838342770934e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_04.pt,58ac6fbbdae07f04dcb4227d6c47a0966d424dcdfb4a304c844dfbfa6dacadc4
llama31_8b,qkv,5,64,32,3.5762786865234375e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_05.pt,2d5651f4c28a2aefc225d790624b673f3d4e1b9760c34e954bcaa269ccd69831
llama31_8b,qkv,6,64,32,3.5762786865234375e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_06.pt,15d6368bfd9ca37970f146afe5880d623262681b72025243abc78b29c94c0fdb
llama31_8b,qkv,7,64,32,4.76837158203125e-07,1.3224780559539795e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_07.pt,a72a89eb1611f170c566026d61bb056441254e5e8132e626a3efb66b0a7818f0
llama31_8b,qkv,8,64,32,4.76837158203125e-07,1.8207356333732605e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_08.pt,30984e777710d204137ee8247377f937cba829932cddde078e73a279e6258946
llama31_8b,qkv,9,64,32,4.76837158203125e-07,1.8207356333732605e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_09.pt,88b503e18b19ad00ed3a636888cf9efe53ecd08247aa5e3f47e5c237b6af9747
llama31_8b,qkv,10,64,32,3.5762786865234375e-07,1.210719347000122e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_10.pt,73168a41492a6d4addf6c51cbbb072915d83aa9bd3cdfd7e1b3a66d7bd66bb70
llama31_8b,qkv,11,64,32,4.172325134277344e-07,1.7881393432617188e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_11.pt,3cbf669be14c006ff1061f11d44e41866d8f16f16bafbce01d16d40b228ddcbb
llama31_8b,qkv,12,64,32,3.5762786865234375e-07,1.1920928955078125e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_12.pt,2d178f920bfabec72ca034f07a659ba76f939bafb16680927305b8dfeebfeed1
llama31_8b,qkv,13,64,32,4.76837158203125e-07,1.2849243091750395e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_13.pt,b3fef077a00ca1dead5a47b2cd4a033c6f14b411d92476e6f0e0dc349cabce33
llama31_8b,qkv,14,64,32,4.172325134277344e-07,1.2421514838933945e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_14.pt,f2eb6dcb95692ba041fbac506cad20d146efe9edfafeecf510ac3f8bafc55578
llama31_8b,qkv,15,64,32,4.76837158203125e-07,1.4808028936386108e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_15.pt,bcbad54408a4ef7b931eb3cfd3b33b1b56c1c439afc8da4b3642fcd5bdc4f937
llama31_8b,qkv,16,64,32,4.76837158203125e-07,1.341104507446289e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_16.pt,376be51fbfe6d78512f65a5b73a11078640a7f37f74ea7158ffae72b1b4af726
llama31_8b,qkv,17,64,32,4.76837158203125e-07,2.0302832126617432e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_17.pt,619f1d6db349c2ffab18d0443ca3cc009011685fb7e6a5f9af943f8d33c4794b
llama31_8b,qkv,18,64,32,4.172325134277344e-07,1.7601996660232544e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_18.pt,3795ccd5b8521db4bea787981eec4aaf02eaf312e22032e4e28d38de618464f9
llama31_8b,qkv,19,64,32,4.76837158203125e-07,1.999142114073038e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_19.pt,c9324fad7cb21c2b52cf4944db60b37f34ad3c68db833c9399f9e223e72c841d
llama31_8b,qkv,20,64,32,4.76837158203125e-07,2.1024607121944427e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_20.pt,26decdc33ab471c587cf6c33de25b470e1686301b0863e8a68315cb2532191c2
llama31_8b,qkv,21,64,32,4.76837158203125e-07,1.9371509552001953e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_21.pt,9c48e5ace6ea7bafc30722cfe6179962f4182b8f0aa78c6782de0116dfb35654
llama31_8b,qkv,22,64,32,3.5762786865234375e-07,1.4901161193847656e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_22.pt,c47b3f5de9a31564bd47085abd3b09b5a03b067b9494ceb3e10af376e638ecd4
llama31_8b,qkv,23,64,32,4.172325134277344e-07,1.3969838619232178e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_23.pt,5ca91db2aaf31b50802880f0179b0bfbb475f78971fdcd161d77e18c429c3a1e
llama31_8b,qkv,24,64,32,4.76837158203125e-07,1.2095551937818527e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_24.pt,8402bfd4d42cc58fe7c17848f7d09755efb912d8dd9c3b2927d0e91f7c83aafd
llama31_8b,qkv,25,64,32,5.960464477539062e-07,1.7276033759117126e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_25.pt,d6a34a4a395dfbbfa19f319639b9cf48a3455b517484151e014335b999b14681
llama31_8b,qkv,26,64,32,4.76837158203125e-07,1.1979136615991592e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_26.pt,cf5637e8086dbd38c946c298ca1fa324bb2cd8d5176484afe8c502c1393c023f
llama31_8b,qkv,27,64,32,3.5762786865234375e-07,1.6391277313232422e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_27.pt,0c5731cbadea36eeaf5e60986f4b694fe90071a23694313867d6ed74bfffa4b1
llama31_8b,qkv,28,64,32,5.364418029785156e-07,1.5464320313185453e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_28.pt,6f2f20b31213528c8ee9cbcac24b8b9b3167ed389e0c40c3652a0ebfba6957cd
llama31_8b,qkv,29,64,32,4.76837158203125e-07,1.3166572898626328e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_29.pt,2ad7aa3514ab4e5299da5cd584c60770c1a9e8838caff06183d2a7b83fb98a4b
llama31_8b,qkv,30,64,32,4.172325134277344e-07,1.4901161193847656e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_30.pt,a1567be4c902039841238d940da46bd2cf8a532aea059e64d1ff54806e97c8b1
llama31_8b,qkv,31,64,32,3.5762786865234375e-07,1.4691613614559174e-07,activations/llama31_8b/e11_calibration/factors/nar_b64_kmax/qkv_layer_31.pt,fa8d5ec08a337f345ed2cece2e87520a3823244626c05856e0258d726142fed1
