model,method,seed,sequence,nll,tokens_scored,alpha,smoothing_sites,weight_fold_max_relative_error
llama31_8b,smoothquant_a065_both,20260902,32,1.8415075540542603,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,33,1.8134686946868896,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,34,1.9739810228347778,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,35,1.3135693073272705,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,36,1.324195146560669,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,37,1.3294470310211182,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,38,1.3144410848617554,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,39,1.5294421911239624,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,40,2.0745532512664795,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,41,2.53847074508667,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,42,2.5533483028411865,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,43,2.068272590637207,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,44,2.0770645141601562,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,45,2.108252763748169,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,46,2.19732403755188,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,47,2.048548460006714,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,48,1.8458739519119263,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,49,1.8668910264968872,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,50,1.554631233215332,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,51,1.6930984258651733,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,52,1.5278440713882446,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,53,1.7284693717956543,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,54,1.4612821340560913,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,55,1.436252474784851,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,56,1.5418154001235962,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,57,1.6388839483261108,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,58,1.9526560306549072,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,59,2.1792452335357666,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,60,2.188938856124878,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,61,2.3070967197418213,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,62,1.3058687448501587,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a065_both,20260902,63,1.7353014945983887,2047,0.65,qkv+down,0.09688147902488708
llama31_8b,smoothquant_a080_both,20260902,0,1.6351521015167236,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,1,2.2230894565582275,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,2,2.2876546382904053,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,3,1.8693712949752808,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,4,1.7480864524841309,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,5,1.3324313163757324,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,6,1.3841363191604614,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,7,1.7489666938781738,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,8,2.0547471046447754,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,9,1.862627625465393,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,10,1.7620880603790283,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,11,2.091853618621826,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,12,1.9903045892715454,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,13,2.097882032394409,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,14,2.018892288208008,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,15,2.238976001739502,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,16,1.9560413360595703,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,17,1.9496989250183105,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,18,1.6248079538345337,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,19,1.8848249912261963,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,20,2.018734931945801,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,21,1.985702633857727,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,22,1.973466396331787,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,23,2.039177417755127,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,24,2.0772883892059326,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,25,2.2031478881835938,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,26,2.2645955085754395,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,27,2.0996387004852295,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,28,1.8181906938552856,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,29,1.6338034868240356,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,30,1.4770512580871582,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,31,1.5097360610961914,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,32,1.8727625608444214,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,33,1.815467357635498,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,34,1.9709800481796265,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,35,1.3237980604171753,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,36,1.333943247795105,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,37,1.344972848892212,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,38,1.3284345865249634,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,39,1.539094090461731,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,40,2.095846652984619,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,41,2.5582973957061768,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,42,2.5610430240631104,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,43,2.0899741649627686,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,44,2.0854344367980957,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,45,2.1174702644348145,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,46,2.2062716484069824,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,47,2.0601933002471924,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,48,1.8636600971221924,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,49,1.8642176389694214,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,50,1.5808559656143188,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,51,1.6919066905975342,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,52,1.5459853410720825,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,53,1.7384593486785889,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,54,1.4757753610610962,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,55,1.4545077085494995,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,56,1.5479744672775269,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,57,1.6697630882263184,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,58,1.9643073081970215,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,59,2.18658185005188,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,60,2.1955158710479736,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,61,2.3109023571014404,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,62,1.3149783611297607,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a080_both,20260902,63,1.7694019079208374,2047,0.8,qkv+down,0.8488476276397705
llama31_8b,smoothquant_a050_qkv_only,20260902,0,1.5868258476257324,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,1,2.214587450027466,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,2,2.2827298641204834,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,3,1.8516466617584229,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,4,1.7373688220977783,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,5,1.3122934103012085,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,6,1.3653756380081177,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,7,1.725982427597046,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,8,2.0237386226654053,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,9,1.8550221920013428,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,10,1.7572941780090332,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,11,2.0747745037078857,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,12,1.9815776348114014,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,13,2.0889179706573486,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,14,1.9934816360473633,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,15,2.2370450496673584,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,16,1.9420300722122192,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,17,1.9293726682662964,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,18,1.5910273790359497,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,19,1.8738516569137573,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,20,1.9880493879318237,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,21,1.9537962675094604,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,22,1.9474815130233765,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,23,2.018765449523926,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,24,2.071911573410034,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,25,2.1877787113189697,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,26,2.2510170936584473,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,27,2.0824458599090576,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,28,1.79324471950531,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,29,1.6187690496444702,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,30,1.4500535726547241,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,31,1.4814749956130981,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,32,1.835911512374878,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,33,1.8129284381866455,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,34,1.968738317489624,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,35,1.3174717426300049,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,36,1.310106635093689,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,37,1.31302809715271,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,38,1.312343955039978,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,39,1.5313118696212769,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,40,2.0690033435821533,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,41,2.5434160232543945,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,42,2.5465803146362305,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,43,2.0477733612060547,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,44,2.065714120864868,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,45,2.102323055267334,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,46,2.1934216022491455,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,47,2.043353319168091,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,48,1.8450908660888672,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,49,1.8557430505752563,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,50,1.5514477491378784,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,51,1.6844894886016846,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,52,1.529675841331482,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,53,1.7259467840194702,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,54,1.458740234375,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,55,1.4374682903289795,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,56,1.497453212738037,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,57,1.6364327669143677,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,58,1.9478261470794678,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,59,2.1612658500671387,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,60,2.186800241470337,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,61,2.312492847442627,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,62,1.2915959358215332,2047,0.5,qkv,0.009063207544386387
llama31_8b,smoothquant_a050_qkv_only,20260902,63,1.7457281351089478,2047,0.5,qkv,0.009063207544386387
