model,method,layer,direction,s_i,top_magnitude_channel
llama31_8b,nar,24,top_magnitude_channel,0.8152194023132324,2932
llama31_8b,hadamard,25,v1,0.004744439385831356,2932
llama31_8b,hadamard,25,v2,0.011637379415333271,2932
llama31_8b,hadamard,25,v3,0.004010897129774094,2932
llama31_8b,hadamard,25,v4,0.004350244998931885,2932
llama31_8b,hadamard,25,v5,0.0020665989723056555,2932
llama31_8b,hadamard,25,v6,0.004075454548001289,2932
llama31_8b,hadamard,25,v7,0.012618320994079113,2932
llama31_8b,hadamard,25,v8,0.0054212710820138454,2932
llama31_8b,hadamard,25,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,25,v1,0.00012609889381565154,2932
llama31_8b,smoothquant_hadamard,25,v2,0.00033364497357979417,2932
llama31_8b,smoothquant_hadamard,25,v3,0.0001385233917972073,2932
llama31_8b,smoothquant_hadamard,25,v4,0.00016013557615224272,2932
llama31_8b,smoothquant_hadamard,25,v5,8.311962301377207e-05,2932
llama31_8b,smoothquant_hadamard,25,v6,0.00016094821330625564,2932
llama31_8b,smoothquant_hadamard,25,v7,0.0003651341830845922,2932
llama31_8b,smoothquant_hadamard,25,v8,0.00017817126354202628,2932
llama31_8b,smoothquant_hadamard,25,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,25,v1,0.5764597058296204,2932
llama31_8b,duquant_style,25,v2,0.41591766476631165,2932
llama31_8b,duquant_style,25,v3,0.317434698343277,2932
llama31_8b,duquant_style,25,v4,0.2713373303413391,2932
llama31_8b,duquant_style,25,v5,0.5995969176292419,2932
llama31_8b,duquant_style,25,v6,0.42855650186538696,2932
llama31_8b,duquant_style,25,v7,0.5510967969894409,2932
llama31_8b,duquant_style,25,v8,0.48112261295318604,2932
llama31_8b,duquant_style,25,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,25,v1,1.0000001192092896,2932
llama31_8b,nar,25,v2,1.000000238418579,2932
llama31_8b,nar,25,v3,0.9999999403953552,2932
llama31_8b,nar,25,v4,1.0000001192092896,2932
llama31_8b,nar,25,v5,0.999999463558197,2932
llama31_8b,nar,25,v6,0.9999998211860657,2932
llama31_8b,nar,25,v7,0.9999998807907104,2932
llama31_8b,nar,25,v8,0.9999998807907104,2932
llama31_8b,nar,25,top_magnitude_channel,0.7666633129119873,2932
llama31_8b,hadamard,26,v1,0.005477630067616701,2932
llama31_8b,hadamard,26,v2,0.013597782701253891,2932
llama31_8b,hadamard,26,v3,0.0017761426279321313,2932
llama31_8b,hadamard,26,v4,0.002479134127497673,2932
llama31_8b,hadamard,26,v5,0.0026921737007796764,2932
llama31_8b,hadamard,26,v6,0.002146694343537092,2932
llama31_8b,hadamard,26,v7,0.002304365858435631,2932
llama31_8b,hadamard,26,v8,0.004034868907183409,2932
llama31_8b,hadamard,26,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,26,v1,0.00013272403157316148,2932
llama31_8b,smoothquant_hadamard,26,v2,0.00033443939173594117,2932
llama31_8b,smoothquant_hadamard,26,v3,9.153982682619244e-05,2932
llama31_8b,smoothquant_hadamard,26,v4,0.00010455527808517218,2932
llama31_8b,smoothquant_hadamard,26,v5,9.74556096480228e-05,2932
llama31_8b,smoothquant_hadamard,26,v6,9.399699047207832e-05,2932
llama31_8b,smoothquant_hadamard,26,v7,0.00010008295066654682,2932
llama31_8b,smoothquant_hadamard,26,v8,0.00011799581989180297,2932
llama31_8b,smoothquant_hadamard,26,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,26,v1,0.6567659974098206,2932
llama31_8b,duquant_style,26,v2,0.40861138701438904,2932
llama31_8b,duquant_style,26,v3,0.40002569556236267,2932
llama31_8b,duquant_style,26,v4,0.35114380717277527,2932
llama31_8b,duquant_style,26,v5,0.5985519886016846,2932
llama31_8b,duquant_style,26,v6,0.5536673665046692,2932
llama31_8b,duquant_style,26,v7,0.5244042873382568,2932
llama31_8b,duquant_style,26,v8,0.618733286857605,2932
llama31_8b,duquant_style,26,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,26,v1,1.0000001192092896,2932
llama31_8b,nar,26,v2,0.9999997615814209,2932
llama31_8b,nar,26,v3,0.9999996423721313,2932
llama31_8b,nar,26,v4,0.9999999403953552,2932
llama31_8b,nar,26,v5,0.9999999403953552,2932
llama31_8b,nar,26,v6,0.9999999403953552,2932
llama31_8b,nar,26,v7,0.9999998211860657,2932
llama31_8b,nar,26,v8,0.9999999403953552,2932
llama31_8b,nar,26,top_magnitude_channel,0.8148790597915649,2932
llama31_8b,hadamard,27,v1,0.005806797184050083,2932
llama31_8b,hadamard,27,v2,0.007685869466513395,2932
llama31_8b,hadamard,27,v3,0.005870697554200888,2932
llama31_8b,hadamard,27,v4,0.004150907509028912,2932
llama31_8b,hadamard,27,v5,0.0021051394287496805,2932
llama31_8b,hadamard,27,v6,0.0030968431383371353,2932
llama31_8b,hadamard,27,v7,0.005553244147449732,2932
llama31_8b,hadamard,27,v8,0.009002759121358395,2932
llama31_8b,hadamard,27,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,27,v1,0.00019015125872101635,2932
llama31_8b,smoothquant_hadamard,27,v2,0.0002785347169265151,2932
llama31_8b,smoothquant_hadamard,27,v3,0.00019205921853426844,2932
llama31_8b,smoothquant_hadamard,27,v4,0.0001579773670528084,2932
llama31_8b,smoothquant_hadamard,27,v5,9.023723396239802e-05,2932
llama31_8b,smoothquant_hadamard,27,v6,0.000135070615215227,2932
llama31_8b,smoothquant_hadamard,27,v7,0.00019351356604602188,2932
llama31_8b,smoothquant_hadamard,27,v8,0.0003042407624889165,2932
llama31_8b,smoothquant_hadamard,27,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,27,v1,0.5907431244850159,2932
llama31_8b,duquant_style,27,v2,0.33120089769363403,2932
llama31_8b,duquant_style,27,v3,0.37026727199554443,2932
llama31_8b,duquant_style,27,v4,0.2901071608066559,2932
llama31_8b,duquant_style,27,v5,0.5826393365859985,2932
llama31_8b,duquant_style,27,v6,0.37045741081237793,2932
llama31_8b,duquant_style,27,v7,0.5044891834259033,2932
llama31_8b,duquant_style,27,v8,0.47168606519699097,2932
llama31_8b,duquant_style,27,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,27,v1,1.000000238418579,2932
llama31_8b,nar,27,v2,0.9999999403953552,2932
llama31_8b,nar,27,v3,0.9999998211860657,2932
llama31_8b,nar,27,v4,0.9999998211860657,2932
llama31_8b,nar,27,v5,1.0000001192092896,2932
llama31_8b,nar,27,v6,0.9999998211860657,2932
llama31_8b,nar,27,v7,1.000000238418579,2932
llama31_8b,nar,27,v8,0.9999999403953552,2932
llama31_8b,nar,27,top_magnitude_channel,0.7919416427612305,2932
llama31_8b,hadamard,28,v1,0.0061603207141160965,2932
llama31_8b,hadamard,28,v2,0.003640363924205303,2932
llama31_8b,hadamard,28,v3,0.007301015313714743,2932
llama31_8b,hadamard,28,v4,0.004154652822762728,2932
llama31_8b,hadamard,28,v5,0.0022049739491194487,2932
llama31_8b,hadamard,28,v6,0.0023113396018743515,2932
llama31_8b,hadamard,28,v7,0.003934085834771395,2932
llama31_8b,hadamard,28,v8,0.003786884481087327,2932
llama31_8b,hadamard,28,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,28,v1,0.0001596391957718879,2932
llama31_8b,smoothquant_hadamard,28,v2,0.00012211567081976682,2932
llama31_8b,smoothquant_hadamard,28,v3,0.00017416744958609343,2932
llama31_8b,smoothquant_hadamard,28,v4,0.00013171676255296916,2932
llama31_8b,smoothquant_hadamard,28,v5,8.297271415358409e-05,2932
llama31_8b,smoothquant_hadamard,28,v6,9.398611291544512e-05,2932
llama31_8b,smoothquant_hadamard,28,v7,0.0001366761716781184,2932
llama31_8b,smoothquant_hadamard,28,v8,0.00011258717131568119,2932
llama31_8b,smoothquant_hadamard,28,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,28,v1,0.6114823818206787,2932
llama31_8b,duquant_style,28,v2,0.30523237586021423,2932
llama31_8b,duquant_style,28,v3,0.3578526973724365,2932
llama31_8b,duquant_style,28,v4,0.25730249285697937,2932
llama31_8b,duquant_style,28,v5,0.5867481827735901,2932
llama31_8b,duquant_style,28,v6,0.43577903509140015,2932
llama31_8b,duquant_style,28,v7,0.47158101201057434,2932
llama31_8b,duquant_style,28,v8,0.4765705466270447,2932
llama31_8b,duquant_style,28,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,28,v1,0.9999999403953552,2932
llama31_8b,nar,28,v2,1.0000001192092896,2932
llama31_8b,nar,28,v3,0.9999999403953552,2932
llama31_8b,nar,28,v4,0.9999998807907104,2932
llama31_8b,nar,28,v5,0.9999997615814209,2932
llama31_8b,nar,28,v6,1.000000238418579,2932
llama31_8b,nar,28,v7,1.0,2932
llama31_8b,nar,28,v8,0.9999994039535522,2932
llama31_8b,nar,28,top_magnitude_channel,0.7606943249702454,2932
llama31_8b,hadamard,29,v1,0.007924501784145832,2932
llama31_8b,hadamard,29,v2,0.004460641648620367,2932
llama31_8b,hadamard,29,v3,0.007993090897798538,2932
llama31_8b,hadamard,29,v4,0.007467867340892553,2932
llama31_8b,hadamard,29,v5,0.004674200434237719,2932
llama31_8b,hadamard,29,v6,0.0035617677494883537,2932
llama31_8b,hadamard,29,v7,0.007870101369917393,2932
llama31_8b,hadamard,29,v8,0.0073542180471122265,2932
llama31_8b,hadamard,29,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,29,v1,0.0002445306454319507,2932
llama31_8b,smoothquant_hadamard,29,v2,0.00018045616161543876,2932
llama31_8b,smoothquant_hadamard,29,v3,0.00021629396360367537,2932
llama31_8b,smoothquant_hadamard,29,v4,0.00022586689738091081,2932
llama31_8b,smoothquant_hadamard,29,v5,0.00019541346409823745,2932
llama31_8b,smoothquant_hadamard,29,v6,0.0001485375832999125,2932
llama31_8b,smoothquant_hadamard,29,v7,0.00028095339075662196,2932
llama31_8b,smoothquant_hadamard,29,v8,0.00021951533562969416,2932
llama31_8b,smoothquant_hadamard,29,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,29,v1,0.47940900921821594,2932
llama31_8b,duquant_style,29,v2,0.23152650892734528,2932
llama31_8b,duquant_style,29,v3,0.2841447591781616,2932
llama31_8b,duquant_style,29,v4,0.19555488228797913,2932
llama31_8b,duquant_style,29,v5,0.3984397053718567,2932
llama31_8b,duquant_style,29,v6,0.27976077795028687,2932
llama31_8b,duquant_style,29,v7,0.32891061902046204,2932
llama31_8b,duquant_style,29,v8,0.39877861738204956,2932
llama31_8b,duquant_style,29,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,29,v1,0.9999999403953552,2932
llama31_8b,nar,29,v2,0.9999997019767761,2932
llama31_8b,nar,29,v3,0.9999998807907104,2932
llama31_8b,nar,29,v4,0.9999996423721313,2932
llama31_8b,nar,29,v5,1.0,2932
llama31_8b,nar,29,v6,1.0,2932
llama31_8b,nar,29,v7,1.0,2932
llama31_8b,nar,29,v8,1.0000004768371582,2932
llama31_8b,nar,29,top_magnitude_channel,0.7135390043258667,2932
llama31_8b,hadamard,30,v1,0.00683341920375824,2932
llama31_8b,hadamard,30,v2,0.00486178370192647,2932
llama31_8b,hadamard,30,v3,0.007631984539330006,2932
llama31_8b,hadamard,30,v4,0.008039608597755432,2932
llama31_8b,hadamard,30,v5,0.004057908896356821,2932
llama31_8b,hadamard,30,v6,0.004071519710123539,2932
llama31_8b,hadamard,30,v7,0.0054793027229607105,2932
llama31_8b,hadamard,30,v8,0.012858477421104908,2932
llama31_8b,hadamard,30,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,30,v1,0.0002057087403954938,2932
llama31_8b,smoothquant_hadamard,30,v2,0.00017504610877949744,2932
llama31_8b,smoothquant_hadamard,30,v3,0.00022404534684028476,2932
llama31_8b,smoothquant_hadamard,30,v4,0.00024546540225856006,2932
llama31_8b,smoothquant_hadamard,30,v5,0.00013455163571052253,2932
llama31_8b,smoothquant_hadamard,30,v6,0.00017333633149974048,2932
llama31_8b,smoothquant_hadamard,30,v7,0.00018335756612941623,2932
llama31_8b,smoothquant_hadamard,30,v8,0.00037032869295217097,2932
llama31_8b,smoothquant_hadamard,30,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,30,v1,0.560226559638977,2932
llama31_8b,duquant_style,30,v2,0.2938214838504791,2932
llama31_8b,duquant_style,30,v3,0.33884015679359436,2932
llama31_8b,duquant_style,30,v4,0.2513146996498108,2932
llama31_8b,duquant_style,30,v5,0.501860499382019,2932
llama31_8b,duquant_style,30,v6,0.36247313022613525,2932
llama31_8b,duquant_style,30,v7,0.41292911767959595,2932
llama31_8b,duquant_style,30,v8,0.39703160524368286,2932
llama31_8b,duquant_style,30,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,30,v1,0.9999998807907104,2932
llama31_8b,nar,30,v2,0.9999997615814209,2932
llama31_8b,nar,30,v3,0.9999998211860657,2932
llama31_8b,nar,30,v4,0.9999999403953552,2932
llama31_8b,nar,30,v5,0.999999463558197,2932
llama31_8b,nar,30,v6,0.9999996423721313,2932
llama31_8b,nar,30,v7,1.0000001192092896,2932
llama31_8b,nar,30,v8,1.000000238418579,2932
llama31_8b,nar,30,top_magnitude_channel,0.7094008922576904,2932
llama31_8b,hadamard,31,v1,0.0070603457279503345,1039
llama31_8b,hadamard,31,v2,0.009894467890262604,1039
llama31_8b,hadamard,31,v3,0.005580110475420952,1039
llama31_8b,hadamard,31,v4,0.007168947719037533,1039
llama31_8b,hadamard,31,v5,0.004959116689860821,1039
llama31_8b,hadamard,31,v6,0.005437035579234362,1039
llama31_8b,hadamard,31,v7,0.00538345891982317,1039
llama31_8b,hadamard,31,v8,0.014563841745257378,1039
llama31_8b,hadamard,31,top_magnitude_channel,0.0,1039
llama31_8b,smoothquant_hadamard,31,v1,0.0002935607626568526,1039
llama31_8b,smoothquant_hadamard,31,v2,0.0003760883992072195,1039
llama31_8b,smoothquant_hadamard,31,v3,0.00024373798805754632,1039
llama31_8b,smoothquant_hadamard,31,v4,0.0003068485530093312,1039
llama31_8b,smoothquant_hadamard,31,v5,0.0002411632303847,1039
llama31_8b,smoothquant_hadamard,31,v6,0.00027351765311323106,1039
llama31_8b,smoothquant_hadamard,31,v7,0.0002864933921955526,1039
llama31_8b,smoothquant_hadamard,31,v8,0.0005658032605424523,1039
llama31_8b,smoothquant_hadamard,31,top_magnitude_channel,0.0,1039
llama31_8b,duquant_style,31,v1,0.2475603222846985,1039
llama31_8b,duquant_style,31,v2,0.22911135852336884,1039
llama31_8b,duquant_style,31,v3,0.21749964356422424,1039
llama31_8b,duquant_style,31,v4,0.16827520728111267,1039
llama31_8b,duquant_style,31,v5,0.35273709893226624,1039
llama31_8b,duquant_style,31,v6,0.22940093278884888,1039
llama31_8b,duquant_style,31,v7,0.2178925722837448,1039
llama31_8b,duquant_style,31,v8,0.1997891068458557,1039
llama31_8b,duquant_style,31,top_magnitude_channel,0.9999999403953552,1039
llama31_8b,nar,31,v1,0.9999998807907104,1039
llama31_8b,nar,31,v2,1.0000001192092896,1039
llama31_8b,nar,31,v3,1.000000238418579,1039
llama31_8b,nar,31,v4,0.9999999403953552,1039
llama31_8b,nar,31,v5,1.0,1039
llama31_8b,nar,31,v6,0.9999998211860657,1039
llama31_8b,nar,31,v7,0.9999999403953552,1039
llama31_8b,nar,31,v8,1.0000001192092896,1039
llama31_8b,nar,31,top_magnitude_channel,0.3721969425678253,1039
