model,method,site,layer,k,anchor_error,selected_numerical_rank,null_completion_directions,permutation_identical_to_A,factor_sha256
llama31_8b,C_top1pct_no_bos,qkv,9,32,2.980232238769531e-07,-1,0,True,f634feff5697ca55059d9978d7d87cbfc239a5a45d0f02f3c8bcd8abff29097b
llama31_8b,B_top1,qkv,10,32,1.7881393432617188e-07,128,0,True,c3a89618aad2770828d824fedeabe6485f6f65ca4203dc6f87200bec25d2c053
llama31_8b,B_top1_no_bos,qkv,10,32,1.7881393432617188e-07,128,0,True,b38fb62f3aeffc946553be4502f8dfbabdc49f17ef3c59accc3583229635142d
llama31_8b,C_top1pct,qkv,10,32,2.980232238769531e-07,-1,0,True,41eff2bec82eecb0d09fad05480d1b4d03ea03efbd5aac56d5d76459ce21e0c7
llama31_8b,C_top1pct_no_bos,qkv,10,32,3.5762786865234375e-07,-1,0,True,f32d190ea4399749e7964834b9a46882abc0a7f8c5d98e078539c87e90f8790f
llama31_8b,B_top1,qkv,11,32,1.7881393432617188e-07,128,0,True,f310c287e017cc1676ec964b3abf7a4ccc89dd64b41692f5fc92355b6dc20a39
llama31_8b,B_top1_no_bos,qkv,11,32,1.7881393432617188e-07,128,0,True,112bb632e37b8f4b43635734bf7b67c39e879cf2dfe7d07d7f06848730e84f1a
llama31_8b,C_top1pct,qkv,11,32,2.384185791015625e-07,-1,0,True,713411331df8c24ffd67d0a9fecffc4110f455504dd6624dfd9964721cb56bcf
llama31_8b,C_top1pct_no_bos,qkv,11,32,2.384185791015625e-07,-1,0,True,9fb0a0ec6b3d9878ce0a3aaddc300477dcfb5a2a0d4131ee523ecffd85cbe1bf
llama31_8b,B_top1,qkv,12,32,1.7881393432617188e-07,128,0,True,8ec3b558970d676e1733ad6a3e81ec869b9795d04806625c55822b480fc6230c
llama31_8b,B_top1_no_bos,qkv,12,32,1.7881393432617188e-07,128,0,True,75a86caf5d45cebfe4636479479559057438b6aa5416ffdcd5a90070774fb23f
llama31_8b,C_top1pct,qkv,12,32,3.5762786865234375e-07,-1,0,True,54753e875939de0c046f055e076989f9f2ace5a38637a4f6e1e9df742464a317
llama31_8b,C_top1pct_no_bos,qkv,12,32,2.384185791015625e-07,-1,0,True,e2227b3dee0a1f2c1ca952e88ba82a1bb5b99d82aeb4b019da33c1191a90c927
llama31_8b,B_top1,qkv,13,32,1.7881393432617188e-07,128,0,True,10c0231d4bb8894579835f7496467b3d8028d4fab92cd805d7f12cb0c5655243
llama31_8b,B_top1_no_bos,qkv,13,32,1.7881393432617188e-07,128,0,True,3b6e20774ce38186e62ec4b2e9f9f4db988100f0902b61c26e583ef04c82cda9
llama31_8b,C_top1pct,qkv,13,32,2.384185791015625e-07,-1,0,True,df21de1fa3fb7427e80d53df080008b72c2d6a4c7f8b59042f039b267333b6b9
llama31_8b,C_top1pct_no_bos,qkv,13,32,2.384185791015625e-07,-1,0,True,60047266db32da121933040e40948ff294303eee6179ff65038d4975a704b3ef
llama31_8b,B_top1,qkv,14,32,2.384185791015625e-07,128,0,True,5fee43eb9c7e4ae71d720ba7799ef2cc9a86412cf9e0458beb3920748225332d
llama31_8b,B_top1_no_bos,qkv,14,32,2.384185791015625e-07,128,0,True,cc2746d4062bc1fc3689e8851649b0b096dcf213abee1b464e665d56f0e0530f
llama31_8b,C_top1pct,qkv,14,32,2.384185791015625e-07,-1,0,True,3266190365155ad56830a765b1df4e98686abf3c9f2a8258b85d691d700400fa
llama31_8b,C_top1pct_no_bos,qkv,14,32,2.980232238769531e-07,-1,0,True,9ec5b10bf449b7dd3c7b1965550fcb55a8b9f04331ab9d931273174c0a3063a4
llama31_8b,B_top1,qkv,15,32,2.384185791015625e-07,128,0,True,7dd0ae02d71007d52cddffb99b90be59a43e39414856eefb9c685141c1aadf22
llama31_8b,B_top1_no_bos,qkv,15,32,2.384185791015625e-07,128,0,True,b3648bbb1a01bec352943bea6db78d0d52ebcde7bae75811d8a300847dd1133a
llama31_8b,C_top1pct,qkv,15,32,2.384185791015625e-07,-1,0,True,4fd6b4bdec617ba16ec8b7a9b0e0e2819b445499c814c2b0e2504425aaa69572
llama31_8b,C_top1pct_no_bos,qkv,15,32,2.384185791015625e-07,-1,0,True,68055578c9bf85ccdf37f4afd68a7f966c5b9821e9792d2f47cac5b2fde41a44
llama31_8b,B_top1,qkv,16,32,2.384185791015625e-07,128,0,True,00111588db402604b23347f07ff1ea613ce4b4381a720cefa11d4c62533d9529
llama31_8b,B_top1_no_bos,qkv,16,32,2.384185791015625e-07,128,0,True,59ccddccc716f85055f9c756d72c18e1f34d4c66e6943316954860b7262a8d69
llama31_8b,C_top1pct,qkv,16,32,2.384185791015625e-07,-1,0,True,499d29cf493d46968d170208a112c2e8bb4fe68b22838b65fc62c6581bd25e6a
llama31_8b,C_top1pct_no_bos,qkv,16,32,3.5762786865234375e-07,-1,0,True,960e5a5506152c22e2234323918cf94023fda2e98f4de235696c4b5f2d72125f
llama31_8b,B_top1,qkv,17,32,2.384185791015625e-07,128,0,True,0cd213847eb7573d05a14c5e186f55a821c710f2fe1af3761ffce8b5f08c72f1
llama31_8b,B_top1_no_bos,qkv,17,32,2.384185791015625e-07,128,0,True,29af014a2d2c603502e3b7dcbc3469cfc2f99e50888b7682ce76277d28b51427
llama31_8b,C_top1pct,qkv,17,32,2.384185791015625e-07,-1,0,True,606ab27fed8f10c48403a44c9b43deaa6a242a6cf9950158fc39581963734ab4
llama31_8b,C_top1pct_no_bos,qkv,17,32,2.384185791015625e-07,-1,0,True,e392230a51fbb8c46101cc91c08b4329382319675a3d6e5cdd331f3587bc2ab4
llama31_8b,B_top1,qkv,18,32,2.384185791015625e-07,128,0,True,7d747995884f6eb21addc80ff065a2ff16c3d65533ac97bf18118a0ef44bca93
llama31_8b,B_top1_no_bos,qkv,18,32,2.384185791015625e-07,128,0,True,8d74108f8c456fd7ceb3126981b81f410a3abbcceed977b50988c1d05cca5aa4
llama31_8b,C_top1pct,qkv,18,32,3.5762786865234375e-07,-1,0,True,c64a6bde5d35f3a716289d3227b834ae659c5fec36e2b15d86aad2615dc031e7
llama31_8b,C_top1pct_no_bos,qkv,18,32,2.980232238769531e-07,-1,0,True,7433098f3d1cb76520160717263dc61ef5f1801d45dc94f596f2bb46e6846bb3
llama31_8b,B_top1,qkv,19,32,2.980232238769531e-07,128,0,True,a3040dc8d22bf6e32958b5dbfc64adcffee54f2d5f8d9dc198b0cc9205c68869
llama31_8b,B_top1_no_bos,qkv,19,32,2.980232238769531e-07,128,0,True,00b43cac1f0ea31349016122f87d80ebd939c6a77ed6bc9d272b7e60df7604b4
llama31_8b,C_top1pct,qkv,19,32,2.384185791015625e-07,-1,0,True,359265c185b9b1e7c1ba0be9bb0dc569940fcddafece2ee5fbc063bceac42fb6
llama31_8b,C_top1pct_no_bos,qkv,19,32,2.384185791015625e-07,-1,0,True,8d0ba2015630aad2bd50bf4e0c5810f3398b28ea65cb57c2bffc4cafed4c3962
llama31_8b,B_top1,qkv,20,32,2.980232238769531e-07,128,0,True,e4a7b55b86b5a7c5ebe24bfc7106a58ffea8318aa0b181d5f5ef58ab19ca636b
llama31_8b,B_top1_no_bos,qkv,20,32,2.980232238769531e-07,128,0,True,7d8f421011cfe837247415502964123dea328604d97a554700d712efc9bb162e
llama31_8b,C_top1pct,qkv,20,32,2.980232238769531e-07,-1,0,True,2fb7a3dc2a5cb9e62580097132f45b8868527a16996df82d823db70b1b68ab98
llama31_8b,C_top1pct_no_bos,qkv,20,32,2.384185791015625e-07,-1,0,True,1447d634d41707d2407a40229fc907bc7ce67da96212b2a3df97ca1147d6b26d
llama31_8b,B_top1,qkv,21,32,2.384185791015625e-07,128,0,True,21b037c89473f36222214b17ecb2da0e4ca50eeda46a7dbe6beffb590ac3c96e
llama31_8b,B_top1_no_bos,qkv,21,32,2.384185791015625e-07,128,0,True,362beef69f94c08d45439141953edb573e7b44910b0fc5dab22651b3c608ecce
llama31_8b,C_top1pct,qkv,21,32,3.5762786865234375e-07,-1,0,True,3beb23d810acaf1256a291c72bc6c2da5a118054a442847a5d8b0caaf1252752
llama31_8b,C_top1pct_no_bos,qkv,21,32,4.172325134277344e-07,-1,0,True,89c24bc62a1352b3c241844e7834d30947dc25c77abc25def68540b453c76b50
llama31_8b,B_top1,qkv,22,32,2.384185791015625e-07,128,0,True,df3810493b0e1292da1092e7f17b2545e85798cca4b6aecdb3b2ec134d88e233
llama31_8b,B_top1_no_bos,qkv,22,32,2.384185791015625e-07,128,0,True,724e5360d32b6e915fc0c87d0f9670ca314d3f95b28988c21a1aefaef9160534
llama31_8b,C_top1pct,qkv,22,32,2.384185791015625e-07,-1,0,True,c40cb67baa72e5fd1fffa9b93b8cc5e69c8b86b0d0f3ec30eb5aa7b76ca92ae5
llama31_8b,C_top1pct_no_bos,qkv,22,32,2.384185791015625e-07,-1,0,True,ed3d137d8f202522f45de7948646be4b10a0ce25ea3cd87083e4747e34bb1b23
llama31_8b,B_top1,qkv,23,32,2.384185791015625e-07,128,0,True,3dae679fc94409af660860fa8821cae89ecefbad84e117e1b714ad308e15d85c
llama31_8b,B_top1_no_bos,qkv,23,32,2.384185791015625e-07,128,0,True,cc7053075bfcf82ed6a14f1023326f264f183eb2ab487084bbb2cd26e38da8eb
llama31_8b,C_top1pct,qkv,23,32,2.384185791015625e-07,-1,0,True,b0b5349979e71bbf3bf005e64a31144273cdac4604200331756cf8daa5c0f4df
llama31_8b,C_top1pct_no_bos,qkv,23,32,2.980232238769531e-07,-1,0,True,c98c050be3a32440a9dc29a163f0461011402d08be9fe028ae94d81517d29538
llama31_8b,B_top1,qkv,24,32,2.384185791015625e-07,128,0,True,4cbc631a4cab524f08cad166cb62de0ddd4c0704ce670440f05a24b63d34faa6
llama31_8b,B_top1_no_bos,qkv,24,32,2.384185791015625e-07,128,0,True,c32bc5572e8dd9fa2ec010adec4bacf947bf404664587fab120af46408b479db
llama31_8b,C_top1pct,qkv,24,32,2.384185791015625e-07,-1,0,True,4a3c7cba0b90f8b332e58937bcb009d498bfa630ccbe2c9ddc632097ef4136e6
llama31_8b,C_top1pct_no_bos,qkv,24,32,2.384185791015625e-07,-1,0,True,fa65310db736e629c871b602bccfebe56dce954a30d209400e55eb68ab3835c3
llama31_8b,B_top1,qkv,25,32,2.980232238769531e-07,128,0,True,5121c4a6b2822ea93fd4187c42f1bed2dbba1704e5b8178b6f55d1ff3643b66b
llama31_8b,B_top1_no_bos,qkv,25,32,2.980232238769531e-07,128,0,True,45e225bc5d2023cb99986a1a062f9f06bd102e8d89bb1e68f9f83b0946be4be2
llama31_8b,C_top1pct,qkv,25,32,2.384185791015625e-07,-1,0,True,ef3df1c7f09140ca235dea8d3088e0fbc23dddf2d686741bf7f1c7194bd04b25
llama31_8b,C_top1pct_no_bos,qkv,25,32,2.384185791015625e-07,-1,0,True,493fe96171145fa192a36cc679b2d989cb90fa85f5d627d03555c3af58402da7
llama31_8b,B_top1,qkv,26,32,2.384185791015625e-07,128,0,True,e2234cc6b4df41bb74030b5424422ac7a42397dce0e1607ac927e1b03bfdecbd
llama31_8b,B_top1_no_bos,qkv,26,32,2.384185791015625e-07,128,0,True,5c233c280e7cf0b4f31c88838ae6c3be997ceb0ad350552da2d4905680633635
llama31_8b,C_top1pct,qkv,26,32,1.7881393432617188e-07,-1,0,True,03d3a47819474f901e79a1e66c339abe9dfd1b60db92993d7a37112cd5db3078
llama31_8b,C_top1pct_no_bos,qkv,26,32,2.384185791015625e-07,-1,0,True,e0798e697492198914e507d9bdcaf8d7cfe481e8f88f62f61f3fae4cf93514bd
llama31_8b,B_top1,qkv,27,32,3.5762786865234375e-07,128,0,True,ba290d222d616dcd3ef85998ecbeda2e061f7944d4087f8d6716fba09c0d08ff
llama31_8b,B_top1_no_bos,qkv,27,32,3.5762786865234375e-07,128,0,True,ddde9f2b8d906b349c79dfca199ad8cf126e906d2a7f050f5501d668107b38eb
llama31_8b,C_top1pct,qkv,27,32,2.384185791015625e-07,-1,0,True,378bbbad7483b2c1b0d4ad72613cd3511e8926b59e8c8d91d7d38556a162dff8
llama31_8b,C_top1pct_no_bos,qkv,27,32,2.384185791015625e-07,-1,0,True,cfefdf446b32c6e1a02d286fff5824fd32c2c25244a82e04b5df3d56fd19836d
llama31_8b,B_top1,qkv,28,32,2.384185791015625e-07,128,0,True,4be07814d99b6278a39af1a5d0c4ceaff237f3e9b50e14ca03c6209425afc27f
llama31_8b,B_top1_no_bos,qkv,28,32,2.384185791015625e-07,128,0,True,a7a0b66c9fbce10962d6909d5b727bd16a15e7fb6ecb16557a56a0a03612f94d
llama31_8b,C_top1pct,qkv,28,32,2.384185791015625e-07,-1,0,True,2e71ea57962947e07332ebb14ef4269d69dc587f7745c2f58b232e096641a83e
llama31_8b,C_top1pct_no_bos,qkv,28,32,1.7881393432617188e-07,-1,0,True,479c827f1f94d0431c4fdccad4998c9ddfb0a64a04427840388c80d84b7144bc
llama31_8b,B_top1,qkv,29,32,2.384185791015625e-07,128,0,True,97e789917759797f9fb00d65e40f644405e1241abd158d0ac42c09773b83c94f
llama31_8b,B_top1_no_bos,qkv,29,32,2.384185791015625e-07,128,0,True,7d2df5784894a3d3961dffd6acaf4b26a211ef20482c28f3b1787d4810d85e13
llama31_8b,C_top1pct,qkv,29,32,2.384185791015625e-07,-1,0,True,2736b1d75faf82293983c94316378d9fad101ad4375a1af200370349dee158d0
llama31_8b,C_top1pct_no_bos,qkv,29,32,1.7881393432617188e-07,-1,0,True,efc9ed3b597e6222a156e3c86147cec82abe41ae1d7d810fe00414a6de8e4ff8
llama31_8b,B_top1,qkv,30,32,2.980232238769531e-07,128,0,True,48e91898596ea098709a898c0f1540ecf8b0b702c2df94de7bafc5f442ff00fa
llama31_8b,B_top1_no_bos,qkv,30,32,2.980232238769531e-07,128,0,True,c3718da2993e55719010d35a5ed2a49e655d201896d6b5e0a6fc55a1da881cc0
llama31_8b,C_top1pct,qkv,30,32,2.980232238769531e-07,-1,0,True,46f5947619b7940e6aa12045c142d52fb9c91c8ea412c84bdf1d50abf73634ef
llama31_8b,C_top1pct_no_bos,qkv,30,32,2.384185791015625e-07,-1,0,True,09cf639999cbb490529aff5e08fb3fe1356f46b48ca5fca91178cbdab4e7ccb0
llama31_8b,B_top1,qkv,31,32,2.384185791015625e-07,128,0,True,3e095441266a8dfe7725e4c954bba233495ab8a33c0296ca9098734456a8f1a2
llama31_8b,B_top1_no_bos,qkv,31,32,2.384185791015625e-07,128,0,True,df8a17cb80210c4c585c2c7c217bc89a9ff7e6d5226dcb7a864bd2962055c9d5
llama31_8b,C_top1pct,qkv,31,32,2.384185791015625e-07,-1,0,True,81ca023b457c5bdd7ae6a94f2b87f538ed6d6187d25d37cc4af0d9b4f2cd13aa
llama31_8b,C_top1pct_no_bos,qkv,31,32,2.980232238769531e-07,-1,0,True,54b2991c5249becaa4baf29a237fa00315eed60f182961567ef209214202b990
